MSOA_CODE,MSOA_NAME,ALL_PROPERTIES_ACTUAL,AVERAGE_AGE
E02000002,Barking and Dagenham 001,644,60.28416149
E02000002,Barking and Dagenham 001,660,58.68181818
E02000002,Barking and Dagenham 001,671,69.56408346
E02000002,Barking and Dagenham 001,792,65.28914141
E02000003,Barking and Dagenham 002,631,77.74326466
E02000003,Barking and Dagenham 002,664,85.6378012
E02000003,Barking and Dagenham 002,523,86.01338432
E02000003,Barking and Dagenham 002,752,73.58244681
E02000003,Barking and Dagenham 002,761,68.93166886
E02000003,Barking and Dagenham 002,661,96.87518911
E02000004,Barking and Dagenham 003,523,63.96367113
E02000004,Barking and Dagenham 003,563,76.32326821
E02000004,Barking and Dagenham 003,606,82.06188119
E02000004,Barking and Dagenham 003,662,51.82250755
E02000005,Barking and Dagenham 004,611,95.02045827
E02000005,Barking and Dagenham 004,613,96.60603589
E02000005,Barking and Dagenham 004,653,95.24349158
E02000005,Barking and Dagenham 004,631,86.30348653
E02000005,Barking and Dagenham 004,782,81.21099744
E02000007,Barking and Dagenham 006,571,72.11471103
E02000007,Barking and Dagenham 006,744,77.5094086
E02000007,Barking and Dagenham 006,702,50.55626781
E02000007,Barking and Dagenham 006,754,84.58952255
E02000007,Barking and Dagenham 006,830,63.07228916
E02000008,Barking and Dagenham 007,840,77.75
E02000008,Barking and Dagenham 007,651,92.15437788
E02000008,Barking and Dagenham 007,590,95.84745763
E02000008,Barking and Dagenham 007,635,97.53307087
E02000008,Barking and Dagenham 007,650,83.74615385
E02000008,Barking and Dagenham 007,612,96.01062092
E02000008,Barking and Dagenham 007,741,94.57422402
E02000009,Barking and Dagenham 008,591,82.10236887
E02000009,Barking and Dagenham 008,531,83.35122411
E02000009,Barking and Dagenham 008,1320,37.66287879
E02000009,Barking and Dagenham 008,441,95.9739229
E02000009,Barking and Dagenham 008,652,85.73159509
E02000009,Barking and Dagenham 008,590,93.01694915
E02000010,Barking and Dagenham 009,860,73.6627907
E02000010,Barking and Dagenham 009,641,97.71060842
E02000010,Barking and Dagenham 009,672,95.85863095
E02000010,Barking and Dagenham 009,631,95.47226624
E02000010,Barking and Dagenham 009,591,89.73350254
E02000011,Barking and Dagenham 010,595,75.05966387
E02000011,Barking and Dagenham 010,484,86.30681818
E02000011,Barking and Dagenham 010,624,79.77163462
E02000011,Barking and Dagenham 010,730,66.42465753
E02000012,Barking and Dagenham 011,702,78.24358974
E02000012,Barking and Dagenham 011,682,82.58651026
E02000012,Barking and Dagenham 011,532,85.53947368
E02000012,Barking and Dagenham 011,602,87.48089701
E02000012,Barking and Dagenham 011,810,61.58641975
E02000013,Barking and Dagenham 012,572,88.06730769
E02000013,Barking and Dagenham 012,640,98
E02000013,Barking and Dagenham 012,642,97.85825545
E02000013,Barking and Dagenham 012,641,93.87285491
E02000013,Barking and Dagenham 012,741,94.85492578
E02000014,Barking and Dagenham 013,662,94.87462236
E02000014,Barking and Dagenham 013,662,92.94561934
E02000014,Barking and Dagenham 013,600,94.25833333
E02000014,Barking and Dagenham 013,520,97.59615385
E02000014,Barking and Dagenham 013,613,92.9730832
E02000014,Barking and Dagenham 013,531,91.7693032
E02000015,Barking and Dagenham 014,624,57.12900641
E02000015,Barking and Dagenham 014,662,58.84063444
E02000015,Barking and Dagenham 014,1051,60.08515699
E02000015,Barking and Dagenham 014,951,54.40536278
E02000016,Barking and Dagenham 015,931,31.58754028
E02000016,Barking and Dagenham 015,531,53.43220339
E02000016,Barking and Dagenham 015,1212,51.56683168
E02000016,Barking and Dagenham 015,703,49.52560455
E02000017,Barking and Dagenham 016,541,77.24491682
E02000017,Barking and Dagenham 016,660,76.5
E02000017,Barking and Dagenham 016,463,115.3736501
E02000017,Barking and Dagenham 016,634,101.8548896
E02000017,Barking and Dagenham 016,513,96.84697856
E02000018,Barking and Dagenham 017,612,97.72385621
E02000018,Barking and Dagenham 017,711,67.66455696
E02000018,Barking and Dagenham 017,602,89.98671096
E02000018,Barking and Dagenham 017,641,81.85803432
E02000018,Barking and Dagenham 017,772,79.19689119
E02000019,Barking and Dagenham 018,652,97.61809816
E02000019,Barking and Dagenham 018,571,97.95534151
E02000019,Barking and Dagenham 018,592,72.47297297
E02000019,Barking and Dagenham 018,700,80.71428571
E02000019,Barking and Dagenham 018,600,47.875
E02000020,Barking and Dagenham 019,673,76.83878158
E02000020,Barking and Dagenham 019,480,92.4375
E02000020,Barking and Dagenham 019,621,82.04911433
E02000020,Barking and Dagenham 019,801,92.71473159
E02000020,Barking and Dagenham 019,1415,39.78162544
E02000021,Barking and Dagenham 020,660,61.08333333
E02000021,Barking and Dagenham 020,511,85.34637965
E02000021,Barking and Dagenham 020,623,77.64686998
E02000021,Barking and Dagenham 020,642,87.59423676
E02000021,Barking and Dagenham 020,567,86.37566138
E02000022,Barking and Dagenham 021,650,57.18461538
E02000022,Barking and Dagenham 021,641,61.66536661
E02000022,Barking and Dagenham 021,520,55.09615385
E02000022,Barking and Dagenham 021,792,29.61994949
E02000022,Barking and Dagenham 021,681,38.62408223
E02000023,Barking and Dagenham 022,711,57.80942335
E02000023,Barking and Dagenham 022,653,65.96477795
E02000023,Barking and Dagenham 022,692,28.73121387
E02000023,Barking and Dagenham 022,441,51.84126984
E02006799,Barking and Dagenham 023,521,92.47120921
E02006799,Barking and Dagenham 023,670,82.76865672
E02006799,Barking and Dagenham 023,721,81.92024965
E02006799,Barking and Dagenham 023,663,94.03921569
E02006799,Barking and Dagenham 023,861,75.98954704
E02006799,Barking and Dagenham 023,491,86.9898167
E02000024,Barnet 001,693,109.3333333
E02000024,Barnet 001,603,92.84079602
E02000024,Barnet 001,1101,69.5
E02000024,Barnet 001,680,99.57352941
E02000024,Barnet 001,660,73.72727273
E02000024,Barnet 001,685,99.14963504
E02000025,Barnet 002,543,72.83241252
E02000025,Barnet 002,670,77.30597015
E02000025,Barnet 002,771,68.55966278
E02000025,Barnet 002,970,65.44329897
E02000025,Barnet 002,750,68.84
E02000026,Barnet 003,661,56.63313162
E02000026,Barnet 003,592,76.08868243
E02000026,Barnet 003,711,78.93248945
E02000026,Barnet 003,612,76.62826797
E02000027,Barnet 004,651,55.52611367
E02000027,Barnet 004,641,75.46957878
E02000027,Barnet 004,582,84.95446735
E02000027,Barnet 004,640,61.9453125
E02000027,Barnet 004,610,53.53278689
E02000027,Barnet 004,711,70.00421941
E02000028,Barnet 005,583,76.07890223
E02000028,Barnet 005,800,64.225
E02000028,Barnet 005,554,83.03068592
E02000028,Barnet 005,631,68.9318542
E02000029,Barnet 006,700,85.04285714
E02000029,Barnet 006,882,72.95238095
E02000029,Barnet 006,625,79.1256
E02000029,Barnet 006,772,82.34715026
E02000029,Barnet 006,632,76.97705696
E02000030,Barnet 007,492,77.0945122
E02000030,Barnet 007,620,68.54032258
E02000030,Barnet 007,530,75.08490566
E02000030,Barnet 007,522,82.70881226
E02000030,Barnet 007,664,72.53990964
E02000030,Barnet 007,692,58.50289017
E02000031,Barnet 008,613,70.03425775
E02000031,Barnet 008,481,80.87837838
E02000031,Barnet 008,710,71.37323944
E02000031,Barnet 008,561,60.79768271
E02000031,Barnet 008,692,87.70520231
E02000032,Barnet 009,484,85.26033058
E02000032,Barnet 009,623,85.27287319
E02000032,Barnet 009,631,75.49524564
E02000032,Barnet 009,500,87.2
E02000032,Barnet 009,541,80.93253235
E02000033,Barnet 010,791,78.79519595
E02000033,Barnet 010,721,77.16088766
E02000033,Barnet 010,502,43.53884462
E02000033,Barnet 010,692,82.55635838
E02000033,Barnet 010,691,75.61432706
E02000034,Barnet 011,823,83.36026731
E02000034,Barnet 011,541,87.97042514
E02000034,Barnet 011,721,81.86477115
E02000034,Barnet 011,661,83.38804841
E02000034,Barnet 011,781,81.63828425
E02000035,Barnet 012,690,57.87681159
E02000035,Barnet 012,850,54.34705882
E02000035,Barnet 012,486,80.54218107
E02000035,Barnet 012,821,68.54384896
E02000035,Barnet 012,760,91.88815789
E02000036,Barnet 013,730,49.21232877
E02000036,Barnet 013,612,68.69117647
E02000036,Barnet 013,692,70.82442197
E02000036,Barnet 013,662,85.55438066
E02000036,Barnet 013,731,67.36593707
E02000036,Barnet 013,646,84.51857585
E02000037,Barnet 014,502,86.97609562
E02000037,Barnet 014,604,63.93543046
E02000037,Barnet 014,521,75.38771593
E02000037,Barnet 014,681,21.58223201
E02000037,Barnet 014,590,75.88135593
E02000037,Barnet 014,532,74.78101504
E02000038,Barnet 015,573,103.5270506
E02000038,Barnet 015,670,81.39552239
E02000038,Barnet 015,675,76.36518519
E02000038,Barnet 015,960,63.27083333
E02000038,Barnet 015,542,84.5599631
E02000038,Barnet 015,662,86.68504532
E02000039,Barnet 016,672,66.50520833
E02000039,Barnet 016,710,88.29577465
E02000039,Barnet 016,513,85.8791423
E02000039,Barnet 016,722,82.06440443
E02000040,Barnet 017,543,72.44935543
E02000040,Barnet 017,732,64.06284153
E02000040,Barnet 017,681,83.37665198
E02000040,Barnet 017,851,56.08049354
E02000041,Barnet 018,750,76.32666667
E02000041,Barnet 018,621,80.74798712
E02000041,Barnet 018,651,89.60215054
E02000041,Barnet 018,642,90.43691589
E02000041,Barnet 018,614,86.49348534
E02000042,Barnet 019,792,80.57323232
E02000042,Barnet 019,670,92.13432836
E02000042,Barnet 019,891,68.42817059
E02000042,Barnet 019,681,89.34581498
E02000042,Barnet 019,622,97.76848875
E02000042,Barnet 019,850,84.11764706
E02000043,Barnet 020,505,81.73168317
E02000043,Barnet 020,523,87.13479924
E02000043,Barnet 020,551,88.51633394
E02000043,Barnet 020,560,90.41071429
E02000043,Barnet 020,614,100.5358306
E02000044,Barnet 021,631,62.0911252
E02000044,Barnet 021,520,96.61538462
E02000044,Barnet 021,603,96.12686567
E02000044,Barnet 021,711,80.24261603
E02000044,Barnet 021,584,93.44178082
E02000045,Barnet 022,721,99.88834951
E02000045,Barnet 022,700,78.23571429
E02000045,Barnet 022,790,56.32911392
E02000045,Barnet 022,672,67.95684524
E02000045,Barnet 022,700,29.4
E02000045,Barnet 022,622,71.53215434
E02000046,Barnet 023,713,108.1199158
E02000046,Barnet 023,670,94.55223881
E02000046,Barnet 023,780,91.10897436
E02000046,Barnet 023,752,96.40558511
E02000047,Barnet 024,1021,41.34916748
E02000047,Barnet 024,531,97.98022599
E02000047,Barnet 024,631,95.20998415
E02000047,Barnet 024,633,83.98736177
E02000047,Barnet 024,671,70.23472429
E02000047,Barnet 024,612,73.44281046
E02000048,Barnet 025,761,69.87844941
E02000048,Barnet 025,702,68.40384615
E02000048,Barnet 025,700,87.89285714
E02000048,Barnet 025,1013,60.70088845
E02000048,Barnet 025,784,61.0440051
E02000049,Barnet 026,790,32.62025316
E02000049,Barnet 026,631,43.84706815
E02000049,Barnet 026,590,41.98305085
E02000049,Barnet 026,911,33.62513721
E02000049,Barnet 026,430,45.84883721
E02000050,Barnet 027,710,60.4084507
E02000050,Barnet 027,680,89.09558824
E02000050,Barnet 027,632,50.17325949
E02000050,Barnet 027,572,104.9090909
E02000050,Barnet 027,872,73.29013761
E02000050,Barnet 027,513,108.0584795
E02000051,Barnet 028,1000,83.11
E02000051,Barnet 028,880,68.94886364
E02000051,Barnet 028,532,74.07236842
E02000051,Barnet 028,680,95.29411765
E02000051,Barnet 028,672,75.82291667
E02000052,Barnet 029,702,97.11680912
E02000052,Barnet 029,791,79.15107459
E02000052,Barnet 029,720,68.59722222
E02000052,Barnet 029,656,110.3963415
E02000052,Barnet 029,761,93.3107753
E02000052,Barnet 029,621,65.52898551
E02000053,Barnet 030,552,89.13405797
E02000053,Barnet 030,910,57.88461538
E02000053,Barnet 030,1653,26.56261343
E02000053,Barnet 030,1101,44.15622162
E02000053,Barnet 030,951,14.73291272
E02000054,Barnet 031,942,50.13004246
E02000054,Barnet 031,641,86.76209048
E02000054,Barnet 031,730,85.43835616
E02000054,Barnet 031,651,87.44009217
E02000055,Barnet 032,782,89.16112532
E02000055,Barnet 032,640,65.7890625
E02000055,Barnet 032,871,93.75258324
E02000055,Barnet 032,593,95.34738617
E02000055,Barnet 032,892,66.43890135
E02000055,Barnet 032,750,90.66
E02000056,Barnet 033,621,79.25040258
E02000056,Barnet 033,612,74.40441176
E02000056,Barnet 033,642,98.01635514
E02000056,Barnet 033,621,81.36392915
E02000056,Barnet 033,614,89.95521173
E02000056,Barnet 033,471,87.14118896
E02000057,Barnet 034,722,75.73407202
E02000057,Barnet 034,654,96.84633028
E02000057,Barnet 034,723,85.73098202
E02000057,Barnet 034,572,90.75961538
E02000058,Barnet 035,621,103.7399356
E02000058,Barnet 035,773,106.2639069
E02000058,Barnet 035,911,91.75740944
E02000058,Barnet 035,563,106.285968
E02000058,Barnet 035,741,99.52361673
E02000058,Barnet 035,523,101.6539197
E02000059,Barnet 036,761,65.89684625
E02000059,Barnet 036,673,75.42867756
E02000059,Barnet 036,543,109.8158379
E02000059,Barnet 036,860,50.1627907
E02000059,Barnet 036,741,50.04183536
E02000059,Barnet 036,711,89.74613221
E02000060,Barnet 037,525,107.252381
E02000060,Barnet 037,741,84.66396761
E02000060,Barnet 037,603,98.10779436
E02000060,Barnet 037,632,100.5806962
E02000060,Barnet 037,664,98.28313253
E02000060,Barnet 037,591,76.31556684
E02000061,Barnet 038,713,75.34081346
E02000061,Barnet 038,620,79.68548387
E02000061,Barnet 038,691,101.5571635
E02000061,Barnet 038,832,103.203125
E02000061,Barnet 038,763,85.34141547
E02000062,Barnet 039,861,103.6579559
E02000062,Barnet 039,523,54.09942639
E02000062,Barnet 039,491,82.5712831
E02000062,Barnet 039,552,93.81974638
E02000063,Barnet 040,661,90.13540091
E02000063,Barnet 040,903,52.40753045
E02000063,Barnet 040,591,85.94923858
E02000063,Barnet 040,560,87.5
E02000064,Barnet 041,703,65.5625889
E02000064,Barnet 041,584,91.96489726
E02000064,Barnet 041,740,88.68918919
E02000064,Barnet 041,544,81.69669118
E02000065,Bexley 001,590,46.94067797
E02000065,Bexley 001,630,37.33333333
E02000065,Bexley 001,970,28.80412371
E02000065,Bexley 001,670,40.61940299
E02000066,Bexley 002,522,67.06417625
E02000066,Bexley 002,722,52.12603878
E02000066,Bexley 002,710,52.23239437
E02000066,Bexley 002,560,46.91071429
E02000066,Bexley 002,740,44.5
E02000066,Bexley 002,611,44.04664484
E02000067,Bexley 003,841,75.6117717
E02000067,Bexley 003,840,60.33928571
E02000067,Bexley 003,831,63.81768953
E02000067,Bexley 003,701,83.70613409
E02000067,Bexley 003,721,93.94729542
E02000068,Bexley 004,982,44.90376782
E02000068,Bexley 004,1041,40.99183477
E02000068,Bexley 004,552,82.97826087
E02000068,Bexley 004,691,95.06222865
E02000069,Bexley 005,633,68.07266983
E02000069,Bexley 005,691,68.03835022
E02000069,Bexley 005,640,88.4765625
E02000069,Bexley 005,634,63.93375394
E02000070,Bexley 006,631,69.70839937
E02000070,Bexley 006,710,76.92253521
E02000070,Bexley 006,606,87.62293729
E02000070,Bexley 006,645,77.7503876
E02000070,Bexley 006,641,82.41575663
E02000071,Bexley 007,501,82.27145709
E02000071,Bexley 007,615,104.996748
E02000071,Bexley 007,572,88.40384615
E02000071,Bexley 007,523,82.28393881
E02000071,Bexley 007,771,58.63488975
E02000072,Bexley 008,241,75.80082988
E02000072,Bexley 008,763,51.18348624
E02000072,Bexley 008,702,40.67521368
E02000072,Bexley 008,710,66.74647887
E02000072,Bexley 008,741,65.79757085
E02000072,Bexley 008,772,65.89896373
E02000072,Bexley 008,601,58.90599002
E02000073,Bexley 009,635,86.83543307
E02000073,Bexley 009,492,87.48272358
E02000073,Bexley 009,493,83.55578093
E02000073,Bexley 009,603,87.35655058
E02000073,Bexley 009,661,74.59077156
E02000073,Bexley 009,641,85.08190328
E02000073,Bexley 009,501,87.04491018
E02000074,Bexley 010,632,56.03718354
E02000074,Bexley 010,651,62.00844854
E02000074,Bexley 010,625,74.4784
E02000074,Bexley 010,931,39.87486574
E02000074,Bexley 010,630,65.1984127
E02000075,Bexley 011,683,86.4795022
E02000075,Bexley 011,623,72.69261637
E02000075,Bexley 011,573,87.94589878
E02000075,Bexley 011,682,86.79325513
E02000075,Bexley 011,620,85.80645161
E02000077,Bexley 013,711,78.07946554
E02000077,Bexley 013,522,87.13601533
E02000077,Bexley 013,660,82.03030303
E02000077,Bexley 013,621,86.85587762
E02000077,Bexley 013,490,87.5
E02000078,Bexley 014,595,88.21512605
E02000078,Bexley 014,554,90.64259928
E02000078,Bexley 014,624,95.17948718
E02000078,Bexley 014,672,84.37946429
E02000078,Bexley 014,642,86.77647975
E02000079,Bexley 015,721,101.7350902
E02000079,Bexley 015,641,80.75585023
E02000079,Bexley 015,721,80.61373093
E02000079,Bexley 015,661,88.51664145
E02000079,Bexley 015,651,69.12596006
E02000080,Bexley 016,643,89.56920684
E02000080,Bexley 016,710,73.71830986
E02000080,Bexley 016,670,87.5
E02000080,Bexley 016,562,87.33451957
E02000080,Bexley 016,722,75.13573407
E02000080,Bexley 016,515,87.08446602
E02000081,Bexley 017,631,79.71156894
E02000081,Bexley 017,624,73.37980769
E02000081,Bexley 017,632,65.41455696
E02000081,Bexley 017,792,65.3415404
E02000081,Bexley 017,610,71.87704918
E02000082,Bexley 018,642,80.6728972
E02000082,Bexley 018,514,85.20136187
E02000082,Bexley 018,511,87.47064579
E02000082,Bexley 018,604,87.24337748
E02000082,Bexley 018,652,85.96165644
E02000082,Bexley 018,532,84.62030075
E02000083,Bexley 019,532,84.99342105
E02000083,Bexley 019,760,77.60526316
E02000083,Bexley 019,600,96.125
E02000083,Bexley 019,662,66.80060423
E02000083,Bexley 019,1190,50.69747899
E02000083,Bexley 019,662,82.0755287
E02000084,Bexley 020,517,85.32205029
E02000084,Bexley 020,652,74.79141104
E02000084,Bexley 020,621,81.52898551
E02000084,Bexley 020,571,84.85901926
E02000084,Bexley 020,710,64.5915493
E02000084,Bexley 020,513,67.55847953
E02000084,Bexley 020,653,96.8323124
E02000085,Bexley 021,625,87.0112
E02000085,Bexley 021,662,76.28323263
E02000085,Bexley 021,533,87.369606
E02000085,Bexley 021,684,73.40716374
E02000085,Bexley 021,650,82.88461538
E02000086,Bexley 022,632,73.37737342
E02000086,Bexley 022,651,75.90552995
E02000086,Bexley 022,547,85.95521024
E02000086,Bexley 022,494,89.6417004
E02000086,Bexley 022,493,55.84077079
E02000087,Bexley 023,663,69.87782805
E02000087,Bexley 023,612,66.73856209
E02000087,Bexley 023,911,76.20691548
E02000087,Bexley 023,533,74.99624765
E02000087,Bexley 023,661,68.15355522
E02000088,Bexley 024,634,79.3351735
E02000088,Bexley 024,522,73.80076628
E02000088,Bexley 024,701,70.93723252
E02000088,Bexley 024,613,86.1182708
E02000088,Bexley 024,574,87.24912892
E02000089,Bexley 025,621,80.05797101
E02000089,Bexley 025,684,85.9247076
E02000089,Bexley 025,605,82.56446281
E02000089,Bexley 025,632,84.62341772
E02000089,Bexley 025,473,78.88689218
E02000090,Bexley 026,751,68.48335553
E02000090,Bexley 026,743,90.60094213
E02000090,Bexley 026,891,62.72839506
E02000090,Bexley 026,901,65.99112098
E02000090,Bexley 026,880,64.63068182
E02000091,Bexley 027,605,84.81735537
E02000091,Bexley 027,742,83.0458221
E02000091,Bexley 027,633,76.52053712
E02000091,Bexley 027,940,47.60638298
E02000091,Bexley 027,661,71.25945537
E02000091,Bexley 027,861,62.97444832
E02000092,Bexley 028,674,69.50222552
E02000092,Bexley 028,653,72.87901991
E02000092,Bexley 028,773,60.0084088
E02000092,Bexley 028,681,58.08296623
E02006785,Bexley 029,621,64.62882448
E02006785,Bexley 029,623,78.7223114
E02006785,Bexley 029,622,81.04180064
E02006785,Bexley 029,773,64.65394567
E02000093,Brent 001,462,87.29437229
E02000093,Brent 001,602,74.07641196
E02000093,Brent 001,651,92.05760369
E02000093,Brent 001,541,78.11922366
E02000093,Brent 001,691,57.63314038
E02000093,Brent 001,561,81.71033868
E02000094,Brent 002,483,87.15942029
E02000094,Brent 002,511,88.47847358
E02000094,Brent 002,542,86.52214022
E02000094,Brent 002,603,75.8291874
E02000094,Brent 002,681,58.58590308
E02000095,Brent 003,670,62.05223881
E02000095,Brent 003,511,85.91193738
E02000095,Brent 003,521,80.76295585
E02000095,Brent 003,653,79.24425727
E02000095,Brent 003,874,85.9479405
E02000096,Brent 004,552,78.24184783
E02000096,Brent 004,491,83.79327902
E02000096,Brent 004,570,72.02631579
E02000096,Brent 004,494,80.83299595
E02000096,Brent 004,504,78.84325397
E02000097,Brent 005,560,79.375
E02000097,Brent 005,644,79.80357143
E02000097,Brent 005,542,85.63099631
E02000097,Brent 005,611,87.45908347
E02000097,Brent 005,624,87.92788462
E02000098,Brent 006,532,91.2406015
E02000098,Brent 006,572,38.59965035
E02000098,Brent 006,511,65.50489237
E02000098,Brent 006,544,85.51654412
E02000098,Brent 006,712,68.73103933
E02000099,Brent 007,471,84.5
E02000099,Brent 007,492,87.62601626
E02000099,Brent 007,434,86.03225806
E02000099,Brent 007,620,58.60483871
E02000099,Brent 007,800,33.91875
E02000100,Brent 008,492,76.74085366
E02000100,Brent 008,491,85.26171079
E02000100,Brent 008,483,85.81573499
E02000100,Brent 008,580,49.99137931
E02000100,Brent 008,493,87.32657201
E02000101,Brent 009,531,84.52636535
E02000101,Brent 009,631,69.31220285
E02000101,Brent 009,1012,35.97875494
E02000101,Brent 009,671,58.40685544
E02000101,Brent 009,582,77.52749141
E02000102,Brent 010,463,82.09071274
E02000102,Brent 010,672,78.39806548
E02000102,Brent 010,612,52.42973856
E02000102,Brent 010,841,94.40844233
E02000103,Brent 011,581,79.96987952
E02000103,Brent 011,482,88.98962656
E02000103,Brent 011,751,47.6138482
E02000103,Brent 011,652,62.89033742
E02000103,Brent 011,752,72.29454787
E02000104,Brent 012,504,78.7609127
E02000104,Brent 012,493,97.94016227
E02000104,Brent 012,552,78.01449275
E02000104,Brent 012,791,56.64159292
E02000105,Brent 013,462,88.17857143
E02000105,Brent 013,501,67.7005988
E02000105,Brent 013,691,87.53617945
E02000105,Brent 013,780,67.23076923
E02000105,Brent 013,690,48.11594203
E02000106,Brent 014,691,87.88639653
E02000106,Brent 014,461,87.70607375
E02000106,Brent 014,581,81.28657487
E02000106,Brent 014,541,93.35674677
E02000106,Brent 014,693,87.24386724
E02000106,Brent 014,640,78.65625
E02000107,Brent 015,711,113.2552743
E02000107,Brent 015,733,90.04911323
E02000107,Brent 015,502,98.5936255
E02000107,Brent 015,802,112.1726933
E02000107,Brent 015,761,105.3409987
E02000107,Brent 015,682,111.4640762
E02000108,Brent 016,491,72.15071283
E02000108,Brent 016,601,89.8452579
E02000108,Brent 016,653,81.61255743
E02000108,Brent 016,553,67.65732369
E02000109,Brent 017,1000,55.79
E02000109,Brent 017,581,87.21772806
E02000109,Brent 017,511,86.59393346
E02000109,Brent 017,483,91.04244306
E02000109,Brent 017,981,17.31243629
E02000109,Brent 017,592,84.09628378
E02000110,Brent 018,711,102.5801688
E02000110,Brent 018,531,75.54143126
E02000110,Brent 018,533,86.21575985
E02000110,Brent 018,624,99.37019231
E02000110,Brent 018,670,107.9850746
E02000111,Brent 019,691,62.62952243
E02000111,Brent 019,581,73.55335628
E02000111,Brent 019,540,86.33333333
E02000111,Brent 019,561,99.59625668
E02000111,Brent 019,782,68.00959079
E02000112,Brent 020,564,90.96719858
E02000112,Brent 020,522,89.36685824
E02000112,Brent 020,521,92.52879079
E02000112,Brent 020,792,80.02588384
E02000112,Brent 020,623,90.74959872
E02000113,Brent 021,680,76.55882353
E02000113,Brent 021,511,54.71135029
E02000113,Brent 021,532,62.69736842
E02000113,Brent 021,611,46.98445172
E02000113,Brent 021,550,59.2
E02000113,Brent 021,570,63.56140351
E02000114,Brent 022,541,91.94916821
E02000114,Brent 022,631,121.4389857
E02000114,Brent 022,710,116.7464789
E02000114,Brent 022,970,102.371134
E02000114,Brent 022,710,104.5915493
E02000115,Brent 023,800,98.71875
E02000115,Brent 023,761,68.48817346
E02000115,Brent 023,851,79.25499412
E02000115,Brent 023,724,115.3142265
E02000115,Brent 023,850,75.72941176
E02000116,Brent 024,761,107.2378449
E02000116,Brent 024,811,93.94512947
E02000116,Brent 024,800,105.91875
E02000116,Brent 024,842,49.37232779
E02000117,Brent 025,850,78.64705882
E02000117,Brent 025,960,108.2083333
E02000117,Brent 025,740,96.57432432
E02000117,Brent 025,811,59.4568434
E02000117,Brent 025,814,116.220516
E02000117,Brent 025,763,52.86566186
E02000118,Brent 026,492,86.69105691
E02000118,Brent 026,496,99.40524194
E02000118,Brent 026,494,90.13461538
E02000118,Brent 026,810,73.45679012
E02000118,Brent 026,910,55.55494505
E02000119,Brent 027,593,104.9317032
E02000119,Brent 027,551,18.57985481
E02000119,Brent 027,883,41.70951302
E02000119,Brent 027,800,36.80625
E02000120,Brent 028,903,104.2303433
E02000120,Brent 028,754,116.2964191
E02000120,Brent 028,783,114.412516
E02000120,Brent 028,1041,87.19260327
E02000120,Brent 028,893,120.7290034
E02000121,Brent 029,581,58.48881239
E02000121,Brent 029,782,59.18606138
E02000121,Brent 029,630,71.42857143
E02000121,Brent 029,471,84.16029724
E02000121,Brent 029,593,100.7150084
E02000122,Brent 030,620,84.83870968
E02000122,Brent 030,830,72.39759036
E02000122,Brent 030,483,103.4358178
E02000122,Brent 030,592,102.4670608
E02000122,Brent 030,592,108.1452703
E02000123,Brent 031,942,115.720276
E02000123,Brent 031,1041,100.1512968
E02000123,Brent 031,793,114.0290038
E02000123,Brent 031,1001,87.78971029
E02000123,Brent 031,853,102.049238
E02000123,Brent 031,533,108.8574109
E02000123,Brent 031,772,116.6593264
E02000124,Brent 032,681,115.0359765
E02000124,Brent 032,861,96.28281069
E02000124,Brent 032,753,113.314741
E02000124,Brent 032,983,115.3677518
E02000124,Brent 032,1111,88.99414941
E02000125,Brent 033,691,106.4609262
E02000125,Brent 033,881,108.0357548
E02000125,Brent 033,615,118.7723577
E02000125,Brent 033,682,110.2082111
E02000125,Brent 033,601,109.1971714
E02000125,Brent 033,661,121.214826
E02000126,Brent 034,641,63.16458658
E02000126,Brent 034,780,94.17307692
E02000126,Brent 034,1160,50
E02000126,Brent 034,792,38.75
E02000127,Bromley 001,592,81.49577703
E02000127,Bromley 001,650,77.42307692
E02000127,Bromley 001,661,68.75642965
E02000127,Bromley 001,711,76.24120956
E02000127,Bromley 001,660,85.21212121
E02000127,Bromley 001,633,82.21169036
E02000128,Bromley 002,624,63.11858974
E02000128,Bromley 002,532,72.41071429
E02000128,Bromley 002,611,77.6309329
E02000128,Bromley 002,663,99.8438914
E02000128,Bromley 002,612,76.48529412
E02000130,Bromley 004,781,95.31049936
E02000130,Bromley 004,774,108.4677003
E02000130,Bromley 004,752,100.2287234
E02000130,Bromley 004,581,95.59810671
E02000130,Bromley 004,820,94.55487805
E02000131,Bromley 005,1020,58.51470588
E02000131,Bromley 005,951,90.76025237
E02000131,Bromley 005,1072,96.37686567
E02000131,Bromley 005,872,81.0516055
E02000131,Bromley 005,950,94.80526316
E02000132,Bromley 006,811,54.60912454
E02000132,Bromley 006,910,55.0989011
E02000132,Bromley 006,1040,49.88461538
E02000132,Bromley 006,1110,67.55855856
E02000132,Bromley 006,1001,50.46153846
E02000133,Bromley 007,520,57.60576923
E02000133,Bromley 007,810,54.79012346
E02000133,Bromley 007,874,46.9124714
E02000133,Bromley 007,592,71.71875
E02000133,Bromley 007,660,70.06060606
E02000133,Bromley 007,820,66.82317073
E02000134,Bromley 008,831,68.74608905
E02000134,Bromley 008,981,81.48623853
E02000134,Bromley 008,710,74.26056338
E02000134,Bromley 008,780,84.44230769
E02000134,Bromley 008,771,99.64915694
E02000134,Bromley 008,591,98.00507614
E02000134,Bromley 008,871,80.69747417
E02000135,Bromley 009,870,68.89655172
E02000135,Bromley 009,702,62.66168091
