ID,E02000001
E02000683,12767.80209
E02000685,9781.934882
E02000686,11320.33431
E02000687,10346.59236
E02000689,11638.19213
E02000690,13626.05051
E02000691,12469.4554
E02000692,13406.09774
E02000693,12174.54073
E02000694,12525.77604
E02000695,11692.33431
E02000696,12255.62657
E02000697,13359.46477
E02000698,15091.9567
E02000699,14275.32735
E02000700,13262.23055
E02000701,12608.89386
E02000702,13023.29555
E02000703,14195.34127
E02000704,15410.19164
E02000705,12587.72269
E02000706,13330.87041
E02000707,13356.40003
E02000708,16428.22685
E02000709,15552.56925
E02000710,14215.8025
E02000711,14724.57299
E02000712,15679.5046
E02000713,16791.30599
E02000714,9018.528971
E02000715,11374.16615
E02000716,10615.00687
E02000717,10579.98282
E02000718,11408.65456
E02000719,8273.227777
E02000720,9486.248258
E02000721,8892.922365
E02000722,7981.841707
E02000723,10446.68362
E02000724,9879.014803
E02000725,7272.666825
E02000726,6441.958012
E02000727,9362.355455
E02000728,10997.63934
E02000729,8156.504583
E02000730,8784.235886
E02000731,10178.66541
E02000732,9558.524756
E02000733,7261.654409
E02000734,7894.659693
E02000735,8715.671707
E02000736,11209.49418
E02000737,10373.7634
E02000738,9501.192141
E02000739,8212.172829
E02000740,7018.03881
E02000741,8837.758476
E02000742,9990.258485
E02000743,7527.256883
E02000744,8196.0943
E02000745,9389.031583
E02000746,11638.16163
E02000747,7130.510176
E02000748,10016.66775
E02000749,8566.824309
E02000750,9715.714079
E02000751,13868.37121
E02000752,18681.53759
E02000753,17032.38906
E02000754,14094.35142
E02000755,14168.48069
E02000756,15490.08342
E02000757,12131.36717
E02000758,13848.60961
E02000759,12599.18503
E02000760,14489.40909
E02000762,13288.35942
E02000763,16534.80382
E02000764,10940.66531
E02000765,13482.09704
E02000767,14043.2668
E02000768,11117.97829
E02000769,16401.65689
E02000770,14605.85676
E02000772,15558.93505
E02000773,13523.29228
E02000774,14576.07926
E02000776,12928.29077
E02000777,10141.45674
E02000779,12010.18449
E02000780,12911.00392
E02000781,13838.78465
E02000782,12054.40686
E02000783,12430.01613
E02000784,10821.12788
E02000785,15043.20073
E02000786,12093.22694
E02000787,14135.47531
E02000788,13378.40516
E02000789,15055.21781
E02000790,17107.81951
E02000791,15895.3482
E02000792,16891.9456
E02000793,19717.69185
E02000794,18470.8536
E02000795,15308.42865
E02000796,20787.1465
E02000797,18340.22276
E02000798,20321.46277
E02000799,19120.35293
E02000800,17981.40296
E02000801,19380.44572
E02000802,20647.19697
E02000803,21900.62669
E02000804,20045.76642
E02000805,18972.23802
E02000806,21425.85696
E02000807,3665.179396
E02000808,1236.530277
E02000809,1748.376982
E02000810,2523.210586
E02000812,1933.961251
E02000813,3427.451496
E02000814,4205.743164
E02000815,2085.790715
E02000816,3283.05113
E02000817,3681.624673
E02000818,2687.323973
E02000819,3022.411258
E02000820,3100.561354
E02000821,3325.249849
E02000822,3220.520271
E02000823,3592.366825
E02000824,4177.654881
E02000825,4187.533569
E02000826,4226.826292
E02000827,4321.321679
E02000828,4793.011539
E02000829,5161.052042
E02000830,5113.605412
E02000831,5386.792956
E02000832,5981.100217
E02000833,5916.023435
E02000834,6466.911404
E02000835,7102.209331
E02000836,6749.118058
E02000837,7325.889458
E02000838,7595.647027
E02000839,8992.888508
E02000840,15201.77903
E02000841,16053.76152
E02000842,17039.05885
E02000843,15948.32199
E02000844,16313.56552
E02000845,18145.08248
E02000846,16920.6713
E02000847,18332.47764
E02000848,18300.68311
E02000849,16733.30979
E02000850,15726.2645
E02000851,17849.31819
E02000852,17502.52871
E02000853,18272.55063
E02000854,17596.87842
E02000855,19454.22055
E02000856,17877.7941
E02000857,18974.36411
E02000858,17831.46842
E02000859,18478.83608
E02000860,19153.46078
E02000861,19398.31297
E02000863,20065.49464
E02000864,5128.973577
E02000865,3252.375638
E02000866,4150.886906
E02000867,5141.894014
E02000868,2711.456355
E02000869,2086.963529
E02000870,3335.518401
E02000871,5552.5904
E02000872,1920.568574
E02000873,3658.128349
E02000874,2936.639002
E02000875,4932.808695
E02000876,2457.985839
E02000877,4340.23438
E02000878,1499.365644
E02000879,3064.261104
E02000880,2527.860202
E02000881,5808.08146
E02000882,3640.108919
E02000883,5466.080167
E02000884,1780.167157
E02000885,2700.290242
E02000886,4216.896563
E02000887,4946.525013
E02000888,3088.972973
E02000889,2104.36912
E02000890,2063.530432
E02000891,5987.083332
E02000893,6325.363128
E02000894,5726.20863
E02000895,14547.46169
E02000896,14943.02115
E02000897,13620.56436
E02000898,12986.79
E02000899,12634.67535
E02000900,11700.68262
E02000901,12315.3237
E02000902,11409.77052
E02000903,10425.44952
E02000904,11252.20844
E02000905,10175.70136
E02000906,9541.712491
E02000907,10185.85444
E02000908,8892.707555
E02000909,10196.2144
E02000910,9097.550487
E02000911,8648.132942
E02000912,7612.023303
E02000913,9243.305128
E02000914,8561.381669
E02000915,9679.796325
E02000916,7070.448463
E02000917,8139.257339
E02000918,9185.416403
E02000919,8086.783202
E02000920,7217.036954
E02000921,8060.108961
E02000922,8552.542568
E02000923,6300.144916
E02000924,5422.471151
E02000925,6729.482444
E02000926,7559.987054
E02000927,6763.003776
E02000928,10644.87176
E02000929,8026.623125
E02000930,7427.870297
E02000931,7531.321436
E02000932,9731.278712
E02000933,11319.5385
E02000934,8517.433092
E02000935,12658.96371
E02000936,10818.95491
E02000937,8720.136716
E02000938,11956.32374
E02000939,8249.972716
E02000940,9872.386848
E02000941,9369.23775
E02000942,10660.96175
E02000943,8522.344859
E02000944,11311.96696
E02000945,12970.31831
E02000946,9999.303844
E02000947,10726.84956
E02000948,9310.825076
E02000949,9731.532797
E02000950,11812.29604
E02000951,9705.49332
E02000952,9696.236692
E02000953,10871.56821
E02000954,10372.06969
E02000955,10690.44098
E02000956,11308.98599
E02000957,11233.81107
E02000958,10708.44204
E02000959,10770.58111
E02000960,5531.959145
E02000961,6715.536857
E02000962,5876.907974
E02000963,8291.061365
E02000964,7712.900896
E02000965,7034.282689
E02000966,6408.819684
E02000967,4773.883318
E02000968,5575.902271
E02000969,7048.518232
E02000970,4118.705942
E02000971,4864.20569
E02000972,3302.571683
E02000973,7030.889456
E02000974,5455.882199
E02000975,6090.159468
E02000976,6634.142131
E02000977,2976.572595
E02000978,5309.486887
E02000979,3432.018796
E02000980,3696.848264
E02000981,4361.903411
E02000982,4726.011873
E02000983,4325.719632
E02006782,13292.96017
E02006783,12035.02424
E02006784,11984.55291
E02006785,14200.71167
E02006786,14016.28559
E02006787,13352.4797
E02006788,13655.61522
E02006789,23611.34835
E02006791,12177.75675
E02006792,12763.53981
E02006793,10873.55527
E02006794,10061.60028
E02006795,20681.81519
E02006796,21674.32812
E02006798,5823.132813
E02006799,16052.07279
E02006800,15002.60385
E02006801,2131.377389
E02006802,2058.048402
E02006836,20848.16882
E02006853,5279.474238
E02006854,5047.384272
E02006882,17528.39967
E02006918,6131.447957
E02006921,6145.07814
E02006924,12196.56001
E02006925,12696.26146
E02006927,10221.34384
E02006928,6369.559025
E02006929,7588.499915
E02006930,7882.889759
E02006931,7391.769984
