MSOA11CD,MSOA11NM,WD20CD,WD20NM,inlondon,ward_area_hectare,green_area_hectare,blue_area_hectare,green+blue_area_hectare,percent_green,percent_blue,percent_green+blue
E02000214,Croydon 021,E05011462,Addiscombe East,TRUE,154.055,56.00950521,0.0052624,56.01476761,36.356824,0.003415923,36.36023992
E02000530,Hounslow 005,E05000357,Heston West,TRUE,382.657,197.1191755,2.017119933,199.1362954,51.51328096,0.52713525,52.04041621
E02000215,Croydon 022,E05011463,Addiscombe West,TRUE,134.305,32.04753933,0.002903052,32.05044238,23.86176191,0.002161537,23.86392344
E02000210,Croydon 017,E05011463,Addiscombe West,TRUE,134.305,32.04753933,0.002903052,32.05044238,23.86176191,0.002161537,23.86392344
E02000202,Croydon 009,E05011464,Bensham Manor,TRUE,144.147,40.39586664,0.341180385,40.73704703,28.02407725,0.236689203,28.26076646
E02000376,Hammersmith and Fulham 005,E05000263,Shepherd's Bush Green,TRUE,106.82,21.39793804,0.08462651,21.48256455,20.03177124,0.079223469,20.11099471
E02000289,Enfield 013,E05000202,Highlands,TRUE,508.803,350.7032094,3.319286607,354.022496,68.92711117,0.652371666,69.57948283
E02000203,Croydon 010,E05011464,Bensham Manor,TRUE,144.147,40.39586664,0.341180385,40.73704703,28.02407725,0.236689203,28.26076646
E02000540,Hounslow 015,E05000358,Hounslow Central,TRUE,173.393,46.69280225,0.002512185,46.69531443,26.92888539,0.001448839,26.93033423
E02000323,Greenwich 011,E05000229,Woolwich Common,TRUE,262.035,118.3576839,0.709778243,119.0674621,45.16865451,0.270871541,45.43952605
E02000473,Havering 010,E05000322,Squirrel's Heath,TRUE,265.147,117.9971096,0.960518495,118.9576281,44.50252486,0.362258858,44.86478372
E02000212,Croydon 019,E05011465,Broad Green,TRUE,195.215,35.41671863,0.001548595,35.41826722,18.14241663,0.000793277,18.14320991
E02000375,Hammersmith and Fulham 004,E05000263,Shepherd's Bush Green,TRUE,106.82,21.39793804,0.08462651,21.48256455,20.03177124,0.079223469,20.11099471
E02000436,Harrow 004,E05000291,Hatch End,TRUE,327.866,200.2527235,0.453265387,200.7059889,61.07761205,0.138247146,61.2158592
E02000268,Ealing 031,E05000174,Ealing Common,TRUE,214.106,95.58117929,0.191033214,95.7722125,44.64199008,0.089223662,44.73121374
E02000294,Enfield 018,E05000203,Jubilee,TRUE,392.833,116.8909221,117.0771345,233.9680566,29.75588153,29.80328396,59.55916549
E02000543,Hounslow 018,E05000359,Hounslow Heath,TRUE,278.178,163.8294854,2.453130197,166.2826156,58.89376063,0.881856292,59.77561692
E02000316,Greenwich 004,E05000230,Woolwich Riverside,TRUE,326.109,60.2363811,74.17604249,134.4124236,18.47124155,22.74578208,41.21702363
E02000487,Havering 024,E05000323,Upminster,TRUE,2253.736,1935.938543,53.87713422,1989.815678,85.89908239,2.39056989,88.28965228
E02000213,Croydon 020,E05011465,Broad Green,TRUE,195.215,35.41671863,0.001548595,35.41826722,18.14241663,0.000793277,18.14320991
E02000395,Hammersmith and Fulham 024,E05000264,Town,TRUE,65.129,7.256583583,0,7.256583583,11.14186243,0,11.14186243
E02000447,Harrow 015,E05000292,Headstone North,TRUE,329.634,209.662445,1.695110529,211.3575556,63.60461755,0.514240196,64.11885775
E02000252,Ealing 015,E05000175,East Acton,TRUE,427.588,114.2246386,1.535749262,115.7603878,26.71371473,0.35916566,27.07288039
E02000301,Enfield 025,E05000204,Lower Edmonton,TRUE,218.248,44.87243206,42.24011416,87.11254622,20.56029474,19.35418155,39.91447629
E02000546,Hounslow 021,E05000359,Hounslow Heath,TRUE,278.178,163.8294854,2.453130197,166.2826156,58.89376063,0.881856292,59.77561692
E02000317,Greenwich 005,E05000230,Woolwich Riverside,TRUE,326.109,60.2363811,74.17604249,134.4124236,18.47124155,22.74578208,41.21702363
E02000514,Hillingdon 021,E05000324,Barnhill,TRUE,211.821,95.43981256,1.432218474,96.87203104,45.05682277,0.676145649,45.73296842
E02000236,Croydon 043,E05011466,Coulsdon Town,TRUE,452.138,254.5980022,0.114524748,254.7125269,56.3097997,0.0253296,56.3351293
E02000392,Hammersmith and Fulham 021,E05000264,Town,TRUE,65.129,7.256583583,0,7.256583583,11.14186243,0,11.14186243
E02000451,Harrow 019,E05000292,Headstone North,TRUE,329.634,209.662445,1.695110529,211.3575556,63.60461755,0.514240196,64.11885775
E02000261,Ealing 024,E05000175,East Acton,TRUE,427.588,114.2246386,1.535749262,115.7603878,26.71371473,0.35916566,27.07288039
E02000299,Enfield 023,E05000204,Lower Edmonton,TRUE,218.248,44.87243206,42.24011416,87.11254622,20.56029474,19.35418155,39.91447629
E02000544,Hounslow 019,E05000360,Hounslow South,TRUE,179.011,53.18680233,4.32470878,57.51151111,29.71147155,2.415889962,32.12736151
E02000351,Hackney 007,E05009367,Brownswood,TRUE,48.248,16.00638128,0,16.00638128,33.17522234,0,33.17522234
E02000520,Hillingdon 027,E05000325,Botwell,TRUE,436.277,184.727167,8.671690632,193.3988577,42.34171571,1.987657069,44.32937277
E02000194,Croydon 001,E05011467,Crystal Palace & Upper Norwood,TRUE,258.256,139.0608589,0.13409028,139.1949492,53.84612901,0.051921458,53.89805047
E02000374,Hammersmith and Fulham 003,E05000265,Wormholt and White City,TRUE,90.164,31.55927442,0.013519259,31.57279368,35.00207891,0.014994076,35.01707298
E02000453,Harrow 021,E05000293,Headstone South,TRUE,146.764,62.16506896,0.037225856,62.20229481,42.35716453,0.025364433,42.38252897
E02000267,Ealing 030,E05000176,Elthorne,TRUE,199.963,83.35774504,4.453992096,87.81173714,41.68658454,2.227408119,43.91399266
E02000302,Enfield 026,E05000205,Palmers Green,TRUE,194.212,68.74053334,2.508446705,71.24898004,35.39458599,1.291602324,36.68618831
E02000542,Hounslow 017,E05000361,Hounslow West,TRUE,162.018,38.179064,0,38.179064,23.56470516,0,23.56470516
E02006921,Hackney 029,E05009368,Cazenove,TRUE,74.154,22.96014367,0.00796695,22.96811062,30.9627851,0.01074379,30.97352889
E02000517,Hillingdon 024,E05000325,Botwell,TRUE,436.277,184.727167,8.671690632,193.3988577,42.34171571,1.987657069,44.32937277
E02000235,Croydon 042,E05011469,Kenley,TRUE,519.683,371.5711382,0.27410568,371.8452439,71.49957536,0.052744785,71.55232015
E02000373,Hammersmith and Fulham 002,E05000265,Wormholt and White City,TRUE,90.164,31.55927442,0.013519259,31.57279368,35.00207891,0.014994076,35.01707298
E02000449,Harrow 017,E05000294,Kenton East,TRUE,127.926,45.24781114,0.227353722,45.47516486,35.37030091,0.177722842,35.54802375
E02000247,Ealing 010,E05000177,Greenford Broadway,TRUE,251.669,111.9892669,4.108641877,116.0979088,44.49863389,1.632557795,46.13119169
E02000288,Enfield 012,E05000206,Ponders End,TRUE,354.296,72.58904863,102.0363689,174.6254176,20.48824955,28.79975188,49.28800143
E02000541,Hounslow 016,E05000361,Hounslow West,TRUE,162.018,38.179064,0,38.179064,23.56470516,0,23.56470516
E02000348,Hackney 004,E05009368,Cazenove,TRUE,74.154,22.96014367,0.00796695,22.96811062,30.9627851,0.01074379,30.97352889
E02000350,Hackney 006,E05009368,Cazenove,TRUE,74.154,22.96014367,0.00796695,22.96811062,30.9627851,0.01074379,30.97352889
E02000356,Hackney 012,E05009369,Clissold,TRUE,101.074,47.38944016,1.471370662,48.86081082,46.88588574,1.455736057,48.3416218
E02000352,Hackney 008,E05009369,Clissold,TRUE,101.074,47.38944016,1.471370662,48.86081082,46.88588574,1.455736057,48.3416218
E02000364,Hackney 020,E05009370,Dalston,TRUE,53.498,14.19930765,0,14.19930765,26.54175418,0,26.54175418
E02000360,Hackney 016,E05009372,Hackney Central,TRUE,77.834,23.99539952,0.008445145,24.00384466,30.82894303,0.0108502,30.83979323
E02000361,Hackney 017,E05009372,Hackney Central,TRUE,77.834,23.99539952,0.008445145,24.00384466,30.82894303,0.0108502,30.83979323
E02000354,Hackney 010,E05009373,Hackney Downs,TRUE,101.849,46.99646561,0,46.99646561,46.14327643,0,46.14327643
E02000362,Hackney 018,E05009374,Hackney Wick,TRUE,163.387,67.44631544,3.783502375,71.22981781,41.28009905,2.315669163,43.59576821
E02000368,Hackney 024,E05009375,Haggerston,TRUE,86.724,27.91245129,2.096399666,30.00885096,32.1853827,2.417323539,34.60270624
E02000363,Hackney 019,E05009376,Homerton,TRUE,80.508,22.97380268,0.00544825,22.97925093,28.53604943,0.00676734,28.54281677
E02000369,Hackney 025,E05009377,Hoxton East & Shoreditch,TRUE,102.355,20.3566916,1.093890431,21.45058203,19.88832163,1.068722028,20.95704365
E02000371,Hackney 027,E05009377,Hoxton East & Shoreditch,TRUE,102.355,20.3566916,1.093890431,21.45058203,19.88832163,1.068722028,20.95704365
E02000370,Hackney 026,E05009378,Hoxton West,TRUE,64.802,15.43114883,1.647901738,17.07905057,23.81276632,2.542979751,26.35574607
E02000357,Hackney 013,E05009379,King's Park,TRUE,191.572,126.5617238,8.522925339,135.0846492,66.06483403,4.448941045,70.51377508
E02000359,Hackney 015,E05009379,King's Park,TRUE,191.572,126.5617238,8.522925339,135.0846492,66.06483403,4.448941045,70.51377508
E02006918,Hackney 028,E05009380,Lea Bridge,TRUE,105.971,44.91039046,1.577324856,46.48771532,42.37988738,1.488449534,43.86833692
E02000355,Hackney 011,E05009380,Lea Bridge,TRUE,105.971,44.91039046,1.577324856,46.48771532,42.37988738,1.488449534,43.86833692
E02000365,Hackney 021,E05009381,London Fields,TRUE,101.739,39.84295579,0.466083498,40.30903929,39.16192983,0.458116846,39.62004668
E02000358,Hackney 014,E05009382,Shacklewell,TRUE,43.221,10.16523722,0,10.16523722,23.51920876,0,23.51920876
E02000345,Hackney 001,E05009383,Springfield,TRUE,121.297,49.21347411,2.607077562,51.82055167,40.57270511,2.149333918,42.72203902
E02000347,Hackney 003,E05009384,Stamford Hill West,TRUE,66.974,25.4099548,0.01005116,25.42000596,37.94002866,0.015007555,37.95503622
E02000353,Hackney 009,E05009385,Stoke Newington,TRUE,96.182,39.18804132,0,39.18804132,40.74363324,0,40.74363324
E02000366,Hackney 022,E05009386,Victoria,TRUE,76.086,30.57132402,0.272622983,30.843947,40.17995954,0.358308996,40.53826854
E02000367,Hackney 023,E05009386,Victoria,TRUE,76.086,30.57132402,0.272622983,30.843947,40.17995954,0.358308996,40.53826854
E02000346,Hackney 002,E05009387,Woodberry Down,TRUE,88.08,27.57645193,18.21447749,45.79092942,31.30841499,20.67947036,51.98788535
E02000381,Hammersmith and Fulham 010,E05000250,Addison,TRUE,55.481,11.51859159,0,11.51859159,20.76132657,0,20.76132657
E02000378,Hammersmith and Fulham 007,E05000250,Addison,TRUE,55.481,11.51859159,0,11.51859159,20.76132657,0,20.76132657
E02000377,Hammersmith and Fulham 006,E05000251,Askew,TRUE,76.25,18.78552806,0,18.78552806,24.63675811,0,24.63675811
E02000379,Hammersmith and Fulham 008,E05000251,Askew,TRUE,76.25,18.78552806,0,18.78552806,24.63675811,0,24.63675811
E02000383,Hammersmith and Fulham 012,E05000252,Avonmore and Brook Green,TRUE,89.659,23.14421015,0,23.14421015,25.81359389,0,25.81359389
E02000372,Hammersmith and Fulham 001,E05000253,College Park and Old Oak,TRUE,343.654,150.4302204,2.969641881,153.3998623,43.77374347,0.86413715,44.63788062
E02000388,Hammersmith and Fulham 017,E05000254,Fulham Broadway,TRUE,66.797,9.360690119,0,9.360690119,14.01363852,0,14.01363852
E02000387,Hammersmith and Fulham 016,E05000255,Fulham Reach,TRUE,88.198,23.04730189,5.9479414,28.99524329,26.13132031,6.743850654,32.87517096
E02000384,Hammersmith and Fulham 013,E05000256,Hammersmith Broadway,TRUE,110.305,18.66197455,5.233796366,23.89577091,16.91852096,4.744840548,21.66336151
E02000380,Hammersmith and Fulham 009,E05000256,Hammersmith Broadway,TRUE,110.305,18.66197455,5.233796366,23.89577091,16.91852096,4.744840548,21.66336151
E02000393,Hammersmith and Fulham 022,E05000257,Munster,TRUE,62.427,10.42002391,0.002783925,10.42280783,16.69153396,0.004459489,16.69599345
E02000390,Hammersmith and Fulham 019,E05000257,Munster,TRUE,62.427,10.42002391,0.002783925,10.42280783,16.69153396,0.004459489,16.69599345
E02000386,Hammersmith and Fulham 015,E05000258,North End,TRUE,63.517,10.70408349,0,10.70408349,16.85231275,0,16.85231275
E02000385,Hammersmith and Fulham 014,E05000258,North End,TRUE,63.517,10.70408349,0,10.70408349,16.85231275,0,16.85231275
E02000389,Hammersmith and Fulham 018,E05000259,Palace Riverside,TRUE,148.083,52.25847749,34.49514311,86.7536206,35.28999108,23.29446534,58.58445642
E02000391,Hammersmith and Fulham 020,E05000260,Parsons Green and Walham,TRUE,89.587,20.32537402,0.00825575,20.33362977,22.68786098,0.009215344,22.69707632
E02000382,Hammersmith and Fulham 011,E05000261,Ravenscourt Park,TRUE,121.533,42.31750654,6.527387014,48.84489355,34.81976627,5.370876234,40.1906425
E02000396,Hammersmith and Fulham 025,E05000262,Sands End,TRUE,137.806,22.18169015,24.11469506,46.29638521,16.09631667,17.49901678,33.59533345
E02000394,Hammersmith and Fulham 023,E05000262,Sands End,TRUE,137.806,22.18169015,24.11469506,46.29638521,16.09631667,17.49901678,33.59533345
E02000545,Hounslow 020,E05000362,Isleworth,TRUE,203.089,62.39790189,15.47077075,77.86867264,30.7244124,7.617729542,38.34214194
E02000249,Ealing 012,E05000177,Greenford Broadway,TRUE,251.669,111.9892669,4.108641877,116.0979088,44.49863389,1.632557795,46.13119169
E02000290,Enfield 014,E05000206,Ponders End,TRUE,354.296,72.58904863,102.0363689,174.6254176,20.48824955,28.79975188,49.28800143
E02000534,Hounslow 009,E05000363,Osterley and Spring Grove,TRUE,627.784,388.3661493,12.65121652,401.0173658,61.86302125,2.015218055,63.87823931
E02000405,Haringey 009,E05000266,Alexandra,TRUE,261.385,167.75965,4.888348302,172.6479983,64.18105477,1.870171702,66.05122647
E02000233,Croydon 040,E05011469,Kenley,TRUE,519.683,371.5711382,0.27410568,371.8452439,71.49957536,0.052744785,71.55232015
E02006882,Harrow 033,E05000295,Kenton West,TRUE,176.456,73.8712349,0.222965647,74.09420054,41.86382718,0.126357646,41.99018483
E02000410,Haringey 014,E05000266,Alexandra,TRUE,261.385,167.75965,4.888348302,172.6479983,64.18105477,1.870171702,66.05122647
E02000515,Hillingdon 022,E05000326,Brunel,TRUE,327.691,161.4449763,2.512716625,163.9576929,49.2674429,0.766794518,50.03423742
E02000292,Enfield 016,E05000207,Southbury,TRUE,286.704,102.276068,0.024710014,102.300778,35.67305234,0.00861865,35.68167099
E02000243,Ealing 006,E05000178,Greenford Green,TRUE,338.477,123.8035769,4.657982796,128.4615597,36.57665864,1.376159324,37.95281796
E02000400,Haringey 004,E05000267,Bounds Green,TRUE,138.624,50.20474598,0.345024896,50.54977088,36.2164892,0.248892613,36.46538181
E02000501,Hillingdon 008,E05000327,Cavendish,TRUE,201.145,86.23775204,0.706586113,86.94433815,42.87342566,0.351281967,43.22470763
E02000445,Harrow 013,E05000296,Marlborough,TRUE,164.663,49.73043856,0.149026692,49.87946525,30.20134369,0.090504055,30.29184775
E02000223,Croydon 030,E05011470,New Addington North,TRUE,141.477,41.14465805,0.003251935,41.14790999,29.082224,0.002298561,29.08452256
E02000531,Hounslow 006,E05000364,Syon,TRUE,285.378,125.3886609,23.27564602,148.6643069,43.93774603,8.156075807,52.09382184
E02000295,Enfield 019,E05000208,Southgate,TRUE,268.727,133.0917553,0.261157167,133.3529125,49.52675217,0.097183077,49.62393525
E02000248,Ealing 011,E05000179,Hanger Hill,TRUE,327.724,164.8129817,1.542297473,166.3552792,50.29017763,0.470608644,50.76078627
E02000397,Haringey 001,E05000267,Bounds Green,TRUE,138.624,50.20474598,0.345024896,50.54977088,36.2164892,0.248892613,36.46538181
E02000511,Hillingdon 018,E05000328,Charville,TRUE,297.433,177.1629012,1.011175226,178.1740765,59.56396944,0.339967396,59.90393684
E02000452,Harrow 020,E05000296,Marlborough,TRUE,164.663,49.73043856,0.149026692,49.87946525,30.20134369,0.090504055,30.29184775
E02000225,Croydon 032,E05011471,New Addington South,TRUE,248.835,105.7332764,0.031086605,105.764363,42.4913201,0.012492859,42.50381296
E02000539,Hounslow 014,E05000364,Syon,TRUE,285.378,125.3886609,23.27564602,148.6643069,43.93774603,8.156075807,52.09382184
E02000304,Enfield 028,E05000209,Southgate Green,TRUE,261.351,113.375794,2.898323686,116.2741177,43.38066201,1.108977462,44.48963947
E02000257,Ealing 020,E05000179,Hanger Hill,TRUE,327.724,164.8129817,1.542297473,166.3552792,50.29017763,0.470608644,50.76078627
E02000407,Haringey 011,E05000268,Bruce Grove,TRUE,93.658,24.19255068,0.00022883,24.19277951,25.83073595,0.000244325,25.83098028
E02000499,Hillingdon 006,E05000329,Eastcote and East Ruislip,TRUE,406.341,251.4644847,1.726994764,253.1914795,61.88508782,0.425011201,62.31009902
E02000441,Harrow 009,E05000297,Pinner,TRUE,327.742,207.3752631,0.850732882,208.225996,63.27393593,0.259573958,63.53350989
E02000229,Croydon 036,E05011471,New Addington South,TRUE,248.835,105.7332764,0.031086605,105.764363,42.4913201,0.012492859,42.50381296
E02006792,Hounslow 029,E05000365,Turnham Green,TRUE,176.953,55.95138249,0.545724418,56.49710691,31.61934666,0.308400772,31.92774743
E02000308,Enfield 032,E05000209,Southgate Green,TRUE,261.351,113.375794,2.898323686,116.2741177,43.38066201,1.108977462,44.48963947
E02000253,Ealing 016,E05000180,Hobbayne,TRUE,220.937,125.6468119,3.1156364,128.7624483,56.86997286,1.410192227,58.28016508
E02000414,Haringey 018,E05000268,Bruce Grove,TRUE,93.658,24.19255068,0.00022883,24.19277951,25.83073595,0.000244325,25.83098028
E02000500,Hillingdon 007,E05000329,Eastcote and East Ruislip,TRUE,406.341,251.4644847,1.726994764,253.1914795,61.88508782,0.425011201,62.31009902
E02000448,Harrow 016,E05000297,Pinner,TRUE,327.742,207.3752631,0.850732882,208.225996,63.27393593,0.259573958,63.53350989
E02000197,Croydon 004,E05011472,Norbury & Pollards Hill,TRUE,134.046,48.57385247,0.109902148,48.68375462,36.23670417,0.081988383,36.31869255
E02000570,Islington 017,E05000366,Barnsbury,TRUE,83.012,29.46189631,0.213957474,29.67585379,35.49112937,0.257742825,35.74887219
E02000285,Enfield 009,E05000210,Town,TRUE,223.14,83.24282685,2.083923091,85.32674994,37.3052016,0.933908349,38.23910995
E02000259,Ealing 022,E05000180,Hobbayne,TRUE,220.937,125.6468119,3.1156364,128.7624483,56.86997286,1.410192227,58.28016508
E02000430,Haringey 034,E05000269,Crouch End,TRUE,144.04,75.12523969,0.158911878,75.28415157,52.15581761,0.110324825,52.26614244
E02000496,Hillingdon 003,E05000330,Harefield,TRUE,1522.704,1179.966436,180.2679186,1360.234354,77.49151744,11.83867112,89.33018856
E02000454,Harrow 022,E05000298,Pinner South,TRUE,234.561,126.2904645,1.750813157,128.0412777,53.84120314,0.746421254,54.5876244
E02000196,Croydon 003,E05011473,Norbury Park,TRUE,225.926,121.7771672,0.287771985,122.0649391,53.9013514,0.127374444,54.02872584
E02000576,Islington 023,E05000367,Bunhill,TRUE,108.263,22.29282119,0,22.29282119,20.59135733,0,20.59135733
E02000284,Enfield 008,E05000210,Town,TRUE,223.14,83.24282685,2.083923091,85.32674994,37.3052016,0.933908349,38.23910995
E02000254,Ealing 017,E05000181,Lady Margaret,TRUE,154.182,53.37325393,0.132593829,53.50584776,34.61704604,0.085998255,34.7030443
E02000429,Haringey 033,E05000269,Crouch End,TRUE,144.04,75.12523969,0.158911878,75.28415157,52.15581761,0.110324825,52.26614244
E02000524,Hillingdon 031,E05000331,Heathrow Villages,TRUE,2352.117,832.188404,40.59637082,872.7847748,35.38040004,1.725950317,37.10635036
E02000444,Harrow 012,E05000299,Queensbury,TRUE,161.364,64.04507251,0.07980541,64.12487792,39.68981465,0.049456762,39.73927141
E02000195,Croydon 002,E05011473,Norbury Park,TRUE,225.926,121.7771672,0.287771985,122.0649391,53.9013514,0.127374444,54.02872584
E02000575,Islington 022,E05000367,Bunhill,TRUE,108.263,22.29282119,0,22.29282119,20.59135733,0,20.59135733
E02000282,Enfield 006,E05000211,Turkey Street,TRUE,226.15,93.41172863,0.852350095,94.26407872,41.30520832,0.376895908,41.68210423
E02000251,Ealing 014,E05000181,Lady Margaret,TRUE,154.182,53.37325393,0.132593829,53.50584776,34.61704604,0.085998255,34.7030443
E02000413,Haringey 017,E05000270,Fortis Green,TRUE,199.071,105.8807935,0.086698108,105.9674917,53.18745249,0.04355135,53.23100384
E02000525,Hillingdon 032,E05000331,Heathrow Villages,TRUE,2352.117,832.188404,40.59637082,872.7847748,35.38040004,1.725950317,37.10635036
E02006795,Harrow 032,E05000300,Rayners Lane,TRUE,152.974,60.7136443,1.571703425,62.28534772,39.68886497,1.027431737,40.7162967
E02000237,Croydon 044,E05011474,Old Coulsdon,TRUE,693.502,563.6039966,0.190015273,563.7940119,81.26926766,0.027399384,81.29666704
E02000568,Islington 015,E05000368,Caledonian,TRUE,113.611,30.74156996,1.356884751,32.09845471,27.05862105,1.194325154,28.25294621
E02000572,Islington 019,E05000368,Caledonian,TRUE,113.611,30.74156996,1.356884751,32.09845471,27.05862105,1.194325154,28.25294621
E02000567,Islington 014,E05000369,Canonbury,TRUE,80.72,39.09451265,0.495926427,39.59043908,48.43225056,0.614378626,49.04662919
E02000569,Islington 016,E05000369,Canonbury,TRUE,80.72,39.09451265,0.495926427,39.59043908,48.43225056,0.614378626,49.04662919
E02000574,Islington 021,E05000370,Clerkenwell,TRUE,93.263,23.05492264,0.004754625,23.05967727,24.72033137,0.005098083,24.72542945
E02000560,Islington 007,E05000371,Finsbury Park,TRUE,91.626,24.57703714,0.00077248,24.57780962,26.82321299,0.000843079,26.82405607
E02000558,Islington 005,E05000371,Finsbury Park,TRUE,91.626,24.57703714,0.00077248,24.57780962,26.82321299,0.000843079,26.82405607
E02000566,Islington 013,E05000372,Highbury East,TRUE,100.809,50.47495507,0.020193123,50.49514819,50.06988966,0.020031071,50.08992073
E02000562,Islington 009,E05000372,Highbury East,TRUE,100.809,50.47495507,0.020193123,50.49514819,50.06988966,0.020031071,50.08992073
E02000559,Islington 006,E05000373,Highbury West,TRUE,108.254,36.35688813,0.047427565,36.40431569,33.58479883,0.043811374,33.62861021
E02000555,Islington 002,E05000374,Hillrise,TRUE,82.471,34.64872781,0.016463241,34.66519105,42.01322624,0.019962461,42.0331887
E02000564,Islington 011,E05000375,Holloway,TRUE,100.874,37.87086914,0.01055098,37.88142012,37.54274554,0.010459563,37.5532051
E02000557,Islington 004,E05000376,Junction,TRUE,102.75,36.35801721,0.008951395,36.3669686,35.38493159,0.00871182,35.39364341
E02000565,Islington 012,E05000377,Mildmay,TRUE,82.68,39.76194608,0.01429383,39.77623991,48.09137165,0.017288135,48.10865978
E02000563,Islington 010,E05000378,St George's,TRUE,84.582,34.69858126,0,34.69858126,41.02359989,0,41.02359989
E02000561,Islington 008,E05000378,St George's,TRUE,84.582,34.69858126,0,34.69858126,41.02359989,0,41.02359989
E02000573,Islington 020,E05000380,St Peter's,TRUE,81.053,21.81620949,1.720196076,23.53640557,26.91598028,2.122310187,29.03829046
E02000571,Islington 018,E05000380,St Peter's,TRUE,81.053,21.81620949,1.720196076,23.53640557,26.91598028,2.122310187,29.03829046
E02000556,Islington 003,E05000381,Tollington,TRUE,84.866,28.70853213,0,28.70853213,33.82807264,0,33.82807264
E02000554,Islington 001,E05000381,Tollington,TRUE,84.866,28.70853213,0,28.70853213,33.82807264,0,33.82807264
E02000587,Kensington and Chelsea 011,E05009388,Abingdon,TRUE,60.179,14.74561488,0,14.74561488,24.50292441,0,24.50292441
E02000588,Kensington and Chelsea 012,E05009389,Brompton & Hans Town,TRUE,106.809,21.297061,0.030593081,21.32765408,19.93938807,0.028642793,19.96803086
E02000590,Kensington and Chelsea 014,E05009389,Brompton & Hans Town,TRUE,106.809,21.297061,0.030593081,21.32765408,19.93938807,0.028642793,19.96803086
E02000584,Kensington and Chelsea 008,E05009390,Campden,TRUE,102.376,41.5993192,0.057085363,41.65640456,40.63385872,0.055760493,40.68961921
E02000597,Kensington and Chelsea 021,E05009391,Chelsea Riverside,TRUE,69.412,12.46595986,15.15528827,27.62124813,17.95937281,21.83381587,39.79318868
E02000580,Kensington and Chelsea 004,E05009392,Colville,TRUE,48.988,12.18646273,0,12.18646273,24.87642429,0,24.87642429
E02000589,Kensington and Chelsea 013,E05009393,Courtfield,TRUE,61.433,14.65034421,0,14.65034421,23.8476783,0,23.8476783
E02000592,Kensington and Chelsea 016,E05009393,Courtfield,TRUE,61.433,14.65034421,0,14.65034421,23.8476783,0,23.8476783
E02000578,Kensington and Chelsea 002,E05009394,Dalgarno,TRUE,88.982,39.54106509,1.74848555,41.28955064,44.43715031,1.964987919,46.40213823
E02000591,Kensington and Chelsea 015,E05009395,Earl's Court,TRUE,48.226,9.485100788,0.004561265,9.489662053,19.66802303,0.009458104,19.67748114
E02000577,Kensington and Chelsea 001,E05009396,Golborne,TRUE,55.852,14.30813134,1.114490735,15.42262208,25.61793909,1.995435678,27.61337477
E02000585,Kensington and Chelsea 009,E05009397,Holland,TRUE,98.278,46.70536216,0.138706523,46.84406868,47.52372063,0.1411369,47.66485753
E02000583,Kensington and Chelsea 007,E05009398,Norland,TRUE,51.967,20.74197388,0,20.74197388,39.91374117,0,39.91374117
E02000581,Kensington and Chelsea 005,E05009399,Notting Dale,TRUE,55.688,14.83665982,0.001664685,14.83832451,26.64247202,0.002989307,26.64546133
E02000582,Kensington and Chelsea 006,E05009400,Pembridge,TRUE,38.656,11.81422082,0.00247647,11.81669729,30.56245039,0.006406431,30.56885682
E02000277,Enfield 001,E05000211,Turkey Street,TRUE,226.15,93.41172863,0.852350095,94.26407872,41.30520832,0.376895908,41.68210423
E02000276,Ealing 039,E05000182,Northfield,TRUE,154.011,59.0897135,0.031012918,59.12072641,38.36720331,0.02013682,38.38734013
E02000419,Haringey 023,E05000271,Harringay,TRUE,156.609,68.11519284,2.646991292,70.76218413,43.49379208,1.690191044,45.18398313
E02000278,Enfield 002,E05000211,Turkey Street,TRUE,226.15,93.41172863,0.852350095,94.26407872,41.30520832,0.376895908,41.68210423
E02000216,Croydon 023,E05011475,Park Hill & Whitgift,TRUE,198.756,121.7055059,0.11645462,121.8219605,61.23362609,0.058591751,61.29221785
E02000507,Hillingdon 014,E05000332,Hillingdon East,TRUE,359.812,224.6005361,1.688405416,226.2889415,62.42163576,0.469246555,62.89088232
E02000460,Harrow 028,E05000301,Roxbourne,TRUE,150.576,59.62855707,0.39466064,60.02321771,39.6003062,0.262100627,39.86240683
E02000272,Ealing 035,E05000182,Northfield,TRUE,154.011,59.0897135,0.031012918,59.12072641,38.36720331,0.02013682,38.38734013
E02000427,Haringey 031,E05000271,Harringay,TRUE,156.609,68.11519284,2.646991292,70.76218413,43.49379208,1.690191044,45.18398313
E02000459,Harrow 027,E05000301,Roxbourne,TRUE,150.576,59.62855707,0.39466064,60.02321771,39.6003062,0.262100627,39.86240683
E02000309,Enfield 033,E05000212,Upper Edmonton,TRUE,264.24,79.16877,4.067418591,83.23618859,29.96093324,1.539289506,31.50022275
E02000462,Harrow 030,E05000302,Roxeth,TRUE,157.492,74.42993522,0.001957185,74.4318924,47.25950221,0.00124272,47.26074493
E02000512,Hillingdon 019,E05000332,Hillingdon East,TRUE,359.812,224.6005361,1.688405416,226.2889415,62.42163576,0.469246555,62.89088232
E02006793,Enfield 037,E05000212,Upper Edmonton,TRUE,264.24,79.16877,4.067418591,83.23618859,29.96093324,1.539289506,31.50022275
E02000431,Haringey 035,E05000272,Highgate,TRUE,249.482,165.7756159,0.230445142,166.006061,66.44792645,0.092369446,66.54029589
