MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS
E02000259,Ealing 022,E09000009,Ealing,E12000007,London,"6276","6275","1",49.1000,"2283",2.7000,3
E02000260,Ealing 023,E09000009,Ealing,E12000007,London,"8710","8532","178",80.2000,"2468",3.5000,4
E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"10766","10752","14",82.5000,"4110",2.6000,7
E02000262,Ealing 025,E09000009,Ealing,E12000007,London,"8925","8755","170",126.2000,"3771",2.3000,2
E02000263,Ealing 026,E09000009,Ealing,E12000007,London,"11637","11575","62",94.2000,"3155",3.7000,5
E02000264,Ealing 027,E09000009,Ealing,E12000007,London,"8103","7979","124",56.4000,"3205",2.5000,2
E02000265,Ealing 028,E09000009,Ealing,E12000007,London,"11119","10981","138",109.7000,"4747",2.3000,3
E02000266,Ealing 029,E09000009,Ealing,E12000007,London,"12331","11638","693",31.9000,"3711",3.1000,6
E02000267,Ealing 030,E09000009,Ealing,E12000007,London,"6926","6913","13",91.9000,"2847",2.4000,4
E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"9358","9125","233",70.6000,"3824",2.4000,1
E02000269,Ealing 032,E09000009,Ealing,E12000007,London,"8078","8003","75",91.3000,"3245",2.5000,3
E02000270,Ealing 033,E09000009,Ealing,E12000007,London,"8043","8040","3",101.0000,"3331",2.4000,5
E02000271,Ealing 034,E09000009,Ealing,E12000007,London,"6763","6757","6",90.5000,"2871",2.4000,2
E02000272,Ealing 035,E09000009,Ealing,E12000007,London,"6748","6703","45",56.3000,"2579",2.6000,2
E02000274,Ealing 037,E09000009,Ealing,E12000007,London,"12733","12724","9",88.7000,"3557",3.6000,3
E02000275,Ealing 038,E09000009,Ealing,E12000007,London,"7102","6923","179",60.6000,"2131",3.2000,5
E02000276,Ealing 039,E09000009,Ealing,E12000007,London,"6722","6459","263",79.9000,"2634",2.5000,2
E02000277,Enfield 001,E09000010,Enfield,E12000007,London,"7081","7038","43",67.6000,"2651",2.7000,1
E02000278,Enfield 002,E09000010,Enfield,E12000007,London,"8837","8771","66",67.2000,"3278",2.7000,2
E02000279,Enfield 003,E09000010,Enfield,E12000007,London,"11292","11289","3",43.3000,"4356",2.6000,4
E02000280,Enfield 004,E09000010,Enfield,E12000007,London,"8515","8464","51",5.5000,"3466",2.4000,7
E02000281,Enfield 005,E09000010,Enfield,E12000007,London,"8835","8705","130",46.6000,"3531",2.5000,5
E02000282,Enfield 006,E09000010,Enfield,E12000007,London,"9115","9112","3",72.2000,"3491",2.6000,8
E02000283,Enfield 007,E09000010,Enfield,E12000007,London,"8424","8408","16",73.9000,"2843",3.0000,1
E02000284,Enfield 008,E09000010,Enfield,E12000007,London,"8200","8152","48",63.9000,"3497",2.3000,5
E02000285,Enfield 009,E09000010,Enfield,E12000007,London,"6597","6568","29",67.0000,"2466",2.7000,1
E02000286,Enfield 010,E09000010,Enfield,E12000007,London,"8158","7940","218",39.8000,"3863",2.1000,0
E02000287,Enfield 011,E09000010,Enfield,E12000007,London,"6823","6494","329",7.7000,"2540",2.6000,3
E02000288,Enfield 012,E09000010,Enfield,E12000007,London,"10490","10462","28",49.6000,"3784",2.8000,9
E02000289,Enfield 013,E09000010,Enfield,E12000007,London,"6569","6569","0",19.3000,"2421",2.7000,3
E02000290,Enfield 014,E09000010,Enfield,E12000007,London,"7242","7242","0",14.8000,"2853",2.5000,3
E02000291,Enfield 015,E09000010,Enfield,E12000007,London,"8924","8809","115",77.1000,"3998",2.2000,1
E02000292,Enfield 016,E09000010,Enfield,E12000007,London,"9518","9495","23",50.7000,"3578",2.7000,2
E02000293,Enfield 017,E09000010,Enfield,E12000007,London,"6307","6274","33",29.2000,"2470",2.5000,1
E02000294,Enfield 018,E09000010,Enfield,E12000007,London,"8879","8700","179",59.2000,"3009",2.9000,4
E02000295,Enfield 019,E09000010,Enfield,E12000007,London,"8374","8287","87",51.7000,"3347",2.5000,6
E02000296,Enfield 020,E09000010,Enfield,E12000007,London,"9535","9406","129",52.9000,"3941",2.4000,1
E02000297,Enfield 021,E09000010,Enfield,E12000007,London,"9298","9235","63",57.4000,"3482",2.7000,2
E02000298,Enfield 022,E09000010,Enfield,E12000007,London,"7976","7909","67",39.9000,"3075",2.6000,3
E02000299,Enfield 023,E09000010,Enfield,E12000007,London,"9312","9262","50",106.2000,"3438",2.7000,5
E02000300,Enfield 024,E09000010,Enfield,E12000007,London,"8157","8102","55",105.0000,"2998",2.7000,3
E02000301,Enfield 025,E09000010,Enfield,E12000007,London,"10070","10070","0",55.2000,"3923",2.6000,1
E02000302,Enfield 026,E09000010,Enfield,E12000007,London,"8326","8276","50",52.7000,"3123",2.7000,3
E02000303,Enfield 027,E09000010,Enfield,E12000007,London,"8390","8372","18",67.5000,"3120",2.7000,5
E02000304,Enfield 028,E09000010,Enfield,E12000007,London,"8089","7997","92",47.0000,"2964",2.7000,2
E02000305,Enfield 029,E09000010,Enfield,E12000007,London,"8633","8473","160",89.8000,"3481",2.4000,2
E02000306,Enfield 030,E09000010,Enfield,E12000007,London,"9149","9149","0",43.8000,"3594",2.5000,3
E02000307,Enfield 031,E09000010,Enfield,E12000007,London,"9873","9873","0",89.3000,"3368",2.9000,3
E02000308,Enfield 032,E09000010,Enfield,E12000007,London,"7736","7661","75",67.4000,"2908",2.6000,4
E02000309,Enfield 033,E09000010,Enfield,E12000007,London,"10489","10412","77",64.4000,"3785",2.8000,2
E02000311,Enfield 035,E09000010,Enfield,E12000007,London,"9872","9861","11",69.7000,"3656",2.7000,6
E02000312,Enfield 036,E09000010,Enfield,E12000007,London,"10473","10404","69",79.9000,"4262",2.4000,2
E02000313,Greenwich 001,E09000011,Greenwich,E12000007,London,"6566","6563","3",89.9000,"2575",2.5000,2
E02000314,Greenwich 002,E09000011,Greenwich,E12000007,London,"13164","12265","899",41.3000,"4382",2.8000,5
E02000315,Greenwich 003,E09000011,Greenwich,E12000007,London,"9080","9039","41",76.1000,"3440",2.6000,5
E02000316,Greenwich 004,E09000011,Greenwich,E12000007,London,"10750","10698","52",57.0000,"4944",2.2000,7
E02000317,Greenwich 005,E09000011,Greenwich,E12000007,London,"8370","8293","77",128.2000,"3200",2.6000,3
E02000318,Greenwich 006,E09000011,Greenwich,E12000007,London,"9842","9842","0",89.1000,"3283",3.0000,4
E02000319,Greenwich 007,E09000011,Greenwich,E12000007,London,"10971","10825","146",118.5000,"3866",2.8000,3
E02000320,Greenwich 008,E09000011,Greenwich,E12000007,London,"6624","6603","21",45.4000,"2524",2.6000,1
E02000321,Greenwich 009,E09000011,Greenwich,E12000007,London,"7200","7147","53",115.7000,"2877",2.5000,2
E02000323,Greenwich 011,E09000011,Greenwich,E12000007,London,"10674","10631","43",140.2000,"4001",2.7000,2
E02000324,Greenwich 012,E09000011,Greenwich,E12000007,London,"7315","7181","134",56.1000,"2807",2.6000,3
E02000326,Greenwich 014,E09000011,Greenwich,E12000007,London,"7070","7063","7",96.8000,"2932",2.4000,4
E02000327,Greenwich 015,E09000011,Greenwich,E12000007,London,"6825","6436","389",36.7000,"2357",2.7000,3
E02000328,Greenwich 016,E09000011,Greenwich,E12000007,London,"6606","6512","94",75.4000,"3070",2.1000,4
E02000329,Greenwich 017,E09000011,Greenwich,E12000007,London,"6180","6169","11",35.1000,"2364",2.6000,4
E02000331,Greenwich 019,E09000011,Greenwich,E12000007,London,"7831","7805","26",78.9000,"3236",2.4000,1
E02000332,Greenwich 020,E09000011,Greenwich,E12000007,London,"7253","7239","14",35.9000,"2958",2.4000,2
E02000333,Greenwich 021,E09000011,Greenwich,E12000007,London,"6269","6152","117",49.7000,"3005",2.0000,4
E02000334,Greenwich 022,E09000011,Greenwich,E12000007,London,"6469","6463","6",46.7000,"2585",2.5000,3
E02000335,Greenwich 023,E09000011,Greenwich,E12000007,London,"6549","6549","0",50.6000,"2637",2.5000,1
E02000337,Greenwich 025,E09000011,Greenwich,E12000007,London,"7906","7906","0",56.5000,"2998",2.6000,4
E02000339,Greenwich 027,E09000011,Greenwich,E12000007,London,"5970","5963","7",47.5000,"2502",2.4000,3
E02000340,Greenwich 028,E09000011,Greenwich,E12000007,London,"6088","6086","2",18.6000,"2799",2.2000,4
E02000341,Greenwich 029,E09000011,Greenwich,E12000007,London,"7683","7683","0",42.9000,"3024",2.5000,5
E02000342,Greenwich 030,E09000011,Greenwich,E12000007,London,"6453","5379","1074",47.4000,"2268",2.4000,2
E02000343,Greenwich 031,E09000011,Greenwich,E12000007,London,"6675","6658","17",53.1000,"2699",2.5000,2
E02000344,Greenwich 032,E09000011,Greenwich,E12000007,London,"6387","6277","110",49.4000,"2476",2.5000,1
E02000345,Hackney 001,E09000012,Hackney,E12000007,London,"8838","8828","10",144.4000,"2693",3.3000,20
E02000346,Hackney 002,E09000012,Hackney,E12000007,London,"6092","6021","71",104.6000,"2563",2.3000,6
E02000347,Hackney 003,E09000012,Hackney,E12000007,London,"7956","7884","72",116.0000,"2727",2.9000,11
E02000348,Hackney 004,E09000012,Hackney,E12000007,London,"8120","8107","13",145.4000,"2804",2.9000,2
E02000350,Hackney 006,E09000012,Hackney,E12000007,London,"9502","9474","28",167.7000,"3605",2.6000,11
E02000351,Hackney 007,E09000012,Hackney,E12000007,London,"8523","8441","82",163.1000,"3826",2.2000,1
E02000352,Hackney 008,E09000012,Hackney,E12000007,London,"6883","6833","50",90.2000,"2810",2.4000,3
E02000353,Hackney 009,E09000012,Hackney,E12000007,London,"7786","7774","12",139.4000,"3192",2.4000,1
E02000354,Hackney 010,E09000012,Hackney,E12000007,London,"9502","9449","53",119.8000,"4056",2.3000,6
E02000355,Hackney 011,E09000012,Hackney,E12000007,London,"8485","8325","160",129.3000,"3240",2.6000,3
E02000356,Hackney 012,E09000012,Hackney,E12000007,London,"7346","7288","58",182.3000,"3144",2.3000,3
E02000357,Hackney 013,E09000012,Hackney,E12000007,London,"6339","6339","0",41.6000,"2507",2.5000,2
E02000358,Hackney 014,E09000012,Hackney,E12000007,London,"11058","11047","11",179.4000,"4775",2.3000,5
E02000359,Hackney 015,E09000012,Hackney,E12000007,London,"6581","6569","12",150.7000,"2416",2.7000,3
E02000360,Hackney 016,E09000012,Hackney,E12000007,London,"11292","11292","0",206.7000,"4747",2.4000,4
E02000361,Hackney 017,E09000012,Hackney,E12000007,London,"7640","7632","8",128.6000,"3467",2.2000,3
E02000362,Hackney 018,E09000012,Hackney,E12000007,London,"6363","6266","97",49.1000,"2634",2.4000,2
E02000363,Hackney 019,E09000012,Hackney,E12000007,London,"10845","10845","0",181.8000,"4402",2.5000,4
E02000364,Hackney 020,E09000012,Hackney,E12000007,London,"8867","8848","19",133.5000,"3899",2.3000,4
E02000365,Hackney 021,E09000012,Hackney,E12000007,London,"12764","12708","56",132.3000,"5740",2.2000,5
E02000366,Hackney 022,E09000012,Hackney,E12000007,London,"8514","8396","118",132.3000,"3690",2.3000,4
E02000367,Hackney 023,E09000012,Hackney,E12000007,London,"9741","9622","119",131.8000,"4163",2.3000,1
E02000368,Hackney 024,E09000012,Hackney,E12000007,London,"9614","9601","13",151.5000,"4028",2.4000,4
E02000369,Hackney 025,E09000012,Hackney,E12000007,London,"11594","11560","34",178.3000,"5100",2.3000,10
E02000370,Hackney 026,E09000012,Hackney,E12000007,London,"8301","8292","9",170.1000,"3768",2.2000,1
E02000371,Hackney 027,E09000012,Hackney,E12000007,London,"12369","11642","727",124.0000,"5672",2.1000,3
E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,E12000007,London,"9175","8831","344",26.7000,"3674",2.4000,6
E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,"6658","6658","0",163.3000,"2433",2.7000,4
E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,E12000007,London,"6731","6712","19",135.5000,"2590",2.6000,3
E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,E12000007,London,"7028","6998","30",93.9000,"3230",2.2000,4
E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,E12000007,London,"6915","6890","25",168.7000,"3152",2.2000,3
E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,E12000007,London,"8169","7933","236",184.2000,"3613",2.2000,1
E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,E12000007,London,"6534","6514","20",222.1000,"3271",2.0000,0
E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,E12000007,London,"7581","7411","170",111.7000,"3190",2.3000,2
E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,E12000007,London,"5863","5811","52",166.4000,"2559",2.3000,3
E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,E12000007,London,"7768","7682","86",140.5000,"3583",2.1000,8
E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,E12000007,London,"6167","6146","21",100.0000,"2823",2.2000,9
E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,E12000007,London,"9432","9300","132",157.1000,"4456",2.1000,4
E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,E12000007,London,"7320","7120","200",93.6000,"3256",2.2000,5
E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham,E12000007,London,"6162","6142","20",154.1000,"3094",2.0000,2
E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,E12000007,London,"8136","8117","19",186.0000,"3585",2.3000,2
E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,E12000007,London,"6272","6240","32",153.8000,"2841",2.2000,2
E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,E12000007,London,"8202","8151","51",154.3000,"3805",2.1000,4
E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,E12000007,London,"8255","8248","7",131.4000,"3452",2.4000,14
E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,E12000007,London,"6448","6442","6",185.4000,"2823",2.3000,2
E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,E12000007,London,"7729","7712","17",116.2000,"3419",2.3000,3
E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,E12000007,London,"9578","9537","41",173.1000,"4122",2.3000,4
E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,E12000007,London,"6031","6025","6",169.4000,"2650",2.3000,3
E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,E12000007,London,"7755","7448","307",117.8000,"3551",2.1000,1
E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham,E12000007,London,"5951","5951","0",61.4000,"2719",2.2000,3
E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,E12000007,London,"6633","6633","0",106.1000,"2699",2.5000,4
E02000397,Haringey 001,E09000014,Haringey,E12000007,London,"7815","7798","17",138.6000,"3376",2.3000,2
E02000398,Haringey 002,E09000014,Haringey,E12000007,London,"7123","6999","124",59.8000,"2713",2.6000,6
E02000400,Haringey 004,E09000014,Haringey,E12000007,London,"7668","7648","20",57.5000,"3061",2.5000,4
E02000401,Haringey 005,E09000014,Haringey,E12000007,London,"6734","6734","0",90.2000,"2351",2.9000,1
E02000402,Haringey 006,E09000014,Haringey,E12000007,London,"6697","6697","0",70.5000,"2469",2.7000,3
E02000403,Haringey 007,E09000014,Haringey,E12000007,London,"7199","7194","5",84.6000,"2915",2.5000,4
E02000404,Haringey 008,E09000014,Haringey,E12000007,London,"7315","7304","11",114.1000,"2640",2.8000,2
E02000405,Haringey 009,E09000014,Haringey,E12000007,London,"6548","6541","7",36.7000,"2550",2.6000,2
E02000406,Haringey 010,E09000014,Haringey,E12000007,London,"7025","7025","0",153.4000,"2665",2.6000,1
E02000407,Haringey 011,E09000014,Haringey,E12000007,London,"7312","7239","73",140.1000,"2905",2.5000,2
E02000408,Haringey 012,E09000014,Haringey,E12000007,London,"7612","7577","35",147.0000,"2689",2.8000,3
E02000409,Haringey 013,E09000014,Haringey,E12000007,London,"6527","6470","57",94.0000,"2505",2.6000,3
E02000410,Haringey 014,E09000014,Haringey,E12000007,London,"6693","6636","57",89.0000,"2839",2.3000,4
E02000411,Haringey 015,E09000014,Haringey,E12000007,London,"7452","7450","2",53.5000,"2695",2.8000,4
E02000412,Haringey 016,E09000014,Haringey,E12000007,London,"6914","6760","154",89.6000,"2873",2.4000,1
E02000413,Haringey 017,E09000014,Haringey,E12000007,London,"7500","7408","92",61.5000,"2945",2.5000,4
E02000414,Haringey 018,E09000014,Haringey,E12000007,London,"7171","7156","15",175.2000,"2562",2.8000,0
E02000415,Haringey 019,E09000014,Haringey,E12000007,London,"6845","6811","34",97.2000,"2697",2.5000,3
E02000416,Haringey 020,E09000014,Haringey,E12000007,London,"7490","7482","8",119.1000,"3463",2.2000,5
E02000417,Haringey 021,E09000014,Haringey,E12000007,London,"6676","6584","92",63.0000,"2852",2.3000,1
E02000418,Haringey 022,E09000014,Haringey,E12000007,London,"5509","5509","0",77.2000,"2235",2.5000,0
E02000419,Haringey 023,E09000014,Haringey,E12000007,London,"8108","8100","8",126.3000,"3323",2.4000,2
E02000420,Haringey 024,E09000014,Haringey,E12000007,London,"7432","7425","7",128.8000,"3050",2.4000,1
E02000421,Haringey 025,E09000014,Haringey,E12000007,London,"7148","6958","190",91.2000,"2875",2.4000,2
E02000422,Haringey 026,E09000014,Haringey,E12000007,London,"7825","7783","42",144.2000,"2926",2.7000,6
E02000423,Haringey 027,E09000014,Haringey,E12000007,London,"6813","6709","104",122.8000,"2516",2.7000,2
E02000424,Haringey 028,E09000014,Haringey,E12000007,London,"7198","7056","142",108.1000,"3088",2.3000,4
E02000425,Haringey 029,E09000014,Haringey,E12000007,London,"7256","7251","5",134.1000,"2116",3.4000,3
E02000426,Haringey 030,E09000014,Haringey,E12000007,London,"6731","6650","81",30.2000,"2882",2.3000,4
E02000427,Haringey 031,E09000014,Haringey,E12000007,London,"6854","6828","26",63.8000,"2829",2.4000,1
E02000428,Haringey 032,E09000014,Haringey,E12000007,London,"7022","7014","8",117.7000,"2758",2.5000,2
E02000429,Haringey 033,E09000014,Haringey,E12000007,London,"6852","6803","49",69.9000,"3207",2.1000,2
E02000430,Haringey 034,E09000014,Haringey,E12000007,London,"7417","7408","9",112.6000,"3462",2.1000,4
E02000431,Haringey 035,E09000014,Haringey,E12000007,London,"6685","6531","154",109.6000,"3133",2.1000,3
E02000432,Haringey 036,E09000014,Haringey,E12000007,London,"6454","6421","33",120.4000,"2879",2.2000,2
E02000433,Harrow 001,E09000015,Harrow,E12000007,London,"7686","7558","128",12.2000,"3309",2.3000,4
E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"8588","8525","63",43.8000,"3138",2.7000,3
E02000435,Harrow 003,E09000015,Harrow,E12000007,London,"7426","7322","104",41.1000,"2728",2.7000,1
E02000436,Harrow 004,E09000015,Harrow,E12000007,London,"5782","5721","61",12.2000,"2080",2.8000,1
E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"8377","8298","79",60.0000,"3082",2.7000,1
E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"7910","7821","89",45.2000,"2990",2.6000,4
E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"8206","8206","0",77.2000,"2711",3.0000,3
E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"9569","9518","51",64.0000,"3087",3.1000,2
E02000441,Harrow 009,E09000015,Harrow,E12000007,London,"6714","6680","34",28.7000,"2765",2.4000,1
E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"8706","8706","0",76.4000,"2532",3.4000,3
E02000443,Harrow 011,E09000015,Harrow,E12000007,London,"9470","9431","39",96.8000,"3203",2.9000,4
E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"8499","8418","81",77.7000,"2682",3.1000,1
E02000445,Harrow 013,E09000015,Harrow,E12000007,London,"10250","10211","39",81.9000,"3616",2.8000,3
E02000447,Harrow 015,E09000015,Harrow,E12000007,London,"7058","7052","6",33.2000,"2453",2.9000,2
E02000448,Harrow 016,E09000015,Harrow,E12000007,London,"6641","6606","35",38.6000,"2730",2.4000,2
E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"8137","8131","6",88.6000,"2531",3.2000,4
E02000451,Harrow 019,E09000015,Harrow,E12000007,London,"6550","6531","19",41.0000,"2341",2.8000,3
E02000452,Harrow 020,E09000015,Harrow,E12000007,London,"8218","8125","93",73.1000,"3039",2.7000,5
E02000453,Harrow 021,E09000015,Harrow,E12000007,London,"7620","7606","14",73.7000,"2800",2.7000,1
E02000454,Harrow 022,E09000015,Harrow,E12000007,London,"7082","7079","3",45.2000,"2550",2.8000,6
E02000455,Harrow 023,E09000015,Harrow,E12000007,London,"8135","8050","85",66.1000,"3306",2.4000,5
E02000456,Harrow 024,E09000015,Harrow,E12000007,London,"7059","7028","31",76.3000,"2512",2.8000,1
E02000457,Harrow 025,E09000015,Harrow,E12000007,London,"6314","6309","5",54.4000,"2200",2.9000,3
E02000459,Harrow 027,E09000015,Harrow,E12000007,London,"8235","8227","8",68.6000,"3159",2.6000,3
E02000460,Harrow 028,E09000015,Harrow,E12000007,London,"6518","6488","30",75.3000,"2189",3.0000,2
E02000461,Harrow 029,E09000015,Harrow,E12000007,London,"6947","6066","881",26.1000,"2556",2.4000,5
E02000462,Harrow 030,E09000015,Harrow,E12000007,London,"6632","6624","8",66.4000,"2210",3.0000,2
E02000463,Harrow 031,E09000015,Harrow,E12000007,London,"8429","8422","7",90.7000,"2788",3.0000,3
E02000464,Havering 001,E09000016,Havering,E12000007,London,"6451","6338","113",11.0000,"2597",2.4000,2
E02000465,Havering 002,E09000016,Havering,E12000007,London,"7930","7929","1",28.3000,"3256",2.4000,6
E02000466,Havering 003,E09000016,Havering,E12000007,London,"8287","8188","99",13.2000,"3235",2.5000,4
E02000467,Havering 004,E09000016,Havering,E12000007,London,"9643","9604","39",71.0000,"4087",2.3000,1
E02000468,Havering 005,E09000016,Havering,E12000007,London,"7782","7705","77",19.0000,"3099",2.5000,3
E02000469,Havering 006,E09000016,Havering,E12000007,London,"6443","6332","111",37.6000,"2664",2.4000,5
E02000470,Havering 007,E09000016,Havering,E12000007,London,"7887","7854","33",11.7000,"3487",2.3000,1
E02000471,Havering 008,E09000016,Havering,E12000007,London,"7457","7449","8",34.8000,"2961",2.5000,3
E02000472,Havering 009,E09000016,Havering,E12000007,London,"8989","8954","35",58.5000,"3544",2.5000,4
E02000473,Havering 010,E09000016,Havering,E12000007,London,"9588","9555","33",33.6000,"3841",2.5000,9
E02000474,Havering 011,E09000016,Havering,E12000007,London,"8343","8297","46",37.8000,"3514",2.4000,3
E02000475,Havering 012,E09000016,Havering,E12000007,London,"9196","9107","89",32.8000,"3933",2.3000,3
E02000476,Havering 013,E09000016,Havering,E12000007,London,"8414","8330","84",53.7000,"4023",2.1000,0
E02000477,Havering 014,E09000016,Havering,E12000007,London,"9360","9347","13",53.5000,"3725",2.5000,5
E02000478,Havering 015,E09000016,Havering,E12000007,London,"5885","5811","74",23.6000,"2156",2.7000,1
E02000479,Havering 016,E09000016,Havering,E12000007,London,"8134","8022","112",59.2000,"3529",2.3000,4
E02000480,Havering 017,E09000016,Havering,E12000007,London,"9795","9676","119",29.0000,"3872",2.5000,2
E02000481,Havering 018,E09000016,Havering,E12000007,London,"7793","7672","121",6.4000,"3254",2.4000,2
E02000482,Havering 019,E09000016,Havering,E12000007,London,"6396","6374","22",22.6000,"2546",2.5000,2
E02000483,Havering 020,E09000016,Havering,E12000007,London,"7614","7562","52",47.5000,"3423",2.2000,2
E02000484,Havering 021,E09000016,Havering,E12000007,London,"8199","8187","12",44.3000,"3180",2.6000,3
E02000485,Havering 022,E09000016,Havering,E12000007,London,"7986","7956","30",38.1000,"3375",2.4000,5
E02000486,Havering 023,E09000016,Havering,E12000007,London,"7366","7300","66",57.8000,"3039",2.4000,3
E02000487,Havering 024,E09000016,Havering,E12000007,London,"7843","7748","95",6.1000,"2970",2.6000,5
E02000488,Havering 025,E09000016,Havering,E12000007,London,"7431","7431","0",40.6000,"2967",2.5000,4
E02000489,Havering 026,E09000016,Havering,E12000007,London,"7884","7884","0",30.3000,"3155",2.5000,0
E02000490,Havering 027,E09000016,Havering,E12000007,London,"7828","7828","0",38.2000,"3169",2.5000,6
E02000491,Havering 028,E09000016,Havering,E12000007,London,"8826","8774","52",18.4000,"3603",2.4000,3
E02000492,Havering 029,E09000016,Havering,E12000007,London,"6272","6247","25",4.5000,"2524",2.5000,2
E02000493,Havering 030,E09000016,Havering,E12000007,London,"6210","6210","0",48.2000,"2471",2.5000,2
E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,"7479","7388","91",12.0000,"3115",2.4000,9
E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,"9473","9348","125",34.7000,"4141",2.3000,7
E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,"7399","7181","218",4.9000,"3008",2.4000,3
E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,"8529","8468","61",31.6000,"3440",2.5000,5
E02000498,Hillingdon 005,E09000017,Hillingdon,E12000007,London,"6020","6020","0",19.2000,"2561",2.4000,3
E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,"7765","7765","0",48.3000,"3001",2.6000,2
E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,"7714","7664","50",26.6000,"3093",2.5000,2
E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,"8247","8197","50",57.4000,"3163",2.6000,5
E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,"7613","7512","101",18.3000,"3097",2.4000,4
E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,"8986","8560","426",65.1000,"3235",2.6000,1
E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,"7382","7359","23",24.1000,"2891",2.5000,3
E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,"7541","7455","86",13.7000,"2725",2.7000,5
E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,"7943","7943","0",29.5000,"2756",2.9000,3
E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,"9184","7014","2170",33.4000,"3075",2.3000,4
E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,"9823","7651","2172",48.8000,"3112",2.5000,3
E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,"8634","8554","80",40.5000,"3196",2.7000,7
E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,"9426","9357","69",39.5000,"3211",2.9000,6
E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,"8001","7989","12",56.8000,"2968",2.7000,1
E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,"8980","8967","13",61.0000,"3234",2.8000,3
E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,"10439","10388","51",33.1000,"4303",2.4000,2
E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,"8269","8263","6",50.0000,"2764",3.0000,0
E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,"8626","8570","56",55.8000,"2917",2.9000,4
E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,"8606","8593","13",34.1000,"3099",2.8000,8
E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,"8658","8645","13",47.7000,"2890",3.0000,5
E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,"11251","11068","183",25.8000,"3645",3.0000,11
E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,"9912","9904","8",40.4000,"3397",2.9000,1
