MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS,nums,CC_w_MSOA
E02000233,Croydon 040,E09000008,Croydon,E12000007,London,6135,5977,158,38.7,2391,2.5,490.54,135,3.63362963
E02000234,Croydon 041,E09000008,Croydon,E12000007,London,8023,7980,43,25.8,3161,2.5,776.43,217,3.578018433
E02000235,Croydon 042,E09000008,Croydon,E12000007,London,6968,6900,68,12.9,2694,2.6,474.82,134,3.543432836
E02000236,Croydon 043,E09000008,Croydon,E12000007,London,7659,7631,28,21.4,2838,2.7,594.01,173,3.433583815
E02000237,Croydon 044,E09000008,Croydon,E12000007,London,7475,7455,20,15.1,3090,2.4,517.7,156,3.318589744
E02000238,Ealing 001,E09000009,Ealing,E12000007,London,9500,9381,119,62.4,3179,3,495.31,120,4.127583333
E02000239,Ealing 002,E09000009,Ealing,E12000007,London,9000,9000,0,38.2,2924,3.1,320.18,73,4.386027397
E02000240,Ealing 003,E09000009,Ealing,E12000007,London,10265,10265,0,59.4,3770,2.7,720.69,183,3.938196721
E02000241,Ealing 004,E09000009,Ealing,E12000007,London,6639,6639,0,50.9,2366,2.8,320.23,80,4.002875
E02000242,Ealing 005,E09000009,Ealing,E12000007,London,6763,6763,0,76.1,2151,3.1,240.72,53,4.541886792
E02000243,Ealing 006,E09000009,Ealing,E12000007,London,8509,8467,42,29.9,3068,2.8,633.55,150,4.223666667
E02000244,Ealing 007,E09000009,Ealing,E12000007,London,7172,7172,0,39.9,2658,2.7,406.51,92,4.418586957
E02000245,Ealing 008,E09000009,Ealing,E12000007,London,8156,8144,12,49.3,3210,2.5,630.86,162,3.894197531
E02000246,Ealing 009,E09000009,Ealing,E12000007,London,8748,8748,0,42.5,3071,2.8,614.85,162,3.79537037
E02000247,Ealing 010,E09000009,Ealing,E12000007,London,10308,10090,218,73.7,3755,2.7,582.44,145,4.016827586
E02000249,Ealing 012,E09000009,Ealing,E12000007,London,7721,7678,43,60.4,2739,2.8,290.67,69,4.212608696
E02000250,Ealing 013,E09000009,Ealing,E12000007,London,6487,6367,120,65,2541,2.5,444.94,95,4.683578947
E02000251,Ealing 014,E09000009,Ealing,E12000007,London,7944,7944,0,84,2442,3.3,286.58,70,4.094
E02000252,Ealing 015,E09000009,Ealing,E12000007,London,9706,9647,59,30.4,3717,2.6,1269.68,246,5.161300813
E02000253,Ealing 016,E09000009,Ealing,E12000007,London,9632,9565,67,83.3,3744,2.6,512.93,117,4.384017094
E02000254,Ealing 017,E09000009,Ealing,E12000007,London,8949,8827,122,86,2487,3.5,344.57,85,4.053764706
E02000255,Ealing 018,E09000009,Ealing,E12000007,London,9465,9329,136,61.1,3622,2.6,649.96,142,4.577183099
E02000256,Ealing 019,E09000009,Ealing,E12000007,London,8861,8651,210,80.8,3782,2.3,504.52,107,4.715140187
E02000257,Ealing 020,E09000009,Ealing,E12000007,London,13509,13210,299,61.9,5873,2.2,890.3,182,4.891758242
E02000258,Ealing 021,E09000009,Ealing,E12000007,London,6730,6659,71,65.2,2544,2.6,344.41,67,5.140447761
E02000259,Ealing 022,E09000009,Ealing,E12000007,London,6276,6275,1,49.1,2283,2.7,236.93,54,4.387592593
E02000260,Ealing 023,E09000009,Ealing,E12000007,London,8710,8532,178,80.2,2468,3.5,388.28,94,4.130638298
E02000261,Ealing 024,E09000009,Ealing,E12000007,London,10766,10752,14,82.5,4110,2.6,934.33,174,5.369712644
E02000262,Ealing 025,E09000009,Ealing,E12000007,London,8925,8755,170,126.2,3771,2.3,536.68,103,5.210485437
E02000263,Ealing 026,E09000009,Ealing,E12000007,London,11637,11575,62,94.2,3155,3.7,352.46,89,3.960224719
E02000264,Ealing 027,E09000009,Ealing,E12000007,London,8103,7979,124,56.4,3205,2.5,526.33,104,5.060865385
E02000265,Ealing 028,E09000009,Ealing,E12000007,London,11119,10981,138,109.7,4747,2.3,677.27,148,4.576148649
E02000266,Ealing 029,E09000009,Ealing,E12000007,London,12331,11638,693,31.9,3711,3.1,965.04,234,4.124102564
E02000267,Ealing 030,E09000009,Ealing,E12000007,London,6926,6913,13,91.9,2847,2.4,581.46737,132,4.405055833
E02000268,Ealing 031,E09000009,Ealing,E12000007,London,9358,9125,233,70.6,3824,2.4,722.97,150,4.8198
E02000269,Ealing 032,E09000009,Ealing,E12000007,London,8078,8003,75,91.3,3245,2.5,435.21,93,4.679677419
E02000270,Ealing 033,E09000009,Ealing,E12000007,London,8043,8040,3,101,3331,2.4,550.96,107,5.149158879
E02000271,Ealing 034,E09000009,Ealing,E12000007,London,6763,6757,6,90.5,2871,2.4,508.97,96,5.301770833
E02000272,Ealing 035,E09000009,Ealing,E12000007,London,6748,6703,45,56.3,2579,2.6,336.9696,75,4.492928
E02000274,Ealing 037,E09000009,Ealing,E12000007,London,12733,12724,9,88.7,3557,3.6,495.06,127,3.898110236
E02000275,Ealing 038,E09000009,Ealing,E12000007,London,7102,6923,179,60.6,2131,3.2,441.42,110,4.012909091
E02000276,Ealing 039,E09000009,Ealing,E12000007,London,6722,6459,263,79.9,2634,2.5,304.87,64,4.76359375
E02000277,Enfield 001,E09000010,Enfield,E12000007,London,7081,7038,43,67.6,2651,2.7,363.6,102,3.564705882
E02000278,Enfield 002,E09000010,Enfield,E12000007,London,8837,8771,66,67.2,3278,2.7,502.86,138,3.643913043
E02000279,Enfield 003,E09000010,Enfield,E12000007,London,11292,11289,3,43.3,4356,2.6,836.31,232,3.604784483
E02000280,Enfield 004,E09000010,Enfield,E12000007,London,8515,8464,51,5.5,3466,2.4,617.31,165,3.741272727
E02000281,Enfield 005,E09000010,Enfield,E12000007,London,8835,8705,130,46.6,3531,2.5,623.71,162,3.850061728
E02000282,Enfield 006,E09000010,Enfield,E12000007,London,9115,9112,3,72.2,3491,2.6,661.71,173,3.824913295
E02000283,Enfield 007,E09000010,Enfield,E12000007,London,8424,8408,16,73.9,2843,3,358.39,93,3.853655914
E02000284,Enfield 008,E09000010,Enfield,E12000007,London,8200,8152,48,63.9,3497,2.3,688.3,174,3.955747126
E02000285,Enfield 009,E09000010,Enfield,E12000007,London,6597,6568,29,67,2466,2.7,398.32,101,3.943762376
E02000286,Enfield 010,E09000010,Enfield,E12000007,London,8158,7940,218,39.8,3863,2.1,767.91,195,3.938
E02000287,Enfield 011,E09000010,Enfield,E12000007,London,6823,6494,329,7.7,2540,2.6,550.27,137,4.016569343
E02000288,Enfield 012,E09000010,Enfield,E12000007,London,10490,10462,28,49.6,3784,2.8,757.79,186,4.074139785
E02000289,Enfield 013,E09000010,Enfield,E12000007,London,6569,6569,0,19.3,2421,2.7,594.7,145,4.10137931
E02000290,Enfield 014,E09000010,Enfield,E12000007,London,7242,7242,0,14.8,2853,2.5,651.6,163,3.997546012
E02000291,Enfield 015,E09000010,Enfield,E12000007,London,8924,8809,115,77.1,3998,2.2,505.33,122,4.14204918
E02000292,Enfield 016,E09000010,Enfield,E12000007,London,9518,9495,23,50.7,3578,2.7,504.98,122,4.139180328
E02000293,Enfield 017,E09000010,Enfield,E12000007,London,6307,6274,33,29.2,2470,2.5,570.89,135,4.228814815
E02000294,Enfield 018,E09000010,Enfield,E12000007,London,8879,8700,179,59.2,3009,2.9,416.67,99,4.208787879
E02000295,Enfield 019,E09000010,Enfield,E12000007,London,8374,8287,87,51.7,3347,2.5,626.99,147,4.265238095
E02000296,Enfield 020,E09000010,Enfield,E12000007,London,9535,9406,129,52.9,3941,2.4,1104.42,256,4.314140625
E02000297,Enfield 021,E09000010,Enfield,E12000007,London,9298,9235,63,57.4,3482,2.7,820.64,188,4.365106383
E02000298,Enfield 022,E09000010,Enfield,E12000007,London,7976,7909,67,39.9,3075,2.6,598.72,135,4.434962963
E02000299,Enfield 023,E09000010,Enfield,E12000007,London,9312,9262,50,106.2,3438,2.7,499.94,114,4.385438596
E02000300,Enfield 024,E09000010,Enfield,E12000007,London,8157,8102,55,105,2998,2.7,447.72,101,4.432871287
E02000301,Enfield 025,E09000010,Enfield,E12000007,London,10070,10070,0,55.2,3923,2.6,784.29,178,4.406123596
E02000302,Enfield 026,E09000010,Enfield,E12000007,London,8326,8276,50,52.7,3123,2.7,694.84,152,4.571315789
E02000303,Enfield 027,E09000010,Enfield,E12000007,London,8390,8372,18,67.5,3120,2.7,676.8,147,4.604081633
E02000304,Enfield 028,E09000010,Enfield,E12000007,London,8089,7997,92,47,2964,2.7,613.38,134,4.577462687
E02000305,Enfield 029,E09000010,Enfield,E12000007,London,8633,8473,160,89.8,3481,2.4,404.71,87,4.65183908
E02000306,Enfield 030,E09000010,Enfield,E12000007,London,9149,9149,0,43.8,3594,2.5,921.93,200,4.60965
E02000307,Enfield 031,E09000010,Enfield,E12000007,London,9873,9873,0,89.3,3368,2.9,543.09,117,4.641794872
E02000308,Enfield 032,E09000010,Enfield,E12000007,London,7736,7661,75,67.4,2908,2.6,775.42,164,4.728170732
E02000309,Enfield 033,E09000010,Enfield,E12000007,London,10489,10412,77,64.4,3785,2.8,943.34,201,4.693233831
E02000311,Enfield 035,E09000010,Enfield,E12000007,London,9872,9861,11,69.7,3656,2.7,563.92,118,4.778983051
E02000312,Enfield 036,E09000010,Enfield,E12000007,London,10473,10404,69,79.9,4262,2.4,628.51,131,4.79778626
E02000313,Greenwich 001,E09000011,Greenwich,E12000007,London,6566,6563,3,89.9,2575,2.5,398.82,104,3.834807692
E02000314,Greenwich 002,E09000011,Greenwich,E12000007,London,13164,12265,899,41.3,4382,2.8,1659.99,410,4.048756098
E02000315,Greenwich 003,E09000011,Greenwich,E12000007,London,9080,9039,41,76.1,3440,2.6,950.26,243,3.910534979
E02000316,Greenwich 004,E09000011,Greenwich,E12000007,London,10750,10698,52,57,4944,2.2,1254.97,266,4.717932331
E02000317,Greenwich 005,E09000011,Greenwich,E12000007,London,8370,8293,77,128.2,3200,2.6,455.15,95,4.791052632
E02000318,Greenwich 006,E09000011,Greenwich,E12000007,London,9842,9842,0,89.1,3283,3,569.8,134,4.252238806
E02000319,Greenwich 007,E09000011,Greenwich,E12000007,London,10971,10825,146,118.5,3866,2.8,590.7,136,4.343382353
E02000320,Greenwich 008,E09000011,Greenwich,E12000007,London,6624,6603,21,45.4,2524,2.6,408.01,101,4.03970297
E02000321,Greenwich 009,E09000011,Greenwich,E12000007,London,7200,7147,53,115.7,2877,2.5,457.69,103,4.443592233
E02000323,Greenwich 011,E09000011,Greenwich,E12000007,London,10674,10631,43,140.2,4001,2.7,721.84,157,4.597707006
E02000324,Greenwich 012,E09000011,Greenwich,E12000007,London,7315,7181,134,56.1,2807,2.6,585.64,116,5.04862069
E02000326,Greenwich 014,E09000011,Greenwich,E12000007,London,7070,7063,7,96.8,2932,2.4,557.95,107,5.214485981
E02000327,Greenwich 015,E09000011,Greenwich,E12000007,London,6825,6436,389,36.7,2357,2.7,638.67,136,4.696102941
E02000328,Greenwich 016,E09000011,Greenwich,E12000007,London,6606,6512,94,75.4,3070,2.1,546.83,102,5.361078431
E02000329,Greenwich 017,E09000011,Greenwich,E12000007,London,6180,6169,11,35.1,2364,2.6,424,97,4.371134021
E02000331,Greenwich 019,E09000011,Greenwich,E12000007,London,7831,7805,26,78.9,3236,2.4,764.62,152,5.030394737
E02000332,Greenwich 020,E09000011,Greenwich,E12000007,London,7253,7239,14,35.9,2958,2.4,615.27,132,4.661136364
E02000333,Greenwich 021,E09000011,Greenwich,E12000007,London,6269,6152,117,49.7,3005,2,768.01,146,5.260342466
E02000334,Greenwich 022,E09000011,Greenwich,E12000007,London,6469,6463,6,46.7,2585,2.5,621.61,125,4.97288
E02000335,Greenwich 023,E09000011,Greenwich,E12000007,London,6549,6549,0,50.6,2637,2.5,364.33,77,4.731558442
E02000337,Greenwich 025,E09000011,Greenwich,E12000007,London,7906,7906,0,56.5,2998,2.6,1009.7,206,4.901456311
E02000339,Greenwich 027,E09000011,Greenwich,E12000007,London,5970,5963,7,47.5,2502,2.4,369.13,78,4.732435897
E02000340,Greenwich 028,E09000011,Greenwich,E12000007,London,6088,6086,2,18.6,2799,2.2,907.31,198,4.582373737
E02000341,Greenwich 029,E09000011,Greenwich,E12000007,London,7683,7683,0,42.9,3024,2.5,608.52,125,4.86816
E02000342,Greenwich 030,E09000011,Greenwich,E12000007,London,6453,5379,1074,47.4,2268,2.4,480.34,111,4.327387387
E02000343,Greenwich 031,E09000011,Greenwich,E12000007,London,6675,6658,17,53.1,2699,2.5,587.78,131,4.486870229
E02000344,Greenwich 032,E09000011,Greenwich,E12000007,London,6387,6277,110,49.4,2476,2.5,427.49,98,4.362142857
E02000345,Hackney 001,E09000012,Hackney,E12000007,London,8838,8828,10,144.4,2693,3.3,431.3,79,5.459493671
E02000346,Hackney 002,E09000012,Hackney,E12000007,London,6092,6021,71,104.6,2563,2.3,297.47,54,5.508703704
E02000347,Hackney 003,E09000012,Hackney,E12000007,London,7956,7884,72,116,2727,2.9,203.89,37,5.510540541
E02000348,Hackney 004,E09000012,Hackney,E12000007,London,8120,8107,13,145.4,2804,2.9,296.87,54,5.497592593
E02000350,Hackney 006,E09000012,Hackney,E12000007,London,9502,9474,28,167.7,3605,2.6,352.41,63,5.593809524
E02000351,Hackney 007,E09000012,Hackney,E12000007,London,8523,8441,82,163.1,3826,2.2,525.83,94,5.59393617
E02000352,Hackney 008,E09000012,Hackney,E12000007,London,6883,6833,50,90.2,2810,2.4,456.74,82,5.57
E02000353,Hackney 009,E09000012,Hackney,E12000007,London,7786,7774,12,139.4,3192,2.4,486.56,87,5.592643678
E02000354,Hackney 010,E09000012,Hackney,E12000007,London,9502,9449,53,119.8,4056,2.3,499.34,89,5.610561798
E02000355,Hackney 011,E09000012,Hackney,E12000007,London,8485,8325,160,129.3,3240,2.6,524.37,93,5.638387097
E02000356,Hackney 012,E09000012,Hackney,E12000007,London,7346,7288,58,182.3,3144,2.3,326.33,57,5.725087719
E02000357,Hackney 013,E09000012,Hackney,E12000007,London,6339,6339,0,41.6,2507,2.5,383.3,70,5.475714286
E02000358,Hackney 014,E09000012,Hackney,E12000007,London,11058,11047,11,179.4,4775,2.3,543.43,94,5.781170213
E02000359,Hackney 015,E09000012,Hackney,E12000007,London,6581,6569,12,150.7,2416,2.7,313.74,56,5.6025
E02000360,Hackney 016,E09000012,Hackney,E12000007,London,11292,11292,0,206.7,4747,2.4,419.39,72,5.824861111
E02000361,Hackney 017,E09000012,Hackney,E12000007,London,7640,7632,8,128.6,3467,2.2,655.38,113,5.799823009
E02000362,Hackney 018,E09000012,Hackney,E12000007,London,6363,6266,97,49.1,2634,2.4,866.23,154,5.62487013
E02000363,Hackney 019,E09000012,Hackney,E12000007,London,10845,10845,0,181.8,4402,2.5,528.84,92,5.74826087
E02000364,Hackney 020,E09000012,Hackney,E12000007,London,8867,8848,19,133.5,3899,2.3,642.9,109,5.898165138
E02000365,Hackney 021,E09000012,Hackney,E12000007,London,12764,12708,56,132.3,5740,2.2,1102.81,186,5.929086022
E02000366,Hackney 022,E09000012,Hackney,E12000007,London,8514,8396,118,132.3,3690,2.3,704.02,121,5.818347107
E02000367,Hackney 023,E09000012,Hackney,E12000007,London,9741,9622,119,131.8,4163,2.3,1082.82,183,5.91704918
E02000368,Hackney 024,E09000012,Hackney,E12000007,London,9614,9601,13,151.5,4028,2.4,723.63,121,5.980413223
E02000369,Hackney 025,E09000012,Hackney,E12000007,London,11594,11560,34,178.3,5100,2.3,630.61,105,6.005809524
E02000370,Hackney 026,E09000012,Hackney,E12000007,London,8301,8292,9,170.1,3768,2.2,482.23,79,6.104177215
E02000371,Hackney 027,E09000012,Hackney,E12000007,London,12369,11642,727,124,5672,2.1,1479.86,239,6.191882845
E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,E12000007,London,9175,8831,344,26.7,3674,2.4,700.67,129,5.431550388
E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,6658,6658,0,163.3,2433,2.7,215.78,39,5.532820513
E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,E12000007,London,6731,6712,19,135.5,2590,2.6,450.89,82,5.498658537
E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,E12000007,London,7028,6998,30,93.9,3230,2.2,341.87938,68,5.027637941
E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,E12000007,London,6915,6890,25,168.7,3152,2.2,333.78,59,5.657288136
E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,E12000007,London,8169,7933,236,184.2,3613,2.2,428.25,77,5.561688312
E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,E12000007,London,6534,6514,20,222.1,3271,2,280.78,49,5.730204082
E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,E12000007,London,7581,7411,170,111.7,3190,2.3,395.06,72,5.486944444
E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,E12000007,London,5863,5811,52,166.4,2559,2.3,411.79,73,5.640958904
E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,E12000007,London,7768,7682,86,140.5,3583,2.1,509.01,89,5.719213483
E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,E12000007,London,6167,6146,21,100,2823,2.2,606.49,110,5.513545455
E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,E12000007,London,9432,9300,132,157.1,4456,2.1,453.48,78,5.813846154
E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,E12000007,London,7320,7120,200,93.6,3256,2.2,758.4,135,5.617777778
E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham,E12000007,London,6162,6142,20,154.1,3094,2,312.11,54,5.779814815
E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,E12000007,London,8136,8117,19,186,3585,2.3,458.47,79,5.803417722
E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,E12000007,London,6272,6240,32,153.8,2841,2.2,420.74,74,5.685675676
E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,E12000007,London,8202,8151,51,154.3,3805,2.1,378.76,65,5.827076923
E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,E12000007,London,8255,8248,7,131.4,3452,2.4,457.68,82,5.581463415
E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,E12000007,London,6448,6442,6,185.4,2823,2.3,321.34,56,5.738214286
E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,E12000007,London,7729,7712,17,116.2,3419,2.3,752.05,128,5.875390625
E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,E12000007,London,9578,9537,41,173.1,4122,2.3,484.51,84,5.76797619
E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,E12000007,London,6031,6025,6,169.4,2650,2.3,277.63,49,5.665918367
E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,E12000007,London,7755,7448,307,117.8,3551,2.1,560.19,96,5.8353125
E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham,E12000007,London,5951,5951,0,61.4,2719,2.2,391.86,69,5.679130435
E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,E12000007,London,6633,6633,0,106.1,2699,2.5,277.92,48,5.79
E02000397,Haringey 001,E09000014,Haringey,E12000007,London,7815,7798,17,138.6,3376,2.3,388.48,79,4.917468354
E02000398,Haringey 002,E09000014,Haringey,E12000007,London,7123,6999,124,59.8,2713,2.6,649.38,135,4.810222222
E02000400,Haringey 004,E09000014,Haringey,E12000007,London,7668,7648,20,57.5,3061,2.5,589.28,120,4.910666667
E02000401,Haringey 005,E09000014,Haringey,E12000007,London,6734,6734,0,90.2,2351,2.9,550.47,112,4.914910714
E02000402,Haringey 006,E09000014,Haringey,E12000007,London,6697,6697,0,70.5,2469,2.7,488.89,99,4.938282828
E02000403,Haringey 007,E09000014,Haringey,E12000007,London,7199,7194,5,84.6,2915,2.5,449.13,90,4.990333333
E02000404,Haringey 008,E09000014,Haringey,E12000007,London,7315,7304,11,114.1,2640,2.8,363.05,73,4.973287671
E02000405,Haringey 009,E09000014,Haringey,E12000007,London,6548,6541,7,36.7,2550,2.6,315.63,63,5.01
E02000406,Haringey 010,E09000014,Haringey,E12000007,London,7025,7025,0,153.4,2665,2.6,293.45,58,5.059482759
E02000407,Haringey 011,E09000014,Haringey,E12000007,London,7312,7239,73,140.1,2905,2.5,383.17,75,5.108933333
E02000408,Haringey 012,E09000014,Haringey,E12000007,London,7612,7577,35,147,2689,2.8,519.06,102,5.088823529
E02000409,Haringey 013,E09000014,Haringey,E12000007,London,6527,6470,57,94,2505,2.6,253.75,50,5.075
E02000410,Haringey 014,E09000014,Haringey,E12000007,London,6693,6636,57,89,2839,2.3,307.39,60,5.123166667
E02000411,Haringey 015,E09000014,Haringey,E12000007,London,7452,7450,2,53.5,2695,2.8,633.27,126,5.025952381
E02000412,Haringey 016,E09000014,Haringey,E12000007,London,6914,6760,154,89.6,2873,2.4,389.5,76,5.125
E02000413,Haringey 017,E09000014,Haringey,E12000007,London,7500,7408,92,61.5,2945,2.5,351.14,69,5.088985507
E02000414,Haringey 018,E09000014,Haringey,E12000007,London,7171,7156,15,175.2,2562,2.8,279.5,54,5.175925926
E02000415,Haringey 019,E09000014,Haringey,E12000007,London,6845,6811,34,97.2,2697,2.5,354.36,68,5.211176471
E02000416,Haringey 020,E09000014,Haringey,E12000007,London,7490,7482,8,119.1,3463,2.2,460.87,88,5.237159091
E02000417,Haringey 021,E09000014,Haringey,E12000007,London,6676,6584,92,63,2852,2.3,448.48,86,5.214883721
E02000418,Haringey 022,E09000014,Haringey,E12000007,London,5509,5509,0,77.2,2235,2.5,398.01,76,5.236973684
E02000419,Haringey 023,E09000014,Haringey,E12000007,London,8108,8100,8,126.3,3323,2.4,316.32,60,5.272
E02000420,Haringey 024,E09000014,Haringey,E12000007,London,7432,7425,7,128.8,3050,2.4,569.85,108,5.276388889
E02000421,Haringey 025,E09000014,Haringey,E12000007,London,7148,6958,190,91.2,2875,2.4,680.11,129,5.272170543
E02000422,Haringey 026,E09000014,Haringey,E12000007,London,7825,7783,42,144.2,2926,2.7,527.19,99,5.325151515
E02000423,Haringey 027,E09000014,Haringey,E12000007,London,6813,6709,104,122.8,2516,2.7,319.83,60,5.3305
E02000424,Haringey 028,E09000014,Haringey,E12000007,London,7198,7056,142,108.1,3088,2.3,333.69,63,5.296666667
E02000425,Haringey 029,E09000014,Haringey,E12000007,London,7256,7251,5,134.1,2116,3.4,366.49,68,5.389558824
E02000426,Haringey 030,E09000014,Haringey,E12000007,London,6731,6650,81,30.2,2882,2.3,553.69,103,5.375631068
E02000427,Haringey 031,E09000014,Haringey,E12000007,London,6854,6828,26,63.8,2829,2.4,291.62,54,5.40037037
E02000428,Haringey 032,E09000014,Haringey,E12000007,London,7022,7014,8,117.7,2758,2.5,459.85,85,5.41
E02000429,Haringey 033,E09000014,Haringey,E12000007,London,6852,6803,49,69.9,3207,2.1,334.49,62,5.395
E02000430,Haringey 034,E09000014,Haringey,E12000007,London,7417,7408,9,112.6,3462,2.1,480.36,89,5.397303371
E02000431,Haringey 035,E09000014,Haringey,E12000007,London,6685,6531,154,109.6,3133,2.1,438.58,80,5.48225
E02000432,Haringey 036,E09000014,Haringey,E12000007,London,6454,6421,33,120.4,2879,2.2,410.83,75,5.477733333
E02000433,Harrow 001,E09000015,Harrow,E12000007,London,7686,7558,128,12.2,3309,2.3,1291.92,331,3.903081571
E02000434,Harrow 002,E09000015,Harrow,E12000007,London,8588,8525,63,43.8,3138,2.7,744.59,179,4.15972067
E02000435,Harrow 003,E09000015,Harrow,E12000007,London,7426,7322,104,41.1,2728,2.7,819.77,211,3.885165877
E02000436,Harrow 004,E09000015,Harrow,E12000007,London,5782,5721,61,12.2,2080,2.8,543.27,150,3.6218
E02000437,Harrow 005,E09000015,Harrow,E12000007,London,8377,8298,79,60,3082,2.7,670.76,175,3.832914286
E02000438,Harrow 006,E09000015,Harrow,E12000007,London,7910,7821,89,45.2,2990,2.6,849.48,233,3.64583691
E02000439,Harrow 007,E09000015,Harrow,E12000007,London,8206,8206,0,77.2,2711,3,428.78,99,4.331111111
E02000440,Harrow 008,E09000015,Harrow,E12000007,London,9569,9518,51,64,3087,3.1,537.1,132,4.068939394
E02000441,Harrow 009,E09000015,Harrow,E12000007,London,6714,6680,34,28.7,2765,2.4,517.94,148,3.499594595
E02000442,Harrow 010,E09000015,Harrow,E12000007,London,8706,8706,0,76.4,2532,3.4,373.96,86,4.348372093
E02000443,Harrow 011,E09000015,Harrow,E12000007,London,9470,9431,39,96.8,3203,2.9,425.9,109,3.90733945
E02000444,Harrow 012,E09000015,Harrow,E12000007,London,8499,8418,81,77.7,2682,3.1,386.23,91,4.244285714
E02000445,Harrow 013,E09000015,Harrow,E12000007,London,10250,10211,39,81.9,3616,2.8,552.86,138,4.006231884
E02000447,Harrow 015,E09000015,Harrow,E12000007,London,7058,7052,6,33.2,2453,2.9,454.88,119,3.822521008
E02000448,Harrow 016,E09000015,Harrow,E12000007,London,6641,6606,35,38.6,2730,2.4,618.53,171,3.617134503
E02000449,Harrow 017,E09000015,Harrow,E12000007,London,8137,8131,6,88.6,2531,3.2,301.18,69,4.364927536
E02000451,Harrow 019,E09000015,Harrow,E12000007,London,6550,6531,19,41,2341,2.8,332.03,88,3.773068182
E02000452,Harrow 020,E09000015,Harrow,E12000007,London,8218,8125,93,73.1,3039,2.7,436.67,109,4.006146789
E02000453,Harrow 021,E09000015,Harrow,E12000007,London,7620,7606,14,73.7,2800,2.7,306.13,79,3.875063291
E02000454,Harrow 022,E09000015,Harrow,E12000007,London,7082,7079,3,45.2,2550,2.8,469.29,128,3.666328125
E02000455,Harrow 023,E09000015,Harrow,E12000007,London,8135,8050,85,66.1,3306,2.4,528.05,129,4.093410853
E02000456,Harrow 024,E09000015,Harrow,E12000007,London,7059,7028,31,76.3,2512,2.8,312.14,79,3.951139241
E02000457,Harrow 025,E09000015,Harrow,E12000007,London,6314,6309,5,54.4,2200,2.9,452.16,118,3.831864407
E02000459,Harrow 027,E09000015,Harrow,E12000007,London,8235,8227,8,68.6,3159,2.6,342.43,85,4.028588235
E02000460,Harrow 028,E09000015,Harrow,E12000007,London,6518,6488,30,75.3,2189,3,310.31,80,3.878875
E02000461,Harrow 029,E09000015,Harrow,E12000007,London,6947,6066,881,26.1,2556,2.4,574.09,137,4.190437956
E02000462,Harrow 030,E09000015,Harrow,E12000007,London,6632,6624,8,66.4,2210,3,283.88,71,3.998309859
E02000463,Harrow 031,E09000015,Harrow,E12000007,London,8429,8422,7,90.7,2788,3,334.81,86,3.893139535
E02000464,Havering 001,E09000016,Havering,E12000007,London,6451,6338,113,11,2597,2.4,539.54,183,2.948306011
E02000465,Havering 002,E09000016,Havering,E12000007,London,7930,7929,1,28.3,3256,2.4,579.98218,203,2.857055074
E02000466,Havering 003,E09000016,Havering,E12000007,London,8287,8188,99,13.2,3235,2.5,488.37,150,3.2558
E02000467,Havering 004,E09000016,Havering,E12000007,London,9643,9604,39,71,4087,2.3,546.43,183,2.985956284
E02000468,Havering 005,E09000016,Havering,E12000007,London,7782,7705,77,19,3099,2.5,600.63,178,3.374325843
E02000469,Havering 006,E09000016,Havering,E12000007,London,6443,6332,111,37.6,2664,2.4,397.33,130,3.056384615
E02000470,Havering 007,E09000016,Havering,E12000007,London,7887,7854,33,11.7,3487,2.3,727.43,245,2.969102041
E02000471,Havering 008,E09000016,Havering,E12000007,London,7457,7449,8,34.8,2961,2.5,542.26,166,3.266626506
