MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS,nums,CC_w_MSOA
E02000701,Merton 013,E09000024,Merton,E12000007,London,8416,8410,6,88,3006,2.8,878.66,176,4.992386364
E02000702,Merton 014,E09000024,Merton,E12000007,London,7638,7626,12,49,2964,2.6,732.85,148,4.951689189
E02000703,Merton 015,E09000024,Merton,E12000007,London,7825,7825,0,53.1,2961,2.6,494.56,104,4.755384615
E02000704,Merton 016,E09000024,Merton,E12000007,London,7742,7633,109,46.3,3409,2.2,574.51,124,4.633145161
E02000705,Merton 017,E09000024,Merton,E12000007,London,8124,8083,41,65.4,2836,2.9,503.18,102,4.933137255
E02000706,Merton 018,E09000024,Merton,E12000007,London,8605,8605,0,95.1,3259,2.6,771.25,158,4.881329114
E02000707,Merton 019,E09000024,Merton,E12000007,London,7486,7482,4,64.6,2683,2.8,560.04,117,4.786666667
E02000708,Merton 020,E09000024,Merton,E12000007,London,8286,8262,24,50.3,3011,2.7,450.52,101,4.460594059
E02000709,Merton 021,E09000024,Merton,E12000007,London,7701,7681,20,44.9,2874,2.7,276.73,61,4.536557377
E02000710,Merton 022,E09000024,Merton,E12000007,London,8329,8062,267,25.8,3208,2.5,906.60318,194,4.673212268
E02000711,Merton 023,E09000024,Merton,E12000007,London,8158,8133,25,61.3,3140,2.6,725.91,156,4.653269231
E02000712,Merton 024,E09000024,Merton,E12000007,London,8709,8681,28,53.4,3328,2.6,701.72,156,4.498205128
E02000713,Merton 025,E09000024,Merton,E12000007,London,7490,7454,36,48.8,2800,2.7,327.59,75,4.367866667
E02000714,Newham 001,E09000025,Newham,E12000007,London,8133,8131,2,148,2733,3,483.77,97,4.987319588
E02000715,Newham 002,E09000025,Newham,E12000007,London,7381,7311,70,172.9,2234,3.3,235.19,51,4.611568627
E02000716,Newham 003,E09000025,Newham,E12000007,London,7354,7239,115,47,2320,3.1,343.2,72,4.766666667
E02000717,Newham 004,E09000025,Newham,E12000007,London,8101,8101,0,162.4,2400,3.4,233,49,4.755102041
E02000718,Newham 005,E09000025,Newham,E12000007,London,6844,6840,4,109.5,2210,3.1,438.67,96,4.569479167
E02000719,Newham 006,E09000025,Newham,E12000007,London,8216,8141,75,118.3,2937,2.8,513.78,100,5.1378
E02000720,Newham 007,E09000025,Newham,E12000007,London,7483,7469,14,142.6,2220,3.4,193.27,39,4.955641026
E02000721,Newham 008,E09000025,Newham,E12000007,London,9665,9398,267,163.9,2737,3.4,322.15,64,5.03359375
E02000722,Newham 009,E09000025,Newham,E12000007,London,8226,8085,141,181.9,2943,2.7,370.83,71,5.222957746
E02000723,Newham 010,E09000025,Newham,E12000007,London,10600,10591,9,149.3,2737,3.9,279.72,59,4.741016949
E02000724,Newham 011,E09000025,Newham,E12000007,London,9415,9349,66,189.4,2434,3.8,149.99,31,4.838387097
E02000725,Newham 012,E09000025,Newham,E12000007,London,8876,8773,103,111.9,3671,2.4,714.75,134,5.333955224
E02000726,Newham 013,E09000025,Newham,E12000007,London,8892,8874,18,26.2,3666,2.4,1482.1662,280,5.293450714
E02000727,Newham 014,E09000025,Newham,E12000007,London,8305,8301,4,210.4,2251,3.7,319.47,65,4.914923077
E02000728,Newham 015,E09000025,Newham,E12000007,London,8227,8227,0,125.5,2237,3.7,204.5,44,4.647727273
E02000729,Newham 016,E09000025,Newham,E12000007,London,7080,7062,18,100.5,2207,3.2,358.54,70,5.122
E02000730,Newham 017,E09000025,Newham,E12000007,London,8992,8956,36,178.6,2443,3.7,245.23,49,5.004693878
E02000731,Newham 018,E09000025,Newham,E12000007,London,10073,10073,0,173.4,2825,3.6,351.35,73,4.813013699
E02000732,Newham 019,E09000025,Newham,E12000007,London,7566,7560,6,171.4,2326,3.3,334.08,68,4.912941176
E02000733,Newham 020,E09000025,Newham,E12000007,London,9754,9752,2,131.8,3465,2.8,772.44,147,5.254693878
E02000734,Newham 021,E09000025,Newham,E12000007,London,7642,7640,2,200.9,2672,2.9,421.27,82,5.137439024
E02000735,Newham 022,E09000025,Newham,E12000007,London,7582,7547,35,138.3,2355,3.2,379.42,75,5.058933333
E02000736,Newham 023,E09000025,Newham,E12000007,London,8571,8531,40,68.3,2574,3.3,601.8164,133,4.524935338
E02000737,Newham 024,E09000025,Newham,E12000007,London,9434,9434,0,112.2,3068,3.1,470.32,99,4.750707071
E02000738,Newham 025,E09000025,Newham,E12000007,London,8467,8466,1,184.3,2563,3.3,277.34,56,4.9525
E02000739,Newham 026,E09000025,Newham,E12000007,London,6894,6880,14,152.1,2286,3,464.3,90,5.158888889
E02000740,Newham 027,E09000025,Newham,E12000007,London,6779,6768,11,53.7,2556,2.6,742.71,141,5.267446809
E02000741,Newham 028,E09000025,Newham,E12000007,London,8261,8223,38,109.3,2767,3,427.02,84,5.083571429
E02000742,Newham 029,E09000025,Newham,E12000007,London,8005,7952,53,101.2,2498,3.2,376.91,80,4.711375
E02000743,Newham 030,E09000025,Newham,E12000007,London,7866,7830,36,125.4,2893,2.7,770.91,145,5.31662069
E02000744,Newham 031,E09000025,Newham,E12000007,London,8029,8025,4,134.2,2942,2.7,597.25,114,5.239035088
E02000745,Newham 032,E09000025,Newham,E12000007,London,8141,8135,6,112.5,2782,2.9,965.19,196,4.924438776
E02000746,Newham 033,E09000025,Newham,E12000007,London,7382,6908,474,17.5,2574,2.7,1341.93688,301,4.45826206
E02000747,Newham 034,E09000025,Newham,E12000007,London,10646,10630,16,56.1,4371,2.4,1231.73,234,5.263803419
E02000748,Newham 035,E09000025,Newham,E12000007,London,6240,5954,286,46.9,2230,2.7,1318.57,277,4.760180505
E02000749,Newham 036,E09000025,Newham,E12000007,London,8183,8183,0,57.7,3022,2.7,1251.37,248,5.045846774
E02000750,Newham 037,E09000025,Newham,E12000007,London,10679,10670,9,32.3,4370,2.4,1406.34,295,4.767254237
E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,10422,10265,157,33.9,4277,2.4,1384.24,325,4.2592
E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,6815,6815,0,14,2864,2.4,721.35,202,3.571039604
E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,6138,6088,50,81,2420,2.5,373.78,103,3.628932039
E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,6440,6440,0,52.2,2607,2.5,479.18,114,4.203333333
E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,5218,5211,7,38.8,2151,2.4,595.95,142,4.196830986
E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,12630,12625,5,35.1,4966,2.5,869.57,223,3.89941704
E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,11516,11474,42,77.2,4969,2.3,802.42,177,4.533446328
E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,5953,5953,0,51.9,2159,2.8,344.21,82,4.197682927
E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,12044,12020,24,51.4,4703,2.6,709.47032,162,4.37944642
E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,6957,6915,42,67,2613,2.6,462.96,113,4.09699115
E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,6290,6273,17,78.7,2087,3,327.64,76,4.311052632
E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,6928,6910,18,9,2385,2.9,586.27,146,4.015547945
E02000764,Redbridge 014,E09000026,Redbridge,E12000007,London,11865,11690,175,59.8,5435,2.2,887.46,187,4.745775401
E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,6319,6313,6,86.9,2190,2.9,306.93,72,4.262916667
E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,7616,7475,141,86.8,2620,2.9,447.72,107,4.184299065
E02000768,Redbridge 018,E09000026,Redbridge,E12000007,London,5660,5660,0,33.3,2240,2.5,627.07,134,4.679626866
E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,14257,14146,111,94.1,5160,2.7,793.45,205,3.870487805
E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,7562,7542,20,64.9,2425,3.1,319.16,77,4.144935065
E02000772,Redbridge 022,E09000026,Redbridge,E12000007,London,7946,7783,163,56.6,2565,3,310.57,78,3.981666667
E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,9198,9193,5,96.6,2819,3.3,401.77,94,4.274148936
E02000774,Redbridge 024,E09000026,Redbridge,E12000007,London,7218,7180,38,106.3,2208,3.3,136.53,33,4.137272727
E02000776,Redbridge 026,E09000026,Redbridge,E12000007,London,6372,6338,34,106.1,2031,3.1,200.13,46,4.350652174
E02000777,Redbridge 027,E09000026,Redbridge,E12000007,London,5883,5852,31,16.8,2365,2.5,414.04,87,4.75908046
E02000779,Redbridge 029,E09000026,Redbridge,E12000007,London,7751,7658,93,85.9,2753,2.8,266.16,60,4.436
E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,14666,14643,23,115.4,4443,3.3,696.99,161,4.329130435
E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,13672,13646,26,72.6,4257,3.2,511.77,122,4.194836066
E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,9289,9141,148,133.1,2851,3.2,410.58,93,4.41483871
E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,7255,7196,59,128.1,2250,3.2,379.89,87,4.366551724
E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,E12000007,London,10299,10248,51,38.9,4296,2.4,851.61,172,4.95122093
E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,E12000007,London,9695,9585,110,23.9,4304,2.2,1012.98,209,4.846794258
E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,E12000007,London,10919,10865,54,59.2,4941,2.2,1092.2,214,5.103738318
E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,E12000007,London,10768,10768,0,61.2,4800,2.2,916.17,189,4.847460317
E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,E12000007,London,8692,8676,16,80.1,3666,2.4,741.9,148,5.012837838
E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,E12000007,London,6196,6106,90,33.8,2966,2.1,561.44,118,4.757966102
E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames,E12000007,London,6193,6193,0,77.6,2609,2.4,485.62,109,4.455229358
E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,E12000007,London,6137,5846,291,54.9,2986,2,555.15,119,4.66512605
E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,E12000007,London,6989,6832,157,56.1,3209,2.1,487.35,109,4.471100917
E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,E12000007,London,8122,7990,132,61.2,3144,2.5,493.62,121,4.079504132
E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,E12000007,London,6609,6577,32,45.1,2660,2.5,557.46,130,4.288153846
E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,E12000007,London,6898,6544,354,5.7,2623,2.5,949.1376,214,4.43522243
E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,E12000007,London,10313,10284,29,53.9,3918,2.6,784.15,198,3.960353535
E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,E12000007,London,6979,6894,85,76.4,3273,2.1,554.79,130,4.267615385
E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,E12000007,London,10528,10479,49,42.9,4280,2.4,784.17,194,4.042113402
E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,E12000007,London,6415,5657,758,50,2418,2.3,550.34,133,4.137894737
E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,E12000007,London,5184,5184,0,28.3,2159,2.4,445.63,106,4.204056604
E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,E12000007,London,6608,6599,9,66.9,2880,2.3,345.24,85,4.061647059
E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,E12000007,London,6747,6615,132,46.5,2840,2.3,484.18,123,3.936422764
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,E12000007,London,9387,9346,41,48.1,4086,2.3,1214.99,329,3.692978723
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,E12000007,London,7106,7013,93,19,3148,2.2,533.8,133,4.013533835
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,E12000007,London,10221,9929,292,37.3,4455,2.2,646.84,159,4.068176101
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,E12000007,London,9985,9868,117,14.5,4174,2.4,768.53,207,3.712705314
E02000807,Southwark 001,E09000028,Southwark,E12000007,London,8313,8305,8,116.8,3705,2.2,1126.08,196,5.745306122
E02000808,Southwark 002,E09000028,Southwark,E12000007,London,9102,8312,790,87,4167,2,1369.4,215,6.369302326
E02000809,Southwark 003,E09000028,Southwark,E12000007,London,11711,11536,175,152.9,5936,1.9,993.6,158,6.288607595
E02000810,Southwark 004,E09000028,Southwark,E12000007,London,9144,9131,13,133.2,4137,2.2,997.2,159,6.271698113
E02000812,Southwark 006,E09000028,Southwark,E12000007,London,10290,9697,593,146.6,4385,2.2,832.42,131,6.354351145
E02000813,Southwark 007,E09000028,Southwark,E12000007,London,8591,8561,30,96.1,3746,2.3,1054.06,173,6.09283237
E02000814,Southwark 008,E09000028,Southwark,E12000007,London,8652,8563,89,88,3876,2.2,1231.92,215,5.729860465
E02000815,Southwark 009,E09000028,Southwark,E12000007,London,6497,5774,723,154.4,2516,2.3,327.58,51,6.423137255
E02000816,Southwark 010,E09000028,Southwark,E12000007,London,9043,9030,13,119.1,3959,2.3,1248.13,202,6.178861386
E02000817,Southwark 011,E09000028,Southwark,E12000007,London,6494,6425,69,98.1,2809,2.3,630.88,104,6.066153846
E02000818,Southwark 012,E09000028,Southwark,E12000007,London,7534,7507,27,128.9,3217,2.3,764.81,121,6.320743802
E02000819,Southwark 013,E09000028,Southwark,E12000007,London,8315,8301,14,154.9,3415,2.4,886.99,142,6.246408451
E02000820,Southwark 014,E09000028,Southwark,E12000007,London,8503,8369,134,189,3873,2.2,547.52,87,6.293333333
E02000821,Southwark 015,E09000028,Southwark,E12000007,London,8386,8368,18,116.7,3097,2.7,594.6,95,6.258947368
E02000822,Southwark 016,E09000028,Southwark,E12000007,London,8111,8096,15,169.3,3294,2.5,438.75,70,6.267857143
E02000823,Southwark 017,E09000028,Southwark,E12000007,London,7733,7726,7,120.1,3155,2.4,729.32,117,6.233504274
E02000824,Southwark 018,E09000028,Southwark,E12000007,London,9568,9559,9,98.4,3553,2.7,783.28,128,6.119375
E02000825,Southwark 019,E09000028,Southwark,E12000007,London,9649,9580,69,181,3545,2.7,850.09,139,6.115755396
E02000826,Southwark 020,E09000028,Southwark,E12000007,London,8888,8714,174,161.7,3539,2.5,858.92,139,6.179280576
E02000827,Southwark 021,E09000028,Southwark,E12000007,London,10359,10170,189,152.1,4304,2.4,574.99,92,6.249891304
E02000828,Southwark 022,E09000028,Southwark,E12000007,London,8383,8345,38,131.8,3180,2.6,656.86,108,6.082037037
E02000829,Southwark 023,E09000028,Southwark,E12000007,London,10389,10232,157,131.2,4334,2.4,677.2,113,5.992920354
E02000830,Southwark 024,E09000028,Southwark,E12000007,London,8870,8819,51,106.1,3783,2.3,711.52,118,6.029830508
E02000831,Southwark 025,E09000028,Southwark,E12000007,London,9378,9281,97,116.4,3918,2.4,605.32,103,5.876893204
E02000832,Southwark 026,E09000028,Southwark,E12000007,London,9960,9851,109,117.8,4106,2.4,916.95,157,5.84044586
E02000833,Southwark 027,E09000028,Southwark,E12000007,London,7755,7334,421,93.9,2973,2.5,697.15,118,5.908050847
E02000834,Southwark 028,E09000028,Southwark,E12000007,London,9199,9161,38,75.8,4198,2.2,556.03,96,5.791979167
E02000835,Southwark 029,E09000028,Southwark,E12000007,London,7236,7194,42,49.6,2930,2.5,473.99,84,5.642738095
E02000836,Southwark 030,E09000028,Southwark,E12000007,London,8240,8219,21,109,3362,2.4,478.13,83,5.76060241
E02000837,Southwark 031,E09000028,Southwark,E12000007,London,9085,9020,65,38.2,3300,2.7,741.46,129,5.747751938
E02000838,Southwark 032,E09000028,Southwark,E12000007,London,9180,9120,60,85.8,3862,2.4,361.42,64,5.6471875
E02000839,Southwark 033,E09000028,Southwark,E12000007,London,8036,7869,167,29.1,3381,2.3,1131.09,211,5.360616114
E02000840,Sutton 001,E09000029,Sutton,E12000007,London,8171,8146,25,59.8,3206,2.5,694.69,154,4.510974026
E02000841,Sutton 002,E09000029,Sutton,E12000007,London,8721,8624,97,75.5,3335,2.6,600.85,135,4.450740741
E02000842,Sutton 003,E09000029,Sutton,E12000007,London,7666,7666,0,47.4,2879,2.7,569.74,132,4.316212121
E02000843,Sutton 004,E09000029,Sutton,E12000007,London,7495,7495,0,58.6,3271,2.3,716.47,165,4.342242424
E02000844,Sutton 005,E09000029,Sutton,E12000007,London,7779,7779,0,76.9,3117,2.5,739.12,170,4.347764706
E02000845,Sutton 006,E09000029,Sutton,E12000007,London,8867,8850,17,58.9,3472,2.5,516.99,127,4.070787402
E02000846,Sutton 007,E09000029,Sutton,E12000007,London,7053,6956,97,51.6,2708,2.6,533.27,124,4.300564516
E02000847,Sutton 008,E09000029,Sutton,E12000007,London,8798,8708,90,57.1,3489,2.5,570.39,138,4.13326087
E02000848,Sutton 009,E09000029,Sutton,E12000007,London,7889,7889,0,68.6,2886,2.7,391.21,94,4.161808511
E02000849,Sutton 010,E09000029,Sutton,E12000007,London,7485,7432,53,62.7,3099,2.4,758.14,178,4.259213483
E02000850,Sutton 011,E09000029,Sutton,E12000007,London,10309,10301,8,20.7,4037,2.6,1173.41,272,4.314007353
E02000851,Sutton 012,E09000029,Sutton,E12000007,London,8330,8297,33,73,4098,2,741.8,178,4.16741573
E02000852,Sutton 013,E09000029,Sutton,E12000007,London,7434,7424,10,78.4,3136,2.4,568.13,136,4.177426471
E02000853,Sutton 014,E09000029,Sutton,E12000007,London,7592,7592,0,60.9,3164,2.4,471.56,114,4.136491228
E02000854,Sutton 015,E09000029,Sutton,E12000007,London,7101,7067,34,43.6,2932,2.4,610.76,146,4.183287671
E02000855,Sutton 016,E09000029,Sutton,E12000007,London,7787,7767,20,41.8,3035,2.6,561.41,140,4.010071429
E02000856,Sutton 017,E09000029,Sutton,E12000007,London,8176,8137,39,65.3,3486,2.3,464.15,113,4.107522124
E02000857,Sutton 018,E09000029,Sutton,E12000007,London,7905,7646,259,77.5,4004,1.9,548.83,137,4.006058394
E02000858,Sutton 019,E09000029,Sutton,E12000007,London,7691,7686,5,50.2,3139,2.4,684.16,168,4.072380952
E02000859,Sutton 020,E09000029,Sutton,E12000007,London,8165,7986,179,47.7,3453,2.3,498.97,124,4.023951613
E02000860,Sutton 021,E09000029,Sutton,E12000007,London,7598,7423,175,86.5,3925,1.9,491.58,125,3.93264
E02000861,Sutton 022,E09000029,Sutton,E12000007,London,7497,7479,18,29.3,2789,2.7,653.01,166,3.933795181
E02000863,Sutton 024,E09000029,Sutton,E12000007,London,6367,6283,84,9.7,2319,2.7,661.6,173,3.824277457
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London,8297,8296,1,65.8,3468,2.4,852.91,148,5.762905405
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,7051,6977,74,152.1,2763,2.5,548.96,91,6.032527473
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London,9662,9610,52,85.2,3829,2.5,584.36,99,5.902626263
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,9761,9761,0,120.6,4307,2.3,762.67,132,5.77780303
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,6632,6416,216,184.6,2618,2.5,509.2,84,6.061904762
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London,5705,5679,26,177,2485,2.3,560.43,91,6.158571429
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London,6477,6430,47,164,2560,2.5,494.29,82,6.027926829
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London,8591,8591,0,128.4,3107,2.8,570.44,100,5.7044
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London,7501,7480,21,164.3,3088,2.4,574.54,93,6.177849462
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,8713,7467,1246,172.6,2792,2.7,431.34,72,5.990833333
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,7129,6879,250,207.9,2494,2.8,534.84,88,6.077727273
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,E12000007,London,9440,9379,61,141.4,3437,2.7,520.24,90,5.780444444
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,7037,6900,137,130.7,2750,2.5,608.24,99,6.143838384
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,E12000007,London,9803,9748,55,121.3,3252,3,736.57,125,5.89256
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,E12000007,London,10286,9451,835,161.1,3900,2.4,741.45,119,6.230672269
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,E12000007,London,7634,7417,217,172,2855,2.6,497.78,82,6.070487805
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,E12000007,London,5776,5634,142,155.1,2090,2.7,344.61,56,6.15375
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,E12000007,London,6909,6909,0,98,2379,2.9,653.69,116,5.635258621
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets,E12000007,London,8604,8563,41,149.8,2884,3,807.06,134,6.022835821
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets,E12000007,London,7950,7853,97,168.1,2880,2.7,595.38,104,5.724807692
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,E12000007,London,9086,9021,65,166.6,3707,2.4,832.61505,135,6.167518889
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets,E12000007,London,6895,6873,22,204.1,2509,2.7,432.6,71,6.092957746
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets,E12000007,London,7326,7326,0,149.7,3185,2.3,667.17,113,5.904159292
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets,E12000007,London,8660,8585,75,148.6,3165,2.7,524.01,90,5.822333333
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets,E12000007,London,8215,8210,5,155.9,3306,2.5,695.66,115,6.049217391
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,E12000007,London,6616,6549,67,114.1,2879,2.3,731.66,120,6.097166667
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,E12000007,London,5795,5795,0,103,3093,1.9,503.75,83,6.069277108
E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,E12000007,London,12678,12678,0,83.1,5742,2.2,1334.18,241,5.536016598
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,6783,6783,0,94.4,2912,2.3,413.7,80,5.17125
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets,E12000007,London,10137,10137,0,185,4510,2.2,445.53,86,5.180581395
E02000895,Waltham Forest 001,E09000031,Waltham Forest,E12000007,London,7979,7962,17,36.4,3271,2.4,589.05,144,4.090625
E02000896,Waltham Forest 002,E09000031,Waltham Forest,E12000007,London,8814,8719,95,31.3,3758,2.3,614.13,151,4.067086093
E02000897,Waltham Forest 003,E09000031,Waltham Forest,E12000007,London,8077,7991,86,42.9,3345,2.4,656.42,155,4.234967742
E02000898,Waltham Forest 004,E09000031,Waltham Forest,E12000007,London,7750,7677,73,50.6,3065,2.5,623.62,146,4.271369863
E02000899,Waltham Forest 005,E09000031,Waltham Forest,E12000007,London,7920,7866,54,65.8,3090,2.5,536.47,123,4.361544715
E02000900,Waltham Forest 006,E09000031,Waltham Forest,E12000007,London,8088,8062,26,52.1,2986,2.7,663.3,149,4.451677852
E02000901,Waltham Forest 007,E09000031,Waltham Forest,E12000007,London,9371,9302,69,54.5,3553,2.6,674.07,152,4.434671053
E02000902,Waltham Forest 008,E09000031,Waltham Forest,E12000007,London,8231,8229,2,67.7,3101,2.7,499.14,110,4.537636364
E02000903,Waltham Forest 009,E09000031,Waltham Forest,E12000007,London,9043,9043,0,46,3179,2.8,796.03,170,4.682529412
E02000904,Waltham Forest 010,E09000031,Waltham Forest,E12000007,London,8228,8213,15,56.4,2900,2.8,414.17,89,4.653595506
E02000905,Waltham Forest 011,E09000031,Waltham Forest,E12000007,London,9589,9512,77,91.4,3465,2.7,436.68,92,4.746521739
E02000906,Waltham Forest 012,E09000031,Waltham Forest,E12000007,London,9248,9246,2,149.6,3507,2.6,543.54,111,4.896756757
E02000907,Waltham Forest 013,E09000031,Waltham Forest,E12000007,London,9998,9634,364,111.9,3885,2.5,561.97,117,4.803162393
E02000908,Waltham Forest 014,E09000031,Waltham Forest,E12000007,London,10516,10516,0,44.6,4348,2.4,697.51,142,4.912042254
E02000909,Waltham Forest 015,E09000031,Waltham Forest,E12000007,London,8640,8635,5,62.1,3459,2.5,631.03,130,4.854076923
E02000910,Waltham Forest 016,E09000031,Waltham Forest,E12000007,London,10698,10647,51,135.3,4005,2.7,569.53,115,4.952434783
E02000911,Waltham Forest 017,E09000031,Waltham Forest,E12000007,London,10872,10868,4,122.1,4115,2.6,686.76,138,4.976521739
E02000912,Waltham Forest 018,E09000031,Waltham Forest,E12000007,London,9238,9143,95,37,3151,2.9,694.01,137,5.065766423
E02000913,Waltham Forest 019,E09000031,Waltham Forest,E12000007,London,8706,8660,46,82.4,2968,2.9,421.79,84,5.021309524
E02000914,Waltham Forest 020,E09000031,Waltham Forest,E12000007,London,10594,10499,95,151.4,3689,2.8,633.2,125,5.0656
E02000915,Waltham Forest 021,E09000031,Waltham Forest,E12000007,London,8643,8399,244,57.9,3305,2.5,514.16,104,4.943846154
E02000916,Waltham Forest 022,E09000031,Waltham Forest,E12000007,London,9485,9482,3,42.7,3506,2.7,527.27,101,5.22049505
E02000917,Waltham Forest 023,E09000031,Waltham Forest,E12000007,London,9171,9148,23,135.1,3396,2.7,302.15,59,5.121186441
E02000918,Waltham Forest 024,E09000031,Waltham Forest,E12000007,London,9126,9041,85,109.6,3449,2.6,642.24,129,4.978604651
E02000919,Waltham Forest 025,E09000031,Waltham Forest,E12000007,London,9221,9200,21,164,3225,2.9,430.72,83,5.18939759
E02000920,Waltham Forest 026,E09000031,Waltham Forest,E12000007,London,9479,9471,8,54.3,3434,2.8,781.85,149,5.247315436
E02000921,Waltham Forest 027,E09000031,Waltham Forest,E12000007,London,11001,10979,22,131,3966,2.8,612.37,119,5.145966387
E02000922,Waltham Forest 028,E09000031,Waltham Forest,E12000007,London,10523,10471,52,161.2,3740,2.8,584.16,115,5.079652174
E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,7474,7337,137,69.8,3632,2,533.23,88,6.059431818
E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,11131,11128,3,55,5295,2.1,1270.63,211,6.021943128
E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,7848,7811,37,177.6,3412,2.3,564.87,94,6.009255319
E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,8936,8876,60,141.9,4283,2.1,531.09,90,5.901
E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,6790,6790,0,150.9,3228,2.1,544.18,91,5.98
E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,8458,8448,10,90,3635,2.3,722.05,133,5.428947368
E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,7277,7277,0,180.6,3201,2.3,772.8,133,5.810526316
E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,9676,9649,27,119.4,4382,2.2,697.54,118,5.911355932
