MSOA Code,MSOA Name,house_mean_price,crime_rate,PM_index
E02000697,Merton 009,473713,96,103
E02000698,Merton 010,753708,32,88
E02000699,Merton 011,460988,38,95
E02000700,Merton 012,213503,54,93
E02000701,Merton 013,212451,71,101
E02000702,Merton 014,209152,56,93
E02000703,Merton 015,443579,48,92
E02000704,Merton 016,329717,80,95
E02000705,Merton 017,231813,50,88
E02000706,Merton 018,197147,83,93
E02000707,Merton 019,214387,74,87
E02000708,Merton 020,350548,51,90
E02000709,Merton 021,342909,28,82
E02000710,Merton 022,232045,84,90
E02000711,Merton 023,223089,81,98
E02000712,Merton 024,232651,58,85
E02000713,Merton 025,264012,33,81
E02000714,Newham 001,235782,73,97
E02000715,Newham 002,194398,73,105
E02000716,Newham 003,216536,91,90
E02000717,Newham 004,187000,79,103
E02000718,Newham 005,160138,61,110
E02000719,Newham 006,244481,85,96
E02000720,Newham 007,284321,68,99
E02000721,Newham 008,217413,102,98
E02000722,Newham 009,245152,88,107
E02000723,Newham 010,255111,63,93
E02000724,Newham 011,203389,52,91
E02000725,Newham 012,231667,260,121
E02000726,Newham 013,235219,299,103
E02000727,Newham 014,224795,79,102
E02000728,Newham 015,216707,55,103
E02000729,Newham 016,215226,64,94
E02000730,Newham 017,198079,80,96
E02000731,Newham 018,208694,157,106
E02000732,Newham 019,193325,77,93
E02000733,Newham 020,209621,71,108
E02000734,Newham 021,215130,67,102
E02000735,Newham 022,206409,95,94
E02000736,Newham 023,190161,74,122
E02000737,Newham 024,207218,83,94
E02000738,Newham 025,211669,70,95
E02000739,Newham 026,201400,78,102
E02000740,Newham 027,193797,66,95
E02000741,Newham 028,186647,87,100
E02000742,Newham 029,200631,64,119
E02000743,Newham 030,208587,101,118
E02000744,Newham 031,201268,77,138
E02000745,Newham 032,210826,65,127
E02000746,Newham 033,233000,162,93
E02000747,Newham 034,222728,77,111
E02000748,Newham 035,210256,83,96
E02000749,Newham 036,195022,119,101
E02000750,Newham 037,250518,75,90
E02000751,Redbridge 001,461205,51,81
E02000752,Redbridge 002,207826,83,67
E02000753,Redbridge 003,227559,56,71
E02000754,Redbridge 004,314321,56,80
E02000755,Redbridge 005,258484,71,96
E02000756,Redbridge 006,296809,67,75
E02000757,Redbridge 007,318044,83,106
E02000758,Redbridge 008,290853,47,81
E02000759,Redbridge 009,325649,63,117
E02000760,Redbridge 010,254189,71,81
E02000761,Redbridge 011,365597,48,87
E02000762,Redbridge 012,312205,49,90
E02000763,Redbridge 013,248313,59,71
E02000764,Redbridge 014,393858,65,97
E02000765,Redbridge 015,285713,71,93
E02000766,Redbridge 016,348189,60,97
E02000767,Redbridge 017,264976,77,88
E02000768,Redbridge 018,497021,67,108
E02000769,Redbridge 019,226782,60,82
E02000770,Redbridge 020,238138,47,87
E02000771,Redbridge 021,324135,95,92
E02000772,Redbridge 022,232500,98,82
E02000773,Redbridge 023,298568,53,93
E02000774,Redbridge 024,253871,70,82
E02000775,Redbridge 025,335621,52,117
E02000776,Redbridge 026,248665,67,88
E02000777,Redbridge 027,417833,81,87
E02000778,Redbridge 028,207452,73,85
E02000779,Redbridge 029,246574,142,109
E02000780,Redbridge 030,206930,146,96
E02000781,Redbridge 031,255753,61,84
E02000782,Redbridge 032,200948,103,124
E02000783,Redbridge 033,203973,63,91
E02000784,Richmond upon Thames 001,1132999,62,100
E02000785,Richmond upon Thames 002,718154,63,88
E02000786,Richmond upon Thames 003,699546,69,103
E02000787,Richmond upon Thames 004,514025,62,98
E02000788,Richmond upon Thames 005,645573,48,99
E02000789,Richmond upon Thames 006,712742,62,87
E02000790,Richmond upon Thames 007,691077,46,95
E02000791,Richmond upon Thames 008,984714,164,102
E02000792,Richmond upon Thames 009,737712,38,88
E02000793,Richmond upon Thames 010,337066,50,87
E02000794,Richmond upon Thames 011,476745,57,94
E02000795,Richmond upon Thames 012,857408,52,80
E02000796,Richmond upon Thames 013,319799,56,87
E02000797,Richmond upon Thames 014,455740,90,92
E02000798,Richmond upon Thames 015,386264,55,84
E02000799,Richmond upon Thames 016,555459,38,84
E02000800,Richmond upon Thames 017,360347,54,77
E02000801,Richmond upon Thames 018,522772,37,85
E02000802,Richmond upon Thames 019,497025,44,83
E02000803,Richmond upon Thames 020,383132,56,78
E02000804,Richmond upon Thames 021,540485,60,75
E02000805,Richmond upon Thames 022,491120,51,79
E02000806,Richmond upon Thames 023,451590,47,75
E02000807,Southwark 001,358624,54,104
E02000808,Southwark 002,681418,336,147
E02000809,Southwark 003,568298,151,131
E02000810,Southwark 004,356254,100,122
E02000811,Southwark 005,418871,136,161
E02000812,Southwark 006,375548,100,134
E02000813,Southwark 007,336496,120,115
E02000814,Southwark 008,330512,72,99
E02000815,Southwark 009,395125,185,153
E02000816,Southwark 010,241958,92,119
E02000817,Southwark 011,238679,86,110
E02000818,Southwark 012,296997,121,139
E02000819,Southwark 013,366878,99,137
E02000820,Southwark 014,396020,85,132
E02000821,Southwark 015,204759,123,120
E02000822,Southwark 016,246096,93,119
E02000823,Southwark 017,317182,97,132
E02000824,Southwark 018,216875,97,113
E02000825,Southwark 019,210856,76,113
E02000826,Southwark 020,235310,83,115
E02000827,Southwark 021,298410,123,134
E02000828,Southwark 022,235767,198,127
E02000829,Southwark 023,288031,97,112
E02000830,Southwark 024,407502,91,116
E02000831,Southwark 025,394655,115,110
E02000832,Southwark 026,293333,70,105
E02000833,Southwark 027,337941,61,101
E02000834,Southwark 028,455311,74,105
E02000835,Southwark 029,352595,52,94
E02000836,Southwark 030,491633,62,102
E02000837,Southwark 031,757191,80,104
E02000838,Southwark 032,372638,57,100
E02000839,Southwark 033,412230,73,94
E02000840,Sutton 001,199212,57,83
E02000841,Sutton 002,204938,66,86
E02000842,Sutton 003,257859,63,86
E02000843,Sutton 004,196999,56,80
E02000844,Sutton 005,221025,51,83
E02000845,Sutton 006,321645,43,77
E02000846,Sutton 007,258351,45,83
E02000847,Sutton 008,298432,32,80
E02000848,Sutton 009,272829,52,81
E02000849,Sutton 010,249983,43,85
E02000850,Sutton 011,234311,61,80
E02000851,Sutton 012,185137,211,86
E02000852,Sutton 013,239056,36,80
E02000853,Sutton 014,250383,40,83
E02000854,Sutton 015,304657,60,82
E02000855,Sutton 016,389635,42,80
E02000856,Sutton 017,256598,68,82
E02000857,Sutton 018,218981,41,79
E02000858,Sutton 019,223712,68,78
E02000859,Sutton 020,290888,43,80
E02000860,Sutton 021,190676,37,75
E02000861,Sutton 022,442603,28,74
E02000862,Sutton 023,477355,26,72
E02000863,Sutton 024,415682,39,69
E02000864,Tower Hamlets 001,306717,94,116
E02000865,Tower Hamlets 002,367043,116,125
E02000866,Tower Hamlets 003,417898,160,110
E02000867,Tower Hamlets 004,293868,84,137
E02000868,Tower Hamlets 005,320794,111,123
E02000869,Tower Hamlets 006,434201,155,127
E02000870,Tower Hamlets 007,284266,89,122
E02000871,Tower Hamlets 008,263628,79,142
E02000872,Tower Hamlets 009,390391,188,124
E02000873,Tower Hamlets 010,302615,85,118
E02000874,Tower Hamlets 011,273903,91,123
E02000875,Tower Hamlets 012,271609,84,107
E02000876,Tower Hamlets 013,264730,173,122
E02000877,Tower Hamlets 014,261720,106,111
E02000878,Tower Hamlets 015,482111,257,146
E02000879,Tower Hamlets 016,347056,73,116
E02000880,Tower Hamlets 017,261047,143,122
E02000881,Tower Hamlets 018,266024,79,129
E02000882,Tower Hamlets 019,302124,74,111
E02000883,Tower Hamlets 020,217617,100,134
E02000884,Tower Hamlets 021,359725,116,167
E02000885,Tower Hamlets 022,292314,70,132
E02000886,Tower Hamlets 023,352674,79,140
E02000887,Tower Hamlets 024,250168,79,122
E02000888,Tower Hamlets 025,403080,74,146
E02000889,Tower Hamlets 026,393729,72,140
E02000890,Tower Hamlets 027,548944,91,120
E02000891,Tower Hamlets 028,386139,74,129
E02000892,Tower Hamlets 029,425447,107,108
E02000893,Tower Hamlets 030,312183,49,94
E02000894,Tower Hamlets 031,334720,35,93
E02000895,Waltham Forest 001,289044,69,79
E02000896,Waltham Forest 002,303282,63,73
E02000897,Waltham Forest 003,280342,68,82
E02000898,Waltham Forest 004,269410,57,81
E02000899,Waltham Forest 005,256172,89,86
E02000900,Waltham Forest 006,225028,151,109
E02000901,Waltham Forest 007,303639,64,89
E02000902,Waltham Forest 008,228854,68,102
E02000903,Waltham Forest 009,215571,63,91
E02000904,Waltham Forest 010,251977,74,102
E02000905,Waltham Forest 011,244410,75,93
E02000906,Waltham Forest 012,220812,56,91
E02000907,Waltham Forest 013,254646,73,92
E02000908,Waltham Forest 014,216084,63,89
E02000909,Waltham Forest 015,313484,75,93
E02000910,Waltham Forest 016,268232,87,100
E02000911,Waltham Forest 017,224911,218,93
E02000912,Waltham Forest 018,234223,67,86
E02000913,Waltham Forest 019,274039,107,92
E02000914,Waltham Forest 020,220026,111,103
E02000915,Waltham Forest 021,277546,67,110
E02000916,Waltham Forest 022,207009,88,96
E02000917,Waltham Forest 023,214528,70,100
E02000918,Waltham Forest 024,279661,112,130
E02000919,Waltham Forest 025,237888,61,118
E02000920,Waltham Forest 026,225167,129,106
E02000921,Waltham Forest 027,211028,68,109
E02000922,Waltham Forest 028,219229,69,97
E02000923,Wandsworth 001,758478,100,113
E02000924,Wandsworth 002,464596,86,119
E02000925,Wandsworth 003,521396,80,126
E02000926,Wandsworth 004,487190,83,115
E02000927,Wandsworth 005,468001,72,121
E02000928,Wandsworth 006,708291,75,102
E02000929,Wandsworth 007,289679,72,128
E02000930,Wandsworth 008,516882,141,125
E02000931,Wandsworth 009,696386,50,115
E02000932,Wandsworth 010,496595,161,120
E02000933,Wandsworth 011,675466,61,101
E02000934,Wandsworth 012,520869,138,140
E02000935,Wandsworth 013,696369,72,90
E02000936,Wandsworth 014,531985,49,108
E02000937,Wandsworth 015,926850,57,106
E02000938,Wandsworth 016,491974,58,93
E02000939,Wandsworth 017,1041288,52,102
E02000940,Wandsworth 018,326601,121,111
E02000941,Wandsworth 019,594564,58,113
E02000942,Wandsworth 020,549415,40,104
E02000943,Wandsworth 021,614958,120,107
E02000944,Wandsworth 022,324230,44,100
E02000945,Wandsworth 023,354154,80,92
E02000946,Wandsworth 024,420589,75,104
E02000947,Wandsworth 025,501489,49,99
E02000948,Wandsworth 026,451225,54,101
E02000949,Wandsworth 027,661237,74,98
E02000950,Wandsworth 028,444767,30,91
E02000951,Wandsworth 029,528724,83,107
E02000952,Wandsworth 030,546732,68,100
E02000953,Wandsworth 031,431111,52,106
E02000954,Wandsworth 032,439332,57,101
E02000955,Wandsworth 033,350308,66,99
E02000956,Wandsworth 034,281504,100,100
E02000957,Wandsworth 035,302795,112,106
E02000958,Wandsworth 036,391675,51,93
E02000959,Wandsworth 037,268979,56,98
E02000960,Westminster 001,1245297,66,123
E02000961,Westminster 002,1159136,65,121
E02000962,Westminster 003,768880,49,144
E02000963,Westminster 004,447771,66,121
E02000964,Westminster 005,345983,64,129
E02000965,Westminster 006,591928,64,117
E02000966,Westminster 007,1015304,73,134
E02000967,Westminster 008,1032486,169,139
E02000968,Westminster 009,424793,88,161
E02000969,Westminster 010,391395,91,191
E02000970,Westminster 011,1503583,516,190
E02000971,Westminster 012,894992,274,203
E02000972,Westminster 013,1169736,1877,189
E02000973,Westminster 014,985474,117,182
E02000974,Westminster 015,896165,163,179
E02000975,Westminster 016,1128554,116,185
E02000976,Westminster 017,1056200,197,136
E02000977,Westminster 018,1724193,1934,188
E02000978,Westminster 019,4595285,216,135
E02000979,Westminster 020,997564,236,166
E02000980,Westminster 021,697307,72,144
E02000981,Westminster 022,815800,84,146
E02000982,Westminster 023,1038693,238,158
E02000983,Westminster 024,693048,52,137
,MSOA average for London,395714.6,85.8,#N/A
,,,,
,,,,
