MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,x,y
E02000718,Newham 005,E09000025,Newham,E12000007,London,6844,6840,4,109.5,2210,3.1,543152.106,185307.933
E02000719,Newham 006,E09000025,Newham,E12000007,London,8216,8141,75,118.3,2937,2.8,539710.410,185294.227
E02000720,Newham 007,E09000025,Newham,E12000007,London,7483,7469,14,142.6,2220,3.4,541064.299,185311.209
E02000721,Newham 008,E09000025,Newham,E12000007,London,9665,9398,267,163.9,2737,3.4,540630.346,184831.994
E02000722,Newham 009,E09000025,Newham,E12000007,London,8226,8085,141,181.9,2943,2.7,539682.215,184714.704
E02000723,Newham 010,E09000025,Newham,E12000007,London,10600,10591,9,149.3,2737,3.9,542367.161,184648.868
E02000724,Newham 011,E09000025,Newham,E12000007,London,9415,9349,66,189.4,2434,3.8,541764.009,184652.175
E02000725,Newham 012,E09000025,Newham,E12000007,London,8876,8773,103,111.9,3671,2.4,538983.017,184530.048
E02000726,Newham 013,E09000025,Newham,E12000007,London,8892,8874,18,26.2,3666,2.4,538232.066,184174.387
E02000727,Newham 014,E09000025,Newham,E12000007,London,8305,8301,4,210.4,2251,3.7,541354.747,184258.087
E02000728,Newham 015,E09000025,Newham,E12000007,London,8227,8227,0,125.5,2237,3.7,543042.105,184341.305
E02000729,Newham 016,E09000025,Newham,E12000007,London,7080,7062,18,100.5,2207,3.2,540129.954,184105.142
E02000730,Newham 017,E09000025,Newham,E12000007,London,8992,8956,36,178.6,2443,3.7,540804.059,184081.937
E02000731,Newham 018,E09000025,Newham,E12000007,London,10073,10073,0,173.4,2825,3.6,542361.073,183721.719
E02000732,Newham 019,E09000025,Newham,E12000007,London,7566,7560,6,171.4,2326,3.3,541739.719,183649.469
E02000733,Newham 020,E09000025,Newham,E12000007,London,9754,9752,2,131.8,3465,2.8,539355.847,183611.638
E02000734,Newham 021,E09000025,Newham,E12000007,London,7642,7640,2,200.9,2672,2.9,540040.708,183548.882
E02000735,Newham 022,E09000025,Newham,E12000007,London,7582,7547,35,138.3,2355,3.2,540946.225,183348.966
E02000736,Newham 023,E09000025,Newham,E12000007,London,8571,8531,40,68.3,2574,3.3,543513.939,183257.917
E02000737,Newham 024,E09000025,Newham,E12000007,London,9434,9434,0,112.2,3068,3.1,542698.225,183071.860
E02000738,Newham 025,E09000025,Newham,E12000007,London,8467,8466,1,184.3,2563,3.3,541820.365,183022.304
E02000739,Newham 026,E09000025,Newham,E12000007,London,6894,6880,14,152.1,2286,3,540539.213,182858.762
E02000740,Newham 027,E09000025,Newham,E12000007,London,6779,6768,11,53.7,2556,2.6,539363.087,182650.815
E02000741,Newham 028,E09000025,Newham,E12000007,London,8261,8223,38,109.3,2767,3,541233.534,182503.046
E02000742,Newham 029,E09000025,Newham,E12000007,London,8005,7952,53,101.2,2498,3.2,542410.669,182379.463
E02000743,Newham 030,E09000025,Newham,E12000007,London,7866,7830,36,125.4,2893,2.7,539960.020,182131.944
E02000744,Newham 031,E09000025,Newham,E12000007,London,8029,8025,4,134.2,2942,2.7,540648.899,181964.445
E02000745,Newham 032,E09000025,Newham,E12000007,London,8141,8135,6,112.5,2782,2.9,541857.958,181770.317
E02000746,Newham 033,E09000025,Newham,E12000007,London,7382,6908,474,17.5,2574,2.7,544107.759,181811.891
E02000747,Newham 034,E09000025,Newham,E12000007,London,10646,10630,16,56.1,4371,2.4,539612.494,181343.790
E02000748,Newham 035,E09000025,Newham,E12000007,London,6240,5954,286,46.9,2230,2.7,542498.291,181153.941
E02000749,Newham 036,E09000025,Newham,E12000007,London,8183,8183,0,57.7,3022,2.7,541047.536,181102.973
E02000750,Newham 037,E09000025,Newham,E12000007,London,10679,10670,9,32.3,4370,2.4,542139.887,180208.214
E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,10422,10265,157,33.9,4277,2.4,540416.393,192643.344
E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,6815,6815,0,14,2864,2.4,547537.618,192329.346
E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,6138,6088,50,81,2420,2.5,545514.466,192235.270
E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,6440,6440,0,52.2,2607,2.5,541504.066,192097.353
E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,5218,5211,7,38.8,2151,2.4,542185.885,191592.844
E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,12630,12625,5,35.1,4966,2.5,544437.668,191118.244
E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,11516,11474,42,77.2,4969,2.3,540141.203,190676.886
E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,5953,5953,0,51.9,2159,2.8,542802.820,190503.051
E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,12044,12020,24,51.4,4703,2.6,541240.158,190326.415
E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,6957,6915,42,67,2613,2.6,543881.274,190213.456
E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,6290,6273,17,78.7,2087,3,543225.907,189089.080
E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,6928,6910,18,9,2385,2.9,546408.544,190182.802
E02000764,Redbridge 014,E09000026,Redbridge,E12000007,London,11865,11690,175,59.8,5435,2.2,540138.186,189084.665
E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,6319,6313,6,86.9,2190,2.9,543644.627,188829.935
E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,7616,7475,141,86.8,2620,2.9,544340.873,188791.349
E02000768,Redbridge 018,E09000026,Redbridge,E12000007,London,5660,5660,0,33.3,2240,2.5,541088.438,188307.709
E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,14257,14146,111,94.1,5160,2.7,547250.723,188403.817
E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,7562,7542,20,64.9,2425,3.1,545387.016,188109.880
E02000772,Redbridge 022,E09000026,Redbridge,E12000007,London,7946,7783,163,56.6,2565,3,546449.043,188125.274
E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,9198,9193,5,96.6,2819,3.3,544402.741,187655.034
E02000774,Redbridge 024,E09000026,Redbridge,E12000007,London,7218,7180,38,106.3,2208,3.3,545631.073,187559.498
E02000776,Redbridge 026,E09000026,Redbridge,E12000007,London,6372,6338,34,106.1,2031,3.1,543971.644,187196.479
E02000777,Redbridge 027,E09000026,Redbridge,E12000007,London,5883,5852,31,16.8,2365,2.5,540939.713,186865.605
E02000779,Redbridge 029,E09000026,Redbridge,E12000007,London,7751,7658,93,85.9,2753,2.8,543171.479,186744.935
E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,14666,14643,23,115.4,4443,3.3,544378.550,186286.250
E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,13672,13646,26,72.6,4257,3.2,545484.592,186007.302
E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,9289,9141,148,133.1,2851,3.2,543686.687,185715.397
E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,7255,7196,59,128.1,2250,3.2,544268.323,185218.024
E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,E12000007,London,10299,10248,51,38.9,4296,2.4,522498.998,177097.405
E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,E12000007,London,9695,9585,110,23.9,4304,2.2,518270.542,176342.292
E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,E12000007,London,10919,10865,54,59.2,4941,2.2,521650.871,175893.903
E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,E12000007,London,10768,10768,0,61.2,4800,2.2,519379.663,175969.309
E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,E12000007,London,8692,8676,16,80.1,3666,2.4,520494.019,175334.249
E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,E12000007,London,6196,6106,90,33.8,2966,2.1,519043.695,174485.810
E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames,E12000007,London,6193,6193,0,77.6,2609,2.4,516713.818,174638.285
E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,E12000007,London,6137,5846,291,54.9,2986,2,518089.699,174526.765
E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,E12000007,London,6989,6832,157,56.1,3209,2.1,517255.820,173959.583
E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,E12000007,London,8122,7990,132,61.2,3144,2.5,514133.376,174056.733
E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,E12000007,London,6609,6577,32,45.1,2660,2.5,515538.639,173919.993
E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,E12000007,London,6898,6544,354,5.7,2623,2.5,519706.697,172838.196
E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,E12000007,London,10313,10284,29,53.9,3918,2.6,513242.774,173404.612
E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,E12000007,London,6979,6894,85,76.4,3273,2.1,515972.637,173286.585
E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,E12000007,London,10528,10479,49,42.9,4280,2.4,514183.083,172436.821
E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,E12000007,London,6415,5657,758,50,2418,2.3,515552.801,172386.569
E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,E12000007,London,5184,5184,0,28.3,2159,2.4,516881.925,172331.091
E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,E12000007,London,6608,6599,9,66.9,2880,2.3,515687.833,171601.374
E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,E12000007,London,6747,6615,132,46.5,2840,2.3,514526.528,171080.724
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,E12000007,London,9387,9346,41,48.1,4086,2.3,513073.989,171127.672
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,E12000007,London,7106,7013,93,19,3148,2.2,515822.376,170124.966
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,E12000007,London,10221,9929,292,37.3,4455,2.2,517238.068,169978.359
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,E12000007,London,9985,9868,117,14.5,4174,2.4,514835.347,169122.009
E02000807,Southwark 001,E09000028,Southwark,E12000007,London,8313,8305,8,116.8,3705,2.2,535953.304,180091.586
E02000808,Southwark 002,E09000028,Southwark,E12000007,London,9102,8312,790,87,4167,2,532166.447,180073.993
E02000809,Southwark 003,E09000028,Southwark,E12000007,London,11711,11536,175,152.9,5936,1.9,533455.151,179816.457
E02000810,Southwark 004,E09000028,Southwark,E12000007,London,9144,9131,13,133.2,4137,2.2,534149.428,179375.149
E02000812,Southwark 006,E09000028,Southwark,E12000007,London,10290,9697,593,146.6,4385,2.2,532997.774,179405.332
E02000813,Southwark 007,E09000028,Southwark,E12000007,London,8591,8561,30,96.1,3746,2.3,535309.439,179331.358
E02000814,Southwark 008,E09000028,Southwark,E12000007,London,8652,8563,89,88,3876,2.2,536247.316,179394.728
E02000815,Southwark 009,E09000028,Southwark,E12000007,London,6497,5774,723,154.4,2516,2.3,532314.516,179190.453
E02000816,Southwark 010,E09000028,Southwark,E12000007,London,9043,9030,13,119.1,3959,2.3,534425.247,178622.873
E02000817,Southwark 011,E09000028,Southwark,E12000007,London,6494,6425,69,98.1,2809,2.3,535059.245,178639.824
E02000818,Southwark 012,E09000028,Southwark,E12000007,London,7534,7507,27,128.9,3217,2.3,532547.224,178582.942
E02000819,Southwark 013,E09000028,Southwark,E12000007,London,8315,8301,14,154.9,3415,2.4,533785.802,178542.455
E02000820,Southwark 014,E09000028,Southwark,E12000007,London,8503,8369,134,189,3873,2.2,531832.713,178237.861
E02000821,Southwark 015,E09000028,Southwark,E12000007,London,8386,8368,18,116.7,3097,2.7,533470.274,178094.322
E02000822,Southwark 016,E09000028,Southwark,E12000007,London,8111,8096,15,169.3,3294,2.5,532818.245,178066.534
E02000823,Southwark 017,E09000028,Southwark,E12000007,London,7733,7726,7,120.1,3155,2.4,532326.122,177680.601
E02000824,Southwark 018,E09000028,Southwark,E12000007,London,9568,9559,9,98.4,3553,2.7,534549.000,177638.738
E02000825,Southwark 019,E09000028,Southwark,E12000007,London,9649,9580,69,181,3545,2.7,533573.590,177226.648
E02000826,Southwark 020,E09000028,Southwark,E12000007,London,8888,8714,174,161.7,3539,2.5,532971.215,177071.092
E02000827,Southwark 021,E09000028,Southwark,E12000007,London,10359,10170,189,152.1,4304,2.4,532270.751,176953.483
E02000828,Southwark 022,E09000028,Southwark,E12000007,London,8383,8345,38,131.8,3180,2.6,534321.850,176843.523
E02000829,Southwark 023,E09000028,Southwark,E12000007,London,10389,10232,157,131.2,4334,2.4,534994.403,176761.034
E02000830,Southwark 024,E09000028,Southwark,E12000007,London,8870,8819,51,106.1,3783,2.3,533207.337,176207.650
E02000831,Southwark 025,E09000028,Southwark,E12000007,London,9378,9281,97,116.4,3918,2.4,534025.638,176108.578
E02000832,Southwark 026,E09000028,Southwark,E12000007,London,9960,9851,109,117.8,4106,2.4,534945.975,175819.410
E02000833,Southwark 027,E09000028,Southwark,E12000007,London,7755,7334,421,93.9,2973,2.5,533033.195,175379.350
E02000834,Southwark 028,E09000028,Southwark,E12000007,London,9199,9161,38,75.8,4198,2.2,534319.919,175069.291
E02000835,Southwark 029,E09000028,Southwark,E12000007,London,7236,7194,42,49.6,2930,2.5,535501.850,174841.249
E02000836,Southwark 030,E09000028,Southwark,E12000007,London,8240,8219,21,109,3362,2.4,533643.197,174621.161
E02000837,Southwark 031,E09000028,Southwark,E12000007,London,9085,9020,65,38.2,3300,2.7,532970.398,173960.162
E02000838,Southwark 032,E09000028,Southwark,E12000007,London,9180,9120,60,85.8,3862,2.4,534404.656,173921.346
E02000839,Southwark 033,E09000028,Southwark,E12000007,London,8036,7869,167,29.1,3381,2.3,533648.633,172352.918
E02000840,Sutton 001,E09000029,Sutton,E12000007,London,8171,8146,25,59.8,3206,2.5,527484.982,166913.738
E02000841,Sutton 002,E09000029,Sutton,E12000007,London,8721,8624,97,75.5,3335,2.6,526331.031,166442.272
E02000842,Sutton 003,E09000029,Sutton,E12000007,London,7666,7666,0,47.4,2879,2.7,524755.405,166084.673
E02000843,Sutton 004,E09000029,Sutton,E12000007,London,7495,7495,0,58.6,3271,2.3,528135.235,165926.202
E02000844,Sutton 005,E09000029,Sutton,E12000007,London,7779,7779,0,76.9,3117,2.5,527361.041,165781.857
E02000845,Sutton 006,E09000029,Sutton,E12000007,London,8867,8850,17,58.9,3472,2.5,522708.355,165983.587
E02000846,Sutton 007,E09000029,Sutton,E12000007,London,7053,6956,97,51.6,2708,2.6,525892.654,165686.097
E02000847,Sutton 008,E09000029,Sutton,E12000007,London,8798,8708,90,57.1,3489,2.5,523223.453,165448.677
E02000848,Sutton 009,E09000029,Sutton,E12000007,London,7889,7889,0,68.6,2886,2.7,524070.360,165018.320
E02000849,Sutton 010,E09000029,Sutton,E12000007,London,7485,7432,53,62.7,3099,2.4,528808.966,164945.510
E02000850,Sutton 011,E09000029,Sutton,E12000007,London,10309,10301,8,20.7,4037,2.6,529698.859,165792.549
E02000851,Sutton 012,E09000029,Sutton,E12000007,London,8330,8297,33,73,4098,2,526018.706,164633.021
E02000852,Sutton 013,E09000029,Sutton,E12000007,London,7434,7424,10,78.4,3136,2.4,526793.216,164718.723
E02000853,Sutton 014,E09000029,Sutton,E12000007,London,7592,7592,0,60.9,3164,2.4,524988.027,164606.058
E02000854,Sutton 015,E09000029,Sutton,E12000007,London,7101,7067,34,43.6,2932,2.4,527658.714,164347.930
E02000855,Sutton 016,E09000029,Sutton,E12000007,London,7787,7767,20,41.8,3035,2.6,524136.261,163698.203
E02000856,Sutton 017,E09000029,Sutton,E12000007,London,8176,8137,39,65.3,3486,2.3,529207.910,163695.326
E02000857,Sutton 018,E09000029,Sutton,E12000007,London,7905,7646,259,77.5,4004,1.9,525550.546,163608.165
E02000858,Sutton 019,E09000029,Sutton,E12000007,London,7691,7686,5,50.2,3139,2.4,530313.325,163571.571
E02000859,Sutton 020,E09000029,Sutton,E12000007,London,8165,7986,179,47.7,3453,2.3,528451.106,163237.023
E02000860,Sutton 021,E09000029,Sutton,E12000007,London,7598,7423,175,86.5,3925,1.9,526177.555,163184.952
E02000861,Sutton 022,E09000029,Sutton,E12000007,London,7497,7479,18,29.3,2789,2.7,526856.867,162706.241
E02000863,Sutton 024,E09000029,Sutton,E12000007,London,6367,6283,84,9.7,2319,2.7,528593.352,161585.868
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London,8297,8296,1,65.8,3468,2.4,536801.369,184035.658
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,7051,6977,74,152.1,2763,2.5,535070.309,183239.345
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London,9662,9610,52,85.2,3829,2.5,536118.707,183271.178
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,9761,9761,0,120.6,4307,2.3,537217.342,183274.190
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,6632,6416,216,184.6,2618,2.5,534533.256,183043.111
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London,5705,5679,26,177,2485,2.3,533883.038,182816.550
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London,6477,6430,47,164,2560,2.5,535460.646,182771.415
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London,8591,8591,0,128.4,3107,2.8,537883.206,182558.795
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London,7501,7480,21,164.3,3088,2.4,534036.250,182398.312
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,8713,7467,1246,172.6,2792,2.7,535925.687,182504.761
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,7129,6879,250,207.9,2494,2.8,535175.417,182440.717
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,E12000007,London,9440,9379,61,141.4,3437,2.7,537319.162,182238.235
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,7037,6900,137,130.7,2750,2.5,534759.836,182194.346
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,E12000007,London,9803,9748,55,121.3,3252,3,536763.980,181980.910
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,E12000007,London,10286,9451,835,161.1,3900,2.4,533894.896,181772.853
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,E12000007,London,7634,7417,217,172,2855,2.6,535525.695,181628.337
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,E12000007,London,5776,5634,142,155.1,2090,2.7,534986.100,181619.156
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,E12000007,London,6909,6909,0,98,2379,2.9,538280.969,181601.949
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets,E12000007,London,8604,8563,41,149.8,2884,3,536109.368,181579.656
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets,E12000007,London,7950,7853,97,168.1,2880,2.7,537948.515,181268.784
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,E12000007,London,9086,9021,65,166.6,3707,2.4,534262.628,181246.619
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets,E12000007,London,6895,6873,22,204.1,2509,2.7,535176.958,181091.050
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets,E12000007,London,7326,7326,0,149.7,3185,2.3,536692.939,181036.264
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets,E12000007,London,8660,8585,75,148.6,3165,2.7,537422.521,181016.599
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets,E12000007,London,8215,8210,5,155.9,3306,2.5,535547.751,180886.921
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,E12000007,London,6616,6549,67,114.1,2879,2.3,534473.954,180589.019
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,E12000007,London,5795,5795,0,103,3093,1.9,534355.487,180403.079
E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,E12000007,London,12678,12678,0,83.1,5742,2.2,538391.895,180308.514
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,6783,6783,0,94.4,2912,2.3,538311.219,178812.765
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets,E12000007,London,10137,10137,0,185,4510,2.2,537583.049,178666.900
E02000895,Waltham Forest 001,E09000031,Waltham Forest,E12000007,London,7979,7962,17,36.4,3271,2.4,537872.712,194780.500
E02000896,Waltham Forest 002,E09000031,Waltham Forest,E12000007,London,8814,8719,95,31.3,3758,2.3,539198.835,194617.089
E02000897,Waltham Forest 003,E09000031,Waltham Forest,E12000007,London,8077,7991,86,42.9,3345,2.4,539312.978,193052.655
E02000898,Waltham Forest 004,E09000031,Waltham Forest,E12000007,London,7750,7677,73,50.6,3065,2.5,538163.223,192947.044
E02000899,Waltham Forest 005,E09000031,Waltham Forest,E12000007,London,7920,7866,54,65.8,3090,2.5,537340.449,192932.021
E02000900,Waltham Forest 006,E09000031,Waltham Forest,E12000007,London,8088,8062,26,52.1,2986,2.7,536826.617,192133.023
E02000901,Waltham Forest 007,E09000031,Waltham Forest,E12000007,London,9371,9302,69,54.5,3553,2.6,538948.987,191749.672
E02000902,Waltham Forest 008,E09000031,Waltham Forest,E12000007,London,8231,8229,2,67.7,3101,2.7,537870.141,191326.333
E02000903,Waltham Forest 009,E09000031,Waltham Forest,E12000007,London,9043,9043,0,46,3179,2.8,536336.096,190955.815
E02000904,Waltham Forest 010,E09000031,Waltham Forest,E12000007,London,8228,8213,15,56.4,2900,2.8,538780.385,190593.351
E02000905,Waltham Forest 011,E09000031,Waltham Forest,E12000007,London,9589,9512,77,91.4,3465,2.7,537364.524,190196.846
E02000906,Waltham Forest 012,E09000031,Waltham Forest,E12000007,London,9248,9246,2,149.6,3507,2.6,536715.464,189820.179
E02000907,Waltham Forest 013,E09000031,Waltham Forest,E12000007,London,9998,9634,364,111.9,3885,2.5,538315.093,189619.372
E02000908,Waltham Forest 014,E09000031,Waltham Forest,E12000007,London,10516,10516,0,44.6,4348,2.4,535582.605,189603.648
E02000909,Waltham Forest 015,E09000031,Waltham Forest,E12000007,London,8640,8635,5,62.1,3459,2.5,538766.136,189298.642
E02000910,Waltham Forest 016,E09000031,Waltham Forest,E12000007,London,10698,10647,51,135.3,4005,2.7,537425.585,188906.326
E02000911,Waltham Forest 017,E09000031,Waltham Forest,E12000007,London,10872,10868,4,122.1,4115,2.6,536625.141,188860.205
E02000912,Waltham Forest 018,E09000031,Waltham Forest,E12000007,London,9238,9143,95,37,3151,2.9,535684.763,188174.577
E02000913,Waltham Forest 019,E09000031,Waltham Forest,E12000007,London,8706,8660,46,82.4,2968,2.9,538611.493,188187.949
E02000914,Waltham Forest 020,E09000031,Waltham Forest,E12000007,London,10594,10499,95,151.4,3689,2.8,537760.902,188009.474
E02000915,Waltham Forest 021,E09000031,Waltham Forest,E12000007,London,8643,8399,244,57.9,3305,2.5,539279.834,188160.452
E02000916,Waltham Forest 022,E09000031,Waltham Forest,E12000007,London,9485,9482,3,42.7,3506,2.7,536276.093,187235.515
E02000917,Waltham Forest 023,E09000031,Waltham Forest,E12000007,London,9171,9148,23,135.1,3396,2.7,538090.934,187167.459
E02000918,Waltham Forest 024,E09000031,Waltham Forest,E12000007,London,9126,9041,85,109.6,3449,2.6,539536.603,187151.990
E02000919,Waltham Forest 025,E09000031,Waltham Forest,E12000007,London,9221,9200,21,164,3225,2.9,538476.830,186696.987
E02000920,Waltham Forest 026,E09000031,Waltham Forest,E12000007,London,9479,9471,8,54.3,3434,2.8,537640.720,186316.573
E02000921,Waltham Forest 027,E09000031,Waltham Forest,E12000007,London,11001,10979,22,131,3966,2.8,538885.503,186164.503
E02000922,Waltham Forest 028,E09000031,Waltham Forest,E12000007,London,10523,10471,52,161.2,3740,2.8,539591.749,186023.285
E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,7474,7337,137,69.8,3632,2,527792.894,177063.127
E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,11131,11128,3,55,5295,2.1,529080.438,177047.496
E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,7848,7811,37,177.6,3412,2.3,527710.758,176525.040
E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,8936,8876,60,141.9,4283,2.1,526833.823,176245.824
E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,6790,6790,0,150.9,3228,2.1,528319.301,175940.347
E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,8458,8448,10,90,3635,2.3,523375.757,175759.336
E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,7277,7277,0,180.6,3201,2.3,526737.096,175665.256
E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,9676,9649,27,119.4,4382,2.2,527533.098,175731.548
E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,8474,8474,0,106.5,3532,2.4,528164.536,175099.533
E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,10296,10296,0,81.3,4777,2.2,524944.950,175115.768
E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,8781,8760,21,81.7,3872,2.3,523029.613,175044.233
E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,9105,9040,65,116,4325,2.1,526609.361,175101.651
E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,6850,5946,904,48,2468,2.4,521670.003,174688.279
E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,8330,8252,78,92.4,4057,2,524049.379,174493.527
E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,7724,7711,13,62.6,3130,2.5,527350.254,174220.357
E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,9546,9271,275,54.2,4032,2.3,522902.894,174116.756
E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,7968,7760,208,109.4,2915,2.7,528144.741,174252.590
E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,7835,7814,21,111.8,3494,2.2,525609.635,174183.369
E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,9941,9841,100,93.7,4125,2.4,526378.464,174162.410
E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,9665,9633,32,95.6,3794,2.5,524781.267,173898.626
E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,8402,8388,14,119.1,3708,2.3,528435.833,173769.792
E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,7206,6923,283,123,2856,2.4,524094.784,173680.894
E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,7620,7044,576,34.5,2764,2.5,522542.147,172939.342
E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,8795,7621,1174,82.5,3172,2.4,526455.204,173291.804
E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,8675,8675,0,104.2,3820,2.3,525315.678,173289.218
E02000948,Wandsworth 026,E09000032,Wandsworth,E12000007,London,9877,9818,59,74.4,4493,2.2,529060.498,172610.930
E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,9805,9525,280,70.1,4072,2.3,527457.228,172936.633
E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,7578,7541,37,88.2,3233,2.3,524165.462,172882.855
E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,6650,6522,128,135.3,2946,2.2,528085.884,172617.668
E02000952,Wandsworth 030,E09000032,Wandsworth,E12000007,London,6257,6205,52,112,2644,2.3,528533.814,172414.385
E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,7084,6758,326,102.9,3113,2.2,526318.848,172314.963
