MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,x,y,HousingPrice,CC_w,BC_w
E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,E12000007,London,6534,6514,20,222.1,3271,2,523603.3,179581.117,663140.5,5.730204082,73488937.88
E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,E12000007,London,7581,7411,170,111.7,3190,2.3,521849.438,179373.849,864997.75,5.486944444,80279965.5
E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,E12000007,London,5863,5811,52,166.4,2559,2.3,522925.092,179203.183,967974.25,5.640958904,66048145.86
E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,E12000007,London,7768,7682,86,140.5,3583,2.1,523752.352,179115.81,1164438.75,5.719213483,34545092.29
E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,E12000007,London,6167,6146,21,100,2823,2.2,522333.238,178710.13,916609.25,5.513545455,83938091.42
E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,E12000007,London,9432,9300,132,157.1,4456,2.1,524294.23,178685.561,721432.5,5.813846154,33531991.67
E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,E12000007,London,7320,7120,200,93.6,3256,2.2,523209.744,178531.339,890025,5.617777778,70598023.9
E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham,E12000007,London,6162,6142,20,154.1,3094,2,524232.936,178108.517,726263.5,5.779814815,45257777.85
E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,E12000007,London,8136,8117,19,186,3585,2.3,524815.905,178017.13,623602.5,5.803417722,32998051.71
E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,E12000007,London,6272,6240,32,153.8,2841,2.2,523987.274,177749.781,813032,5.685675676,31925049.51
E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,E12000007,London,8202,8151,51,154.3,3805,2.1,525193.406,177561.051,939227.75,5.827076923,55568859.89
E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,E12000007,London,8255,8248,7,131.4,3452,2.4,523603.15,177312.6,1155264.75,5.581463415,47468366.63
E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,E12000007,London,6448,6442,6,185.4,2823,2.3,524423.662,177267.396,906028.25,5.738214286,8570994.036
E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,E12000007,London,7729,7712,17,116.2,3419,2.3,525588.096,176898.9,1367244.75,5.875390625,97153077.76
E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,E12000007,London,9578,9537,41,173.1,4122,2.3,524892.591,176795.298,1081663.75,5.76797619,24607999.57
E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,E12000007,London,6031,6025,6,169.4,2650,2.3,524204.844,176839.418,927532,5.665918367,72829483.14
E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,E12000007,London,7755,7448,307,117.8,3551,2.1,526114.477,176454.712,1270522.5,5.8353125,19899449.39
E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham,E12000007,London,5951,5951,0,61.4,2719,2.2,524484.74,176104.691,1196519.25,5.679130435,147856133.2
E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,E12000007,London,6633,6633,0,106.1,2699,2.5,525519.403,176001.083,1047357.5,5.79,93546405.58
E02000397,Haringey 001,E09000014,Haringey,E12000007,London,7815,7798,17,138.6,3376,2.3,530499.771,191315.087,468947.75,4.917468354,8477850.456
E02000398,Haringey 002,E09000014,Haringey,E12000007,London,7123,6999,124,59.8,2713,2.6,534834.319,191281.992,319705.25,4.810222222,5361924.57
E02000400,Haringey 004,E09000014,Haringey,E12000007,London,7668,7648,20,57.5,3061,2.5,529598.959,191244.42,654610,4.910666667,42737973.94
E02000401,Haringey 005,E09000014,Haringey,E12000007,London,6734,6734,0,90.2,2351,2.9,532330.998,191204.77,402276.5,4.914910714,21899993.41
E02000402,Haringey 006,E09000014,Haringey,E12000007,London,6697,6697,0,70.5,2469,2.7,533071.338,191122.674,363193,4.938282828,15056327.45
E02000403,Haringey 007,E09000014,Haringey,E12000007,London,7199,7194,5,84.6,2915,2.5,531121.47,191059.029,469376.75,4.990333333,36676486.43
E02000404,Haringey 008,E09000014,Haringey,E12000007,London,7315,7304,11,114.1,2640,2.8,531704.442,190877.689,420682,4.973287671,5337746.315
E02000405,Haringey 009,E09000014,Haringey,E12000007,London,6548,6541,7,36.7,2550,2.6,529571.703,190367.261,916031.75,5.01,17159027.08
E02000406,Haringey 010,E09000014,Haringey,E12000007,London,7025,7025,0,153.4,2665,2.6,531686.999,190310.381,460370.5,5.059482759,16887781.33
E02000407,Haringey 011,E09000014,Haringey,E12000007,London,7312,7239,73,140.1,2905,2.5,533545.999,190231.18,412645.25,5.108933333,32380350.55
E02000408,Haringey 012,E09000014,Haringey,E12000007,London,7612,7577,35,147,2689,2.8,534058.135,190250.187,394256.75,5.088823529,86167039.09
E02000409,Haringey 013,E09000014,Haringey,E12000007,London,6527,6470,57,94,2505,2.6,532612.671,190100.619,454210.25,5.075,23663373.92
E02000410,Haringey 014,E09000014,Haringey,E12000007,London,6693,6636,57,89,2839,2.3,528618.513,190089.622,800650.25,5.123166667,67333119.17
E02000411,Haringey 015,E09000014,Haringey,E12000007,London,7452,7450,2,53.5,2695,2.8,534671.269,190038.342,374001.25,5.025952381,29423363.64
E02000412,Haringey 016,E09000014,Haringey,E12000007,London,6914,6760,154,89.6,2873,2.4,531006.33,189967.163,466286.5,5.125,48301154.59
E02000413,Haringey 017,E09000014,Haringey,E12000007,London,7500,7408,92,61.5,2945,2.5,527904.432,189960.635,894999,5.088985507,51130114.25
E02000414,Haringey 018,E09000014,Haringey,E12000007,London,7171,7156,15,175.2,2562,2.8,533162.518,189764.857,484110.25,5.175925926,48660457.43
E02000415,Haringey 019,E09000014,Haringey,E12000007,London,6845,6811,34,97.2,2697,2.5,532099.146,189671.888,507435.25,5.211176471,40746772.82
E02000416,Haringey 020,E09000014,Haringey,E12000007,London,7490,7482,8,119.1,3463,2.2,530433.567,189350.767,557473.75,5.237159091,47342482.33
E02000417,Haringey 021,E09000014,Haringey,E12000007,London,6676,6584,92,63,2852,2.3,528886.605,189166.167,952455.25,5.214883721,66858662.99
E02000418,Haringey 022,E09000014,Haringey,E12000007,London,5509,5509,0,77.2,2235,2.5,529682.236,189151.441,970879.5,5.236973684,45276971.97
E02000419,Haringey 023,E09000014,Haringey,E12000007,London,8108,8100,8,126.3,3323,2.4,531407.548,189134.779,611517,5.272,129413238
E02000420,Haringey 024,E09000014,Haringey,E12000007,London,7432,7425,7,128.8,3050,2.4,533192.144,189162.666,471864,5.276388889,46003871.87
E02000421,Haringey 025,E09000014,Haringey,E12000007,London,7148,6958,190,91.2,2875,2.4,533954.092,189116.25,364857.25,5.272170543,101588360.2
E02000422,Haringey 026,E09000014,Haringey,E12000007,London,7825,7783,42,144.2,2926,2.7,532714.153,188827.27,444975.5,5.325151515,48040684.33
E02000423,Haringey 027,E09000014,Haringey,E12000007,London,6813,6709,104,122.8,2516,2.7,532113.861,188693.889,536460.5,5.3305,67632395.87
E02000424,Haringey 028,E09000014,Haringey,E12000007,London,7198,7056,142,108.1,3088,2.3,530779.855,188605.158,714334.5,5.296666667,16103618.49
E02000425,Haringey 029,E09000014,Haringey,E12000007,London,7256,7251,5,134.1,2116,3.4,533970.653,188449.176,642678.25,5.389558824,81568432.91
E02000426,Haringey 030,E09000014,Haringey,E12000007,London,6731,6650,81,30.2,2882,2.3,527845.068,188262.852,1375547.5,5.375631068,66158831.09
E02000427,Haringey 031,E09000014,Haringey,E12000007,London,6854,6828,26,63.8,2829,2.4,531656.571,187882.847,580020.25,5.40037037,41395005.37
E02000428,Haringey 032,E09000014,Haringey,E12000007,London,7022,7014,8,117.7,2758,2.5,532825.987,188208.076,446603.25,5.41,49400801.31
E02000429,Haringey 033,E09000014,Haringey,E12000007,London,6852,6803,49,69.9,3207,2.1,529472.426,188228.173,962780.25,5.395,14252484.79
E02000430,Haringey 034,E09000014,Haringey,E12000007,London,7417,7408,9,112.6,3462,2.1,530449.064,188124.906,791652.25,5.397303371,19552492.69
E02000431,Haringey 035,E09000014,Haringey,E12000007,London,6685,6531,154,109.6,3133,2.1,528824.026,187669.789,1026558,5.48225,48548986.45
E02000432,Haringey 036,E09000014,Haringey,E12000007,London,6454,6421,33,120.4,2879,2.2,531172.78,187645.254,627167.75,5.477733333,10190699.75
E02000433,Harrow 001,E09000015,Harrow,E12000007,London,7686,7558,128,12.2,3309,2.3,516499.902,193256.34,871572,3.903081571,15230678.31
E02000434,Harrow 002,E09000015,Harrow,E12000007,London,8588,8525,63,43.8,3138,2.7,518242.888,191764.065,536174.25,4.15972067,12491518.23
E02000435,Harrow 003,E09000015,Harrow,E12000007,London,7426,7322,104,41.1,2728,2.7,516310.721,191677.591,635746.75,3.885165877,6256673.474
E02000436,Harrow 004,E09000015,Harrow,E12000007,London,5782,5721,61,12.2,2080,2.8,513676.373,192126.35,793659,3.6218,6092237.213
E02000437,Harrow 005,E09000015,Harrow,E12000007,London,8377,8298,79,60,3082,2.7,515130.159,191124.702,466822.75,3.832914286,8905531.286
E02000438,Harrow 006,E09000015,Harrow,E12000007,London,7910,7821,89,45.2,2990,2.6,513293.209,191016.7,542283.75,3.64583691,10957725.41
E02000439,Harrow 007,E09000015,Harrow,E12000007,London,8206,8206,0,77.2,2711,3,519203.691,190907.644,437156,4.331111111,23091106.88
E02000440,Harrow 008,E09000015,Harrow,E12000007,London,9569,9518,51,64,3087,3.1,517016.902,190918.292,589422.5,4.068939394,14979920.81
E02000441,Harrow 009,E09000015,Harrow,E12000007,London,6714,6680,34,28.7,2765,2.4,511344.012,190881.775,608251.5,3.499594595,13288102.03
E02000442,Harrow 010,E09000015,Harrow,E12000007,London,8706,8706,0,76.4,2532,3.4,518771.856,190375.962,438176,4.348372093,10215450.84
E02000443,Harrow 011,E09000015,Harrow,E12000007,London,9470,9431,39,96.8,3203,2.9,515133.118,190274.283,405375.25,3.90733945,8642281.706
E02000444,Harrow 012,E09000015,Harrow,E12000007,London,8499,8418,81,77.7,2682,3.1,517697.066,190148.205,497575.5,4.244285714,38545666.68
E02000445,Harrow 013,E09000015,Harrow,E12000007,London,10250,10211,39,81.9,3616,2.8,515776.271,189819.162,403174.75,4.006231884,30734768.19
E02000447,Harrow 015,E09000015,Harrow,E12000007,London,7058,7052,6,33.2,2453,2.9,513801.203,189944.857,575099.5,3.822521008,15252303.29
E02000448,Harrow 016,E09000015,Harrow,E12000007,London,6641,6606,35,38.6,2730,2.4,512166.477,189626.954,707644.5,3.617134503,14937647.01
E02000449,Harrow 017,E09000015,Harrow,E12000007,London,8137,8131,6,88.6,2531,3.2,518378.922,189344.916,454274.5,4.364927536,28111990.77
E02000451,Harrow 019,E09000015,Harrow,E12000007,London,6550,6531,19,41,2341,2.8,513147.744,189164.608,534153.5,3.773068182,30455341.1
E02000452,Harrow 020,E09000015,Harrow,E12000007,London,8218,8125,93,73.1,3039,2.7,515221.977,189008.562,382549.25,4.006146789,20424991.16
E02000453,Harrow 021,E09000015,Harrow,E12000007,London,7620,7606,14,73.7,2800,2.7,514333.292,188653.295,437711.75,3.875063291,9374230.772
E02000454,Harrow 022,E09000015,Harrow,E12000007,London,7082,7079,3,45.2,2550,2.8,512000.379,188351.224,632858.75,3.666328125,20112459.35
E02000455,Harrow 023,E09000015,Harrow,E12000007,London,8135,8050,85,66.1,3306,2.4,515741.636,188206.18,404954.25,4.093410853,13090619.59
E02000456,Harrow 024,E09000015,Harrow,E12000007,London,7059,7028,31,76.3,2512,2.8,514157.58,187993.575,464212.5,3.951139241,18095044.75
E02000457,Harrow 025,E09000015,Harrow,E12000007,London,6314,6309,5,54.4,2200,2.9,513149.325,187732.934,543929,3.831864407,21711477.76
E02000459,Harrow 027,E09000015,Harrow,E12000007,London,8235,8227,8,68.6,3159,2.6,514319.196,186813.241,375308.25,4.028588235,35719779.38
E02000460,Harrow 028,E09000015,Harrow,E12000007,London,6518,6488,30,75.3,2189,3,513189.776,186636.314,427957,3.878875,7680598.713
E02000461,Harrow 029,E09000015,Harrow,E12000007,London,6947,6066,881,26.1,2556,2.4,515414.405,186767.202,515077.5,4.190437956,59999683.83
E02000462,Harrow 030,E09000015,Harrow,E12000007,London,6632,6624,8,66.4,2210,3,513804.828,185898.613,397198,3.998309859,30611080.07
E02000463,Harrow 031,E09000015,Harrow,E12000007,London,8429,8422,7,90.7,2788,3,512808.977,185803.06,411314.25,3.893139535,9732554.116
E02000464,Havering 001,E09000016,Havering,E12000007,London,6451,6338,113,11,2597,2.4,553999.995,193423.476,319481.75,2.948306011,4710105.546
E02000465,Havering 002,E09000016,Havering,E12000007,London,7930,7929,1,28.3,3256,2.4,555355.709,192213.466,297919,2.857055074,2063272.601
E02000466,Havering 003,E09000016,Havering,E12000007,London,8287,8188,99,13.2,3235,2.5,551347.469,192721.65,343889.5,3.2558,6233454.82
E02000467,Havering 004,E09000016,Havering,E12000007,London,9643,9604,39,71,4087,2.3,553774.377,191769.152,269737,2.985956284,3541552.311
E02000468,Havering 005,E09000016,Havering,E12000007,London,7782,7705,77,19,3099,2.5,549403.645,192432.965,341818,3.374325843,12353258.54
E02000469,Havering 006,E09000016,Havering,E12000007,London,6443,6332,111,37.6,2664,2.4,552847.216,191207.777,295199.5,3.056384615,9430841.908
E02000470,Havering 007,E09000016,Havering,E12000007,London,7887,7854,33,11.7,3487,2.3,555881.231,190490.478,401337.75,2.969102041,4220650.731
E02000471,Havering 008,E09000016,Havering,E12000007,London,7457,7449,8,34.8,2961,2.5,551403.061,190702.074,442686.25,3.266626506,5136483.325
E02000472,Havering 009,E09000016,Havering,E12000007,London,8989,8954,35,58.5,3544,2.5,550417.66,190325.856,369521.75,3.344144144,6972214.604
E02000473,Havering 010,E09000016,Havering,E12000007,London,9588,9555,33,33.6,3841,2.5,554655.77,189503.722,359752,3.036047619,4783520.329
E02000474,Havering 011,E09000016,Havering,E12000007,London,8343,8297,46,37.8,3514,2.4,549768.72,189631.644,325804,3.434585987,8392636.968
E02000475,Havering 012,E09000016,Havering,E12000007,London,9196,9107,89,32.8,3933,2.3,552795.584,189688.504,450969.75,3.185649351,15391491.88
E02000476,Havering 013,E09000016,Havering,E12000007,London,8414,8330,84,53.7,4023,2.1,551317.904,188960.466,277600.25,3.363739496,26203711.93
E02000477,Havering 014,E09000016,Havering,E12000007,London,9360,9347,13,53.5,3725,2.5,552964.827,188355.989,449945.75,3.211507937,8831877.54
E02000478,Havering 015,E09000016,Havering,E12000007,London,5885,5811,74,23.6,2156,2.7,554760.115,188259.727,908386.25,3.03607362,2240325.362
E02000479,Havering 016,E09000016,Havering,E12000007,London,8134,8022,112,59.2,3529,2.3,551967.823,187998.294,307304.75,3.339786096,22346029.47
E02000480,Havering 017,E09000016,Havering,E12000007,London,9795,9676,119,29,3872,2.5,550059.147,188021.425,319394,3.503482587,55679267.45
E02000481,Havering 018,E09000016,Havering,E12000007,London,7793,7672,121,6.4,3254,2.4,559066.603,186853.533,428157,2.698545952,1330929.411
E02000482,Havering 019,E09000016,Havering,E12000007,London,6396,6374,22,22.6,2546,2.5,556494.354,187545.265,582428,2.855892857,6087465.938
E02000483,Havering 020,E09000016,Havering,E12000007,London,7614,7562,52,47.5,3423,2.2,553900.705,187127.037,342107,3.150251572,17374477.37
E02000484,Havering 021,E09000016,Havering,E12000007,London,8199,8187,12,44.3,3180,2.6,552366.816,186982.141,385371.25,3.2777,17588845.36
E02000485,Havering 022,E09000016,Havering,E12000007,London,7986,7956,30,38.1,3375,2.4,555221.968,186765.216,425509.5,3.028848921,13571975.94
E02000486,Havering 023,E09000016,Havering,E12000007,London,7366,7300,66,57.8,3039,2.4,553238.004,186141.599,375871,3.167835052,4619768.876
E02000487,Havering 024,E09000016,Havering,E12000007,London,7843,7748,95,6.1,2970,2.6,556512.326,184739.381,614589.75,2.90328,1546091.392
E02000488,Havering 025,E09000016,Havering,E12000007,London,7431,7431,0,40.6,2967,2.5,553667.597,185379.271,415278.75,3.143350785,2935104.482
E02000489,Havering 026,E09000016,Havering,E12000007,London,7884,7884,0,30.3,3155,2.5,552341.92,184924.5,335613.75,3.273910256,5888764.173
E02000490,Havering 027,E09000016,Havering,E12000007,London,7828,7828,0,38.2,3169,2.5,552339.379,183986.398,322822,3.3485,7384926.683
E02000491,Havering 028,E09000016,Havering,E12000007,London,8826,8774,52,18.4,3603,2.4,551091.639,182664.639,309369,3.488778626,13615459.33
E02000492,Havering 029,E09000016,Havering,E12000007,London,6272,6247,25,4.5,2524,2.5,553490.945,181453.037,369337.75,3.178529489,3140041.537
E02000493,Havering 030,E09000016,Havering,E12000007,London,6210,6210,0,48.2,2471,2.5,552723.265,182040.431,278435.25,3.298145161,3535963.565
E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,7479,7388,91,12,3115,2.4,508285.883,190862.106,950183.25,3.184265403,2473318.559
E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,9473,9348,125,34.7,4141,2.3,509608.759,190710.793,555236.25,3.305812808,5953774.271
E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,7399,7181,218,4.9,3008,2.4,505638.507,189946.74,444706.25,2.860408163,2811183.526
E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,8529,8468,61,31.6,3440,2.5,510306.313,189145.855,524845,3.442719298,6510547.039
E02000498,Hillingdon 005,E09000017,Hillingdon,E12000007,London,6020,6020,0,19.2,2561,2.4,508191.154,188537.21,484907.25,3.280106383,5816937.378
E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,7765,7765,0,48.3,3001,2.6,511296.695,187918.661,554751.5,3.584112903,10610860.23
E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,7714,7664,50,26.6,3093,2.5,509455.216,187981.689,618282.5,3.424088398,14102566.6
E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,8247,8197,50,57.4,3163,2.6,510991.256,186976.449,518822,3.544397163,5560602.369
E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,7613,7512,101,18.3,3097,2.4,509130.871,185879.557,509375,3.400734463,13790310.74
E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,8986,8560,426,65.1,3235,2.6,510548.674,186206.942,475798.75,3.595104167,16911280.34
E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,7382,7359,23,24.1,2891,2.5,507477.518,186180.838,607755,3.241311475,6167392.514
E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,7541,7455,86,13.7,2725,2.7,506406.143,185595.033,639102,3.2555,8592235.127
E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,7943,7943,0,29.5,2756,2.9,508607.332,184079.631,423955.25,3.331935484,10334283.34
E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,9184,7014,2170,33.4,3075,2.3,506163.724,183536.341,469442.75,3.225344262,5655951.39
E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,9823,7651,2172,48.8,3112,2.5,505153.207,183285.089,370448.5,3.141160714,2581498.143
E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,8634,8554,80,40.5,3196,2.7,507076.3,182643.644,459886,3.336735751,13142258.95
E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,9426,9357,69,39.5,3211,2.9,509286.541,182666.89,398495.25,3.571818182,15152949.35
E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,8001,7989,12,56.8,2968,2.7,508105.308,182553.875,352178.25,3.430511364,13990066.27
E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,8980,8967,13,61,3234,2.8,511066.168,182292.874,315616.5,3.742560976,6220935.561
E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,9820,9791,29,81.9,3044,3.2,510270.936,181741.128,357339.5,#N/A,#N/A
E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,10439,10388,51,33.1,4303,2.4,505575.271,181219.363,306053.5,3.186167401,3141993.612
E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,8269,8263,6,50,2764,3,511972.999,181527.931,362839.75,3.79825,11235888.19
E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,8626,8570,56,55.8,2917,2.9,508525.187,181222.952,341625.25,3.531966292,15375744.9
E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,8606,8593,13,34.1,3099,2.8,507056.933,180853.031,367521,3.299773756,8093563.959
E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,8658,8645,13,47.7,2890,3,510669.45,180841.51,378483.25,3.750480769,29989654.15
E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,11251,11068,183,25.8,3645,3,509517.35,180139.191,337830,3.628860294,8426559.487
E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,9912,9904,8,40.4,3397,2.9,507633.974,179262.835,358943.25,3.314708333,5266970.563
E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,8653,8581,72,55.1,3269,2.6,506090.262,179331.663,373908.75,3.189017341,4863395.231
E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,9636,9535,101,58.5,2939,3.2,509486.313,178940.139,316469,3.605988372,17989233.2
E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,6663,6271,392,3.2,2462,2.5,506657.487,176436.281,327613.5,3.199205156,5252944.444
E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,8826,8822,4,21.7,3142,2.8,509416.338,177394.305,305410.75,3.554796748,6407711.829
E02000526,Hounslow 001,E09000018,Hounslow,E12000007,London,8378,8292,86,90.7,3536,2.3,521534.506,178509.633,1235410.25,5.365762712,84245353.59
E02000528,Hounslow 003,E09000018,Hounslow,E12000007,London,10614,10603,11,45.7,4770,2.2,518431.9,178409.95,563394.25,4.870408163,89420119.04
E02000529,Hounslow 004,E09000018,Hounslow,E12000007,London,8448,8448,0,71.5,2776,3,512846.6,177948.408,340113.5,4.002427184,13127577.46
E02000530,Hounslow 005,E09000018,Hounslow,E12000007,London,6837,6836,1,25.1,2314,3,511214.188,178049.529,317455,3.781834862,20719448.43
E02000531,Hounslow 006,E09000018,Hounslow,E12000007,London,10337,9472,865,40.4,4269,2.2,517133.042,177596.979,484688.25,4.676444444,39897811.87
E02000532,Hounslow 007,E09000018,Hounslow,E12000007,London,9160,9149,11,40,4001,2.3,520904.754,177273.001,1048718.25,5.154482759,13806617.71
E02000533,Hounslow 008,E09000018,Hounslow,E12000007,London,8406,8406,0,79,3835,2.2,519886.209,177479.111,853179.5,5.040846154,21205508.78
E02000534,Hounslow 009,E09000018,Hounslow,E12000007,London,8044,8029,15,16.5,2917,2.8,515222.916,177899.245,489036.5,4.411842105,24749981.9
E02000535,Hounslow 010,E09000018,Hounslow,E12000007,London,9291,9287,4,60,2852,3.3,511867.409,177035.83,420654.5,3.889626866,15775008.4
E02000536,Hounslow 011,E09000018,Hounslow,E12000007,London,9269,9189,80,57.7,2925,3.1,513069.407,176715.953,439994.75,4.057482993,19210350.54
E02000537,Hounslow 012,E09000018,Hounslow,E12000007,London,8620,8612,8,45.7,2841,3,514254.97,176993.982,518521,4.216428571,16480286.08
E02000538,Hounslow 013,E09000018,Hounslow,E12000007,London,8680,8680,0,36.8,2648,3.3,510808.554,176160.24,358986.25,3.779855072,15629853.89
E02000539,Hounslow 014,E09000018,Hounslow,E12000007,London,10752,10662,90,65.3,4299,2.5,516079.028,176209.347,410006.5,4.440502513,33874836.58
E02000540,Hounslow 015,E09000018,Hounslow,E12000007,London,9246,9211,35,73.7,3564,2.6,514759.425,175989.323,392497.75,4.256754967,33229808.62
E02000541,Hounslow 016,E09000018,Hounslow,E12000007,London,8875,8866,9,84.2,2846,3.1,511829.038,175852.395,363221.75,3.883471074,22293011.25
E02000542,Hounslow 017,E09000018,Hounslow,E12000007,London,9396,9298,98,89.8,3166,2.9,512848.371,175717.955,292941.25,4.013448276,37733037.46
E02000543,Hounslow 018,E09000018,Hounslow,E12000007,London,11713,11652,61,102.3,4170,2.8,513701.466,175290.082,303506.75,4.101493506,25754408.22
E02000544,Hounslow 019,E09000018,Hounslow,E12000007,London,8199,8199,0,59.2,2793,2.9,514786.7,175037.354,444176.75,4.182419355,6195649.476
E02000545,Hounslow 020,E09000018,Hounslow,E12000007,London,8181,8137,44,62.2,3299,2.5,516052.87,175093.629,584304.75,4.35760274,13755200.92
E02000546,Hounslow 021,E09000018,Hounslow,E12000007,London,9750,9568,182,39.6,3018,3.2,512289.109,174517.033,359807.5,3.916521739,18381763.03
E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,9360,9360,0,28.7,3547,2.6,510016.644,174591.393,330788,3.633478261,13191288.17
E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,9103,9085,18,25.8,3539,2.6,508291.23,173289.662,311498.75,3.467067308,3886959.697
E02000549,Hounslow 024,E09000018,Hounslow,E12000007,London,11017,10865,152,44.9,3937,2.8,511279.729,173404.883,346830,3.7145,15464493.34
E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,10403,10403,0,110.1,3840,2.7,510023.542,172961.072,293596.5,3.555279188,1952317.949
E02000551,Hounslow 026,E09000018,Hounslow,E12000007,London,8614,8614,0,40.5,3294,2.6,512062.112,172334.169,299284.5,3.755721154,11545954.28
E02000552,Hounslow 027,E09000018,Hounslow,E12000007,London,8266,8098,168,27,3266,2.5,509413.858,172069.861,300720,3.49155914,2615092.457
E02000553,Hounslow 028,E09000018,Hounslow,E12000007,London,6605,6605,0,26.2,2605,2.5,511424.773,171260.663,358324,3.668362573,7751305.053
E02000554,Islington 001,E09000019,Islington,E12000007,London,9182,9132,50,144.1,4226,2.2,530218.394,187433.426,509971.25,5.535257732,20142637.77
E02000555,Islington 002,E09000019,Islington,E12000007,London,9408,9355,53,157.8,3986,2.3,529622.471,187203.09,647291.25,5.575490196,32650909.84
E02000556,Islington 003,E09000019,Islington,E12000007,London,10008,9990,18,153.7,4561,2.2,530560.58,186921.934,612633,5.612021277,23689954.18
E02000557,Islington 004,E09000019,Islington,E12000007,London,8124,8066,58,114.7,3929,2.1,529276.731,186620.005,584902.5,5.687721519,65386292
E02000558,Islington 005,E09000019,Islington,E12000007,London,8870,8693,177,184.3,3780,2.3,531010.872,186444.483,484532,5.599135802,50948508.77
E02000559,Islington 006,E09000019,Islington,E12000007,London,8778,8778,0,152.2,3882,2.3,531655.158,186234.021,797780,5.668548387,19572095.81
E02000560,Islington 007,E09000019,Islington,E12000007,London,7076,6888,188,140.6,3177,2.2,530590.135,186133.281,556902,5.756229508,98545718.98
E02000561,Islington 008,E09000019,Islington,E12000007,London,7746,7632,114,126.3,3413,2.2,529696.569,186039.736,1033791.75,5.740784314,18234485.43
E02000562,Islington 009,E09000019,Islington,E12000007,London,7934,7814,120,122.4,3594,2.2,532085.099,185658.689,780567.25,5.763561644,29613154.89
E02000563,Islington 010,E09000019,Islington,E12000007,London,8486,8028,458,146.4,3652,2.2,529990.127,185508.938,550465.75,5.831538462,37473371.7
E02000564,Islington 011,E09000019,Islington,E12000007,London,10488,10465,23,129.9,5004,2.1,530893.102,185447.475,506979.5,5.8643,42126765.31
E02000565,Islington 012,E09000019,Islington,E12000007,London,8187,7974,213,159.7,3610,2.2,532879.523,185215.094,594959.25,5.881525424,57316732.5
