MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,x,y,HousingPrice,CC_w,BC_w
E02000184,Camden 019,E09000007,Camden,E12000007,London,8882,8726,156,133.6,3655,2.4,529358.079,183919.019,671627.5,6.029294118,72515885.52
E02000185,Camden 020,E09000007,Camden,E12000007,London,8290,8213,77,175.6,3938,2.1,525770.013,183785.115,635198.25,5.776666667,94374969.19
E02000186,Camden 021,E09000007,Camden,E12000007,London,6687,6491,196,66.7,3099,2.1,528792.839,183203.771,1148097,6.1115,90278607.33
E02000187,Camden 022,E09000007,Camden,E12000007,London,8155,8064,91,84.2,3290,2.5,529890.127,183329.505,1100428.75,6.058023256,66340950.04
E02000188,Camden 023,E09000007,Camden,E12000007,London,8322,7939,383,163.9,3170,2.5,529192.768,182752.295,597709.5,6.175,79570771.56
E02000189,Camden 024,E09000007,Camden,E12000007,London,5944,5407,537,199.7,2253,2.4,530621.878,182671.118,790828.75,6.259350649,26238222.81
E02000190,Camden 025,E09000007,Camden,E12000007,London,7530,5914,1616,203.2,3181,1.9,530235.017,182475.977,665038.75,6.296764706,63983843.88
E02000191,Camden 026,E09000007,Camden,E12000007,London,7497,5545,1952,116.8,2868,1.9,529550.425,182038.358,1078727.5,6.196486486,44062565.41
E02000192,Camden 027,E09000007,Camden,E12000007,London,7157,7021,136,165.5,3375,2.1,531012.488,181974.945,950776,6.338023256,128090063.5
E02000193,Camden 028,E09000007,Camden,E12000007,London,7630,7010,620,70.1,3850,1.8,530367.15,181625.483,876559.5,6.394292237,187772617
E02000194,Croydon 001,E09000008,Croydon,E12000007,London,8696,8536,160,62.5,4099,2.1,533140.77,170249.53,459316,5.135680751,42269284.37
E02000195,Croydon 002,E09000008,Croydon,E12000007,London,9152,9112,40,47.3,3446,2.6,531870.307,170263.279,512104.5,5.162866667,20917209.24
E02000196,Croydon 003,E09000008,Croydon,E12000007,London,7403,7366,37,60.4,2553,2.9,531169.208,169564.069,437915.25,5.070405405,53447966.07
E02000197,Croydon 004,E09000008,Croydon,E12000007,London,9094,9072,22,91.6,3403,2.7,530505.265,169151.921,421254.75,5.007850467,43791866.08
E02000198,Croydon 005,E09000008,Croydon,E12000007,London,8070,8021,49,90.5,3338,2.4,532346.044,169161.736,319347.25,4.991851852,9971019.046
E02000199,Croydon 006,E09000008,Croydon,E12000007,London,8430,8423,7,97.7,3172,2.7,532878.689,168850.696,355168.5,4.922839506,21547004.14
E02000200,Croydon 007,E09000008,Croydon,E12000007,London,8294,8192,102,66.5,3811,2.1,533689.553,168871.797,343101.75,4.896838235,45333976.07
E02000201,Croydon 008,E09000008,Croydon,E12000007,London,8281,8281,0,96.4,3814,2.2,534378.836,168516.556,305283.25,4.780952381,27936012.39
E02000202,Croydon 009,E09000008,Croydon,E12000007,London,8548,8503,45,116.3,2981,2.9,531523.245,168372.534,357560.75,4.872753623,47165766.65
E02000203,Croydon 010,E09000008,Croydon,E12000007,London,7539,7494,45,97.5,3062,2.4,532432.091,168141.109,313712.25,4.845,19026957.62
E02000204,Croydon 011,E09000008,Croydon,E12000007,London,9407,9310,97,86.6,3146,3,530963.451,167850.981,332186.5,4.797708333,53652297.59
E02000206,Croydon 013,E09000008,Croydon,E12000007,London,9539,9399,140,65.3,4009,2.3,533048.687,167487.562,310788.5,4.73472973,42472044.16
E02000207,Croydon 014,E09000008,Croydon,E12000007,London,8999,8977,22,72.5,3592,2.5,534618.68,167263.453,330643.75,4.588382353,18692401.21
E02000208,Croydon 015,E09000008,Croydon,E12000007,London,9790,9645,145,111.8,3821,2.5,531847.449,167193.066,280202.75,4.707154472,25745496.11
E02000209,Croydon 016,E09000008,Croydon,E12000007,London,8414,8411,3,83.9,2919,2.9,530574.118,167010.518,313397.75,4.565461538,33494437.8
E02000210,Croydon 017,E09000008,Croydon,E12000007,London,8310,8300,10,107.2,3371,2.5,533838.242,166841.872,364441.5,4.502990654,5716367.252
E02000211,Croydon 018,E09000008,Croydon,E12000007,London,8000,8000,0,47.7,3279,2.4,536016.128,166715.412,412561,4.373756098,11125955.58
E02000212,Croydon 019,E09000008,Croydon,E12000007,London,8523,8522,1,68.7,2977,2.9,531119.214,166259.088,303447,4.58232,41484272.76
E02000213,Croydon 020,E09000008,Croydon,E12000007,London,9551,9495,56,92.6,4160,2.3,532341.18,166429.025,289535,4.595347222,38678272.1
E02000214,Croydon 021,E09000008,Croydon,E12000007,London,6236,6219,17,60.5,2321,2.7,534700.005,166276.379,457822.5,4.427435897,33612620.64
E02000215,Croydon 022,E09000008,Croydon,E12000007,London,10518,10414,104,106.6,4991,2.1,533465.933,166151.934,355725,4.447115385,25799828.74
E02000216,Croydon 023,E09000008,Croydon,E12000007,London,6738,6622,116,30.8,3028,2.2,533911.16,165134.598,471480.25,4.301558442,16213849.9
E02000217,Croydon 024,E09000008,Croydon,E12000007,London,9688,9688,0,67.7,4273,2.3,531600.61,165406.781,293307.5,4.398403756,26823976.65
E02000218,Croydon 025,E09000008,Croydon,E12000007,London,6640,6640,0,58.3,2369,2.8,537189.13,165416.685,473363.5,4.148360656,9620539.844
E02000219,Croydon 026,E09000008,Croydon,E12000007,London,7686,7650,36,13.5,2999,2.6,536050.292,164717.871,486290.25,4.163248945,29116461.48
E02000220,Croydon 027,E09000008,Croydon,E12000007,London,9881,9509,372,66.1,4847,2,532633.024,165008.564,329453.25,4.332345679,40046332.11
E02000221,Croydon 028,E09000008,Croydon,E12000007,London,9820,9630,190,35,3866,2.5,531517.844,163893.839,340346.75,4.18912844,21254203.77
E02000222,Croydon 029,E09000008,Croydon,E12000007,London,7891,7806,85,42.4,3539,2.2,533355.439,163849.18,389047,4.149333333,23128006.19
E02000223,Croydon 030,E09000008,Croydon,E12000007,London,8371,8371,0,87.1,2875,2.9,537939.188,163527.381,282305.5,3.771348315,9027264.73
E02000224,Croydon 031,E09000008,Croydon,E12000007,London,7684,7646,38,60,3309,2.3,532457.871,162826.316,375685.75,4.004,25364048.32
E02000225,Croydon 032,E09000008,Croydon,E12000007,London,7535,7534,1,46.2,2708,2.8,538444.914,162846.114,316366.5,3.671142857,5360831.39
E02000226,Croydon 033,E09000008,Croydon,E12000007,London,7539,7350,189,23,2796,2.6,534727.797,163050.354,477534,3.884672897,8332556.645
E02000227,Croydon 034,E09000008,Croydon,E12000007,London,11411,11411,0,24.8,4851,2.4,536837.157,162597.567,311270.75,3.783915663,8281883.883
E02000228,Croydon 035,E09000008,Croydon,E12000007,London,7609,7539,70,24.3,2924,2.6,533510.401,161892.419,623939,3.852561576,6091204.365
E02000229,Croydon 036,E09000008,Croydon,E12000007,London,6374,6315,59,48.3,2413,2.6,538929.925,161702.702,304630.5,3.570840336,4670267.269
E02000230,Croydon 037,E09000008,Croydon,E12000007,London,10045,9745,300,38.4,4004,2.4,531591.73,161727.94,432509,3.854382022,17034267.98
E02000231,Croydon 038,E09000008,Croydon,E12000007,London,7685,7441,244,22.9,2543,2.9,530011.768,161128.026,719033,3.730545455,10595506.91
E02000232,Croydon 039,E09000008,Croydon,E12000007,London,6207,6178,29,14.2,2324,2.7,535028.059,160753.186,529346.75,3.639179104,2647903.627
E02000233,Croydon 040,E09000008,Croydon,E12000007,London,6135,5977,158,38.7,2391,2.5,531908.233,160010.45,417743.75,3.63362963,3707037.563
E02000234,Croydon 041,E09000008,Croydon,E12000007,London,8023,7980,43,25.8,3161,2.5,530621.1,159645.296,460650.25,3.578018433,10325045.87
E02000235,Croydon 042,E09000008,Croydon,E12000007,London,6968,6900,68,12.9,2694,2.6,532901.027,159360.424,494741.25,3.543432836,2374520.993
E02000236,Croydon 043,E09000008,Croydon,E12000007,London,7659,7631,28,21.4,2838,2.7,529297.579,158415.204,509669,3.433583815,2159839.509
E02000237,Croydon 044,E09000008,Croydon,E12000007,London,7475,7455,20,15.1,3090,2.4,531288.494,157493.753,442639.75,3.318589744,2995252.359
E02000238,Ealing 001,E09000009,Ealing,E12000007,London,9500,9381,119,62.4,3179,3,514638.428,185127.541,370030.25,4.127583333,30427207.12
E02000239,Ealing 002,E09000009,Ealing,E12000007,London,9000,9000,0,38.2,2924,3.1,516115.287,184605.835,427690,4.386027397,42448086.01
E02000240,Ealing 003,E09000009,Ealing,E12000007,London,10265,10265,0,59.4,3770,2.7,512811.117,184719.803,372640.75,3.938196721,29343706.51
E02000241,Ealing 004,E09000009,Ealing,E12000007,London,6639,6639,0,50.9,2366,2.8,513513.625,184311.712,395205.75,4.002875,23869389.64
E02000242,Ealing 005,E09000009,Ealing,E12000007,London,6763,6763,0,76.1,2151,3.1,517115.125,183641.453,466236.75,4.541886792,3114928.321
E02000243,Ealing 006,E09000009,Ealing,E12000007,London,8509,8467,42,29.9,3068,2.8,514849.872,183450.804,390695,4.223666667,19514811.77
E02000244,Ealing 007,E09000009,Ealing,E12000007,London,7172,7172,0,39.9,2658,2.7,516404.143,183154.453,407390.75,4.418586957,11311515.8
E02000245,Ealing 008,E09000009,Ealing,E12000007,London,8156,8144,12,49.3,3210,2.5,512126.561,183472.979,296190,3.894197531,14513673.07
E02000246,Ealing 009,E09000009,Ealing,E12000007,London,8748,8748,0,42.5,3071,2.8,511049.557,183260.91,361139,3.79537037,20786911.53
E02000247,Ealing 010,E09000009,Ealing,E12000007,London,10308,10090,218,73.7,3755,2.7,513270.066,183043.203,316265,4.016827586,18124028.15
E02000248,Ealing 011,E09000009,Ealing,E12000007,London,7334,7334,0,42.5,2902,2.5,518590.908,182584.165,560633.5,#N/A,#N/A
E02000249,Ealing 012,E09000009,Ealing,E12000007,London,7721,7678,43,60.4,2739,2.8,514313.553,182267.505,410652.75,4.212608696,27685202.35
E02000250,Ealing 013,E09000009,Ealing,E12000007,London,6487,6367,120,65,2541,2.5,517447.357,182241.337,794330.75,4.683578947,6656814.874
E02000251,Ealing 014,E09000009,Ealing,E12000007,London,7944,7944,0,84,2442,3.3,513649.349,182086.215,409139.5,4.094,12089071.1
E02000252,Ealing 015,E09000009,Ealing,E12000007,London,9706,9647,59,30.4,3717,2.6,520555.721,182146.418,401148,5.161300813,57650705.02
E02000253,Ealing 016,E09000009,Ealing,E12000007,London,9632,9565,67,83.3,3744,2.6,515509.176,181806.616,466119,4.384017094,14797030.15
E02000254,Ealing 017,E09000009,Ealing,E12000007,London,8949,8827,122,86,2487,3.5,512942.9,181530.975,392287.25,4.053764706,8400861.682
E02000255,Ealing 018,E09000009,Ealing,E12000007,London,9465,9329,136,61.1,3622,2.6,516337.162,181673.875,711492,4.577183099,15663801.33
E02000256,Ealing 019,E09000009,Ealing,E12000007,London,8861,8651,210,80.8,3782,2.3,517058.993,181147.142,744717,4.715140187,60174181.18
E02000257,Ealing 020,E09000009,Ealing,E12000007,London,13509,13210,299,61.9,5873,2.2,518376.051,181199.959,785342.25,4.891758242,79848064.28
E02000258,Ealing 021,E09000009,Ealing,E12000007,London,6730,6659,71,65.2,2544,2.6,519881.622,181178.818,680265.75,5.140447761,37476544.7
E02000259,Ealing 022,E09000009,Ealing,E12000007,London,6276,6275,1,49.1,2283,2.7,515086.666,181133.568,589895.5,4.387592593,3567665.611
E02000260,Ealing 023,E09000009,Ealing,E12000007,London,8710,8532,178,80.2,2468,3.5,513080.94,180523.114,333397.25,4.130638298,78542605.64
E02000261,Ealing 024,E09000009,Ealing,E12000007,London,10766,10752,14,82.5,4110,2.6,521268.56,180601.52,602638.75,5.369712644,77079972.57
E02000262,Ealing 025,E09000009,Ealing,E12000007,London,8925,8755,170,126.2,3771,2.3,520204.787,180382.541,600612,5.210485437,117862296.7
E02000263,Ealing 026,E09000009,Ealing,E12000007,London,11637,11575,62,94.2,3155,3.7,512057.907,180172.585,325851.5,3.960224719,61517962.53
E02000264,Ealing 027,E09000009,Ealing,E12000007,London,8103,7979,124,56.4,3205,2.5,519074.217,180243.023,765086,5.060865385,146958459.9
E02000265,Ealing 028,E09000009,Ealing,E12000007,London,11119,10981,138,109.7,4747,2.3,516301.892,180205.884,547032.25,4.576148649,77872130.58
E02000266,Ealing 029,E09000009,Ealing,E12000007,London,12331,11638,693,31.9,3711,3.1,514141.204,179943.469,380798,4.124102564,55527302.49
E02000267,Ealing 030,E09000009,Ealing,E12000007,London,6926,6913,13,91.9,2847,2.4,515426.297,179966.504,552164.5,4.405055833,52524233.56
E02000268,Ealing 031,E09000009,Ealing,E12000007,London,9358,9125,233,70.6,3824,2.4,517989.181,179833.515,807253.25,4.8198,13766972.32
E02000269,Ealing 032,E09000009,Ealing,E12000007,London,8078,8003,75,91.3,3245,2.5,517110.557,179801.115,822372.5,4.679677419,13987398.28
E02000270,Ealing 033,E09000009,Ealing,E12000007,London,8043,8040,3,101,3331,2.4,519923.49,179634.951,564723,5.149158879,46308832.09
E02000271,Ealing 034,E09000009,Ealing,E12000007,London,6763,6757,6,90.5,2871,2.4,521011.232,179495.388,928584.25,5.301770833,53363103.58
E02000272,Ealing 035,E09000009,Ealing,E12000007,London,6748,6703,45,56.3,2579,2.6,516060.915,179218.491,711860.5,4.492928,14468289.01
E02000274,Ealing 037,E09000009,Ealing,E12000007,London,12733,12724,9,88.7,3557,3.6,511774.124,179137.282,318125,3.898110236,9514466.035
E02000275,Ealing 038,E09000009,Ealing,E12000007,London,7102,6923,179,60.6,2131,3.2,513076.311,178919.336,490755.25,4.012909091,21020941.7
E02000276,Ealing 039,E09000009,Ealing,E12000007,London,6722,6459,263,79.9,2634,2.5,517372.003,178870.163,607669.75,4.76359375,16534437.67
E02000277,Enfield 001,E09000010,Enfield,E12000007,London,7081,7038,43,67.6,2651,2.7,535921.877,199517.216,357425.25,3.564705882,2595086.725
E02000278,Enfield 002,E09000010,Enfield,E12000007,London,8837,8771,66,67.2,3278,2.7,535206.248,199136.989,311194,3.643913043,5955707.906
E02000279,Enfield 003,E09000010,Enfield,E12000007,London,11292,11289,3,43.3,4356,2.6,536951.618,198922.904,302760.25,3.604784483,3842937.681
E02000280,Enfield 004,E09000010,Enfield,E12000007,London,8515,8464,51,5.5,3466,2.4,531091.358,199397.066,488677.5,3.741272727,2982102.958
E02000281,Enfield 005,E09000010,Enfield,E12000007,London,8835,8705,130,46.6,3531,2.5,533925.799,198199.684,351598.75,3.850061728,6991516.796
E02000282,Enfield 006,E09000010,Enfield,E12000007,London,9115,9112,3,72.2,3491,2.6,535241.101,197988.959,298975,3.824913295,10418048.34
E02000283,Enfield 007,E09000010,Enfield,E12000007,London,8424,8408,16,73.9,2843,3,535974.539,197580.765,345971.25,3.853655914,4551590.785
E02000284,Enfield 008,E09000010,Enfield,E12000007,London,8200,8152,48,63.9,3497,2.3,532413.29,197317.237,437118,3.955747126,9166457.425
E02000285,Enfield 009,E09000010,Enfield,E12000007,London,6597,6568,29,67,2466,2.7,533403.883,197304.009,504398.25,3.943762376,8723472.762
E02000286,Enfield 010,E09000010,Enfield,E12000007,London,8158,7940,218,39.8,3863,2.1,531456.915,197407.077,446578.5,3.938,4230334.779
E02000287,Enfield 011,E09000010,Enfield,E12000007,London,6823,6494,329,7.7,2540,2.6,527839.917,197706.085,676085.25,4.016569343,7445135.964
E02000288,Enfield 012,E09000010,Enfield,E12000007,London,10490,10462,28,49.6,3784,2.8,534907.966,196514.089,327517.25,4.074139785,17374188.18
E02000289,Enfield 013,E09000010,Enfield,E12000007,London,6569,6569,0,19.3,2421,2.7,530453.031,196695.972,662744.5,4.10137931,5802173.021
E02000290,Enfield 014,E09000010,Enfield,E12000007,London,7242,7242,0,14.8,2853,2.5,536755.503,196474.423,285717.75,3.997546012,16160226.99
E02000291,Enfield 015,E09000010,Enfield,E12000007,London,8924,8809,115,77.1,3998,2.2,533372.054,195893.014,381873.75,4.14204918,9643390.311
E02000292,Enfield 016,E09000010,Enfield,E12000007,London,9518,9495,23,50.7,3578,2.7,534157.489,195876.458,399085,4.139180328,12500885.19
E02000293,Enfield 017,E09000010,Enfield,E12000007,London,6307,6274,33,29.2,2470,2.5,531995.857,195636.307,851734.75,4.228814815,9371251.859
E02000294,Enfield 018,E09000010,Enfield,E12000007,London,8879,8700,179,59.2,3009,2.9,535892.195,194996.583,341721.5,4.208787879,13902700.56
E02000295,Enfield 019,E09000010,Enfield,E12000007,London,8374,8287,87,51.7,3347,2.5,530229.216,195071.93,489410.25,4.265238095,6614187.735
E02000296,Enfield 020,E09000010,Enfield,E12000007,London,9535,9406,129,52.9,3941,2.4,529285.633,195314.422,454341.25,4.314140625,16876307.78
E02000297,Enfield 021,E09000010,Enfield,E12000007,London,9298,9235,63,57.4,3482,2.7,532971.796,194719.285,502166.75,4.365106383,15782725.44
E02000298,Enfield 022,E09000010,Enfield,E12000007,London,7976,7909,67,39.9,3075,2.6,531267.36,194431.851,831107,4.434962963,15239744.06
E02000299,Enfield 023,E09000010,Enfield,E12000007,London,9312,9262,50,106.2,3438,2.7,534841.179,194376.007,320119.75,4.385438596,23370377.11
E02000300,Enfield 024,E09000010,Enfield,E12000007,London,8157,8102,55,105,2998,2.7,533985.497,194283.979,318688,4.432871287,18301938.66
E02000301,Enfield 025,E09000010,Enfield,E12000007,London,10070,10070,0,55.2,3923,2.6,536029.17,193846.834,297151.5,4.406123596,5284890.287
E02000302,Enfield 026,E09000010,Enfield,E12000007,London,8326,8276,50,52.7,3123,2.7,532201.092,193546.903,490664.5,4.571315789,14136184.32
E02000303,Enfield 027,E09000010,Enfield,E12000007,London,8390,8372,18,67.5,3120,2.7,533684.244,193310.654,320067.75,4.604081633,24807445.36
E02000304,Enfield 028,E09000010,Enfield,E12000007,London,8089,7997,92,47,2964,2.7,529978.564,193260.254,764261.75,4.577462687,27013828.87
E02000305,Enfield 029,E09000010,Enfield,E12000007,London,8633,8473,160,89.8,3481,2.4,531134.495,193207.54,550975.5,4.65183908,27826553.4
E02000306,Enfield 030,E09000010,Enfield,E12000007,London,9149,9149,0,43.8,3594,2.5,535237.505,192871.874,271798,4.60965,33118320.4
E02000307,Enfield 031,E09000010,Enfield,E12000007,London,9873,9873,0,89.3,3368,2.9,532799.229,192998.997,381780.25,4.641794872,22981727.89
E02000308,Enfield 032,E09000010,Enfield,E12000007,London,7736,7661,75,67.4,2908,2.6,529282.703,192382.761,528271.75,4.728170732,31220023.49
E02000309,Enfield 033,E09000010,Enfield,E12000007,London,10489,10412,77,64.4,3785,2.8,534979.274,192087.297,320580.5,4.693233831,38896511.78
E02000311,Enfield 035,E09000010,Enfield,E12000007,London,9872,9861,11,69.7,3656,2.7,531933.262,192166.162,401475,4.778983051,24883895.77
E02000312,Enfield 036,E09000010,Enfield,E12000007,London,10473,10404,69,79.9,4262,2.4,530580.736,192211.518,534012.75,4.79778626,34507912.05
E02000313,Greenwich 001,E09000011,Greenwich,E12000007,London,6566,6563,3,89.9,2575,2.5,546863.727,180293.138,225531.25,3.834807692,4728809.163
E02000314,Greenwich 002,E09000011,Greenwich,E12000007,London,13164,12265,899,41.3,4382,2.8,545740.48,180154.64,274997.25,4.048756098,9551809.624
E02000315,Greenwich 003,E09000011,Greenwich,E12000007,London,9080,9039,41,76.1,3440,2.6,546779.295,179322.178,307107,3.910534979,4235666.58
E02000316,Greenwich 004,E09000011,Greenwich,E12000007,London,10750,10698,52,57,4944,2.2,542623.149,179028.664,389420.25,4.717932331,61011475.61
E02000317,Greenwich 005,E09000011,Greenwich,E12000007,London,8370,8293,77,128.2,3200,2.6,542504.637,178648.028,400135.75,4.791052632,16455091.72
E02000318,Greenwich 006,E09000011,Greenwich,E12000007,London,9842,9842,0,89.1,3283,3,545590.985,178670.667,321864.75,4.252238806,36710031.03
E02000319,Greenwich 007,E09000011,Greenwich,E12000007,London,10971,10825,146,118.5,3866,2.8,544771.53,178668.845,314909.5,4.343382353,22515124.49
E02000320,Greenwich 008,E09000011,Greenwich,E12000007,London,6624,6603,21,45.4,2524,2.6,546898.851,178203.18,360907.75,4.03970297,35451079.28
E02000321,Greenwich 009,E09000011,Greenwich,E12000007,London,7200,7147,53,115.7,2877,2.5,544343.382,178406.663,305054,4.443592233,19671108.59
E02000323,Greenwich 011,E09000011,Greenwich,E12000007,London,10674,10631,43,140.2,4001,2.7,543855.508,178141.593,350481.25,4.597707006,27268579.25
E02000324,Greenwich 012,E09000011,Greenwich,E12000007,London,7315,7181,134,56.1,2807,2.6,541761.978,177896.065,456435.25,5.04862069,23465885.98
E02000326,Greenwich 014,E09000011,Greenwich,E12000007,London,7070,7063,7,96.8,2932,2.4,540859.5,177806.483,492982.75,5.214485981,36192560.08
E02000327,Greenwich 015,E09000011,Greenwich,E12000007,London,6825,6436,389,36.7,2357,2.7,542957.233,177635.352,359329.75,4.696102941,22566370.26
E02000328,Greenwich 016,E09000011,Greenwich,E12000007,London,6606,6512,94,75.4,3070,2.1,539930.59,177619.128,686230,5.361078431,45165138.47
E02000329,Greenwich 017,E09000011,Greenwich,E12000007,London,6180,6169,11,35.1,2364,2.6,544789.419,176787.86,371911.75,4.371134021,16126754.97
E02000331,Greenwich 019,E09000011,Greenwich,E12000007,London,7831,7805,26,78.9,3236,2.4,541721.518,177052.384,382357.5,5.030394737,71353651.02
E02000332,Greenwich 020,E09000011,Greenwich,E12000007,London,7253,7239,14,35.9,2958,2.4,543739.368,176732.312,406048.25,4.661136364,44647010.71
E02000333,Greenwich 021,E09000011,Greenwich,E12000007,London,6269,6152,117,49.7,3005,2,540310.243,176591.713,773871.25,5.260342466,42647994.77
E02000334,Greenwich 022,E09000011,Greenwich,E12000007,London,6469,6463,6,46.7,2585,2.5,541730.656,176356.215,432347.5,4.97288,17295987.15
E02000335,Greenwich 023,E09000011,Greenwich,E12000007,London,6549,6549,0,50.6,2637,2.5,543456.195,175667.968,468511.5,4.731558442,22671403.19
E02000337,Greenwich 025,E09000011,Greenwich,E12000007,London,7906,7906,0,56.5,2998,2.6,541978.473,175262.996,377286,4.901456311,24171862.32
E02000339,Greenwich 027,E09000011,Greenwich,E12000007,London,5970,5963,7,47.5,2502,2.4,543119.93,174968.484,525957.5,4.732435897,33579924.99
E02000340,Greenwich 028,E09000011,Greenwich,E12000007,London,6088,6086,2,18.6,2799,2.2,543596.852,174128.651,395327.5,4.582373737,29821812.21
E02000341,Greenwich 029,E09000011,Greenwich,E12000007,London,7683,7683,0,42.9,3024,2.5,541520.805,173942.834,354970.75,4.86816,36090309.56
E02000342,Greenwich 030,E09000011,Greenwich,E12000007,London,6453,5379,1074,47.4,2268,2.4,544540.318,173717.757,383794.75,4.327387387,13551749.47
E02000343,Greenwich 031,E09000011,Greenwich,E12000007,London,6675,6658,17,53.1,2699,2.5,542808.452,172615.81,402134.25,4.486870229,35742757.5
E02000344,Greenwich 032,E09000011,Greenwich,E12000007,London,6387,6277,110,49.4,2476,2.5,543711.418,172433.139,428494.75,4.362142857,23659325.42
E02000345,Hackney 001,E09000012,Hackney,E12000007,London,8838,8828,10,144.4,2693,3.3,533931.256,187874.317,639137.5,5.459493671,92799958.24
E02000346,Hackney 002,E09000012,Hackney,E12000007,London,6092,6021,71,104.6,2563,2.3,532379.885,187512.803,625569.75,5.508703704,102224993.2
E02000347,Hackney 003,E09000012,Hackney,E12000007,London,7956,7884,72,116,2727,2.9,533029.527,187456.193,658247.25,5.510540541,5916318.432
E02000348,Hackney 004,E09000012,Hackney,E12000007,London,8120,8107,13,145.4,2804,2.9,534075.849,187456.708,498375.25,5.497592593,91289286.04
E02000350,Hackney 006,E09000012,Hackney,E12000007,London,9502,9474,28,167.7,3605,2.6,534063.314,186770.691,631424.25,5.593809524,40173760.87
E02000351,Hackney 007,E09000012,Hackney,E12000007,London,8523,8441,82,163.1,3826,2.2,531990.921,186778.579,544599.75,5.59393617,31448122.7
E02000352,Hackney 008,E09000012,Hackney,E12000007,London,6883,6833,50,90.2,2810,2.4,532809.435,186602.114,690229.25,5.57,16825872.39
E02000353,Hackney 009,E09000012,Hackney,E12000007,London,7786,7774,12,139.4,3192,2.4,533498.331,186459.746,760082.5,5.592643678,36906246.09
E02000354,Hackney 010,E09000012,Hackney,E12000007,London,9502,9449,53,119.8,4056,2.3,534512.22,185979.975,544229.5,5.610561798,27909428.32
E02000355,Hackney 011,E09000012,Hackney,E12000007,London,8485,8325,160,129.3,3240,2.6,535241.625,186015.401,766781.75,5.638387097,102869775.4
E02000356,Hackney 012,E09000012,Hackney,E12000007,London,7346,7288,58,182.3,3144,2.3,532850.525,185838.767,756246.5,5.725087719,22183304.4
E02000357,Hackney 013,E09000012,Hackney,E12000007,London,6339,6339,0,41.6,2507,2.5,536526.581,185998.382,386007.25,5.475714286,13952995.54
E02000358,Hackney 014,E09000012,Hackney,E12000007,London,11058,11047,11,179.4,4775,2.3,533517.781,185684.825,606574.25,5.781170213,50633902.11
E02000359,Hackney 015,E09000012,Hackney,E12000007,London,6581,6569,12,150.7,2416,2.7,535924.155,185526.4,693750.75,5.6025,4862374.161
E02000360,Hackney 016,E09000012,Hackney,E12000007,London,11292,11292,0,206.7,4747,2.4,534311.347,185328.693,490387.75,5.824861111,34646747.18
E02000361,Hackney 017,E09000012,Hackney,E12000007,London,7640,7632,8,128.6,3467,2.2,534970.963,184979.69,545281.25,5.799823009,100181760.9
E02000362,Hackney 018,E09000012,Hackney,E12000007,London,6363,6266,97,49.1,2634,2.4,536849.501,184994.441,467982.25,5.62487013,77019646.78
E02000363,Hackney 019,E09000012,Hackney,E12000007,London,10845,10845,0,181.8,4402,2.5,535531.706,184909.825,419956.25,5.74826087,89982296.21
E02000364,Hackney 020,E09000012,Hackney,E12000007,London,8867,8848,19,133.5,3899,2.3,534145.446,184616.071,726364.75,5.898165138,34097092.17
E02000365,Hackney 021,E09000012,Hackney,E12000007,London,12764,12708,56,132.3,5740,2.2,533486.136,184478.594,642803.25,5.929086022,47494665.06
E02000366,Hackney 022,E09000012,Hackney,E12000007,London,8514,8396,118,132.3,3690,2.3,535740.535,184230.24,722694.25,5.818347107,57292247.36
E02000367,Hackney 023,E09000012,Hackney,E12000007,London,9741,9622,119,131.8,4163,2.3,534916.301,183984.77,634715.25,5.91704918,53526849.15
E02000368,Hackney 024,E09000012,Hackney,E12000007,London,9614,9601,13,151.5,4028,2.4,534123.549,183643.634,548433.5,5.980413223,12341195.24
E02000369,Hackney 025,E09000012,Hackney,E12000007,London,11594,11560,34,178.3,5100,2.3,533303.533,183647.637,465127.25,6.005809524,18155699.46
E02000370,Hackney 026,E09000012,Hackney,E12000007,London,8301,8292,9,170.1,3768,2.2,532576.777,183227.221,705534.25,6.104177215,37172091.44
E02000371,Hackney 027,E09000012,Hackney,E12000007,London,12369,11642,727,124,5672,2.1,533180.882,182696.59,641379.75,6.191882845,146101302.2
E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,E12000007,London,9175,8831,344,26.7,3674,2.4,522362.446,181818.587,565526.25,5.431550388,35844885.19
E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,6658,6658,0,163.3,2433,2.7,522580.954,180719.771,422031,5.532820513,5432431.641
E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,E12000007,London,6731,6712,19,135.5,2590,2.6,522111.089,180474.178,764940.75,5.498658537,128129944.6
E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,E12000007,London,7028,6998,30,93.9,3230,2.2,523324.628,180258.097,761312.75,5.027637941,121855314.8
E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,E12000007,London,6915,6890,25,168.7,3152,2.2,522918.814,179823.922,771929,5.657288136,295932693.1
E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,E12000007,London,8169,7933,236,184.2,3613,2.2,522253.537,179767.22,682304.5,5.561688312,163696006.2
